,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,182.27,171.94,173.1,182.46,200.43,218.83,212,246.25,174.69,-
1,Revenue Growth (YoY),5.30%,-5.77%,-13.63%,-16.62%,-5.46%,-11.13%,21.36%,-,-1.99%,-
2,Cost of Revenue,97.71,92.41,89.01,98.67,106.38,116.67,124.98,134.57,102.62,-
3,Gross Profit,84.56,79.53,84.09,83.79,94.05,102.17,87.02,111.68,72.07,-
4,"Selling, General & Admin",28.23,30.48,27.7,29.17,30.73,36.85,25.86,35.97,28.94,-
5,Operating Expenses,28.67,30.55,22.21,40.54,32.64,36.04,26.62,35.8,29.48,-
6,Operating Income,55.9,48.98,61.87,43.25,61.41,66.13,60.41,75.88,42.59,-
7,Interest Expense,-0.96,-1.07,-1.25,-1.41,-1.31,-1.12,-1.07,-0.77,-1,-
8,Interest & Investment Income,6.57,7.02,5.75,4.11,3.28,2.36,1.69,1.67,1.28,-
9,Currency Exchange Gain (Loss),-9.11,-5.56,7.34,0.02,9.31,1.95,-1.59,-0.42,3.53,-
10,Other Non Operating Income (Expenses),12.82,3.72,-0.87,9.99,4.17,-21.31,1.38,37.8,1.04,-
11,EBT Excluding Unusual Items,65.22,53.1,72.84,55.97,76.86,48.01,60.81,114.17,47.44,-
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,5.21,-5.11,-0.1,0.46,-
13,Gain (Loss) on Sale of Assets,1.29,-0.11,2.01,0.21,0.47,2.44,-,0.01,-0.01,-
14,Asset Writedown,-,-,-,-,-,0.24,-0.24,-0.67,-,-
15,Other Unusual Items,1.08,-1.19,0.08,-0.08,-,0.09,-,0.65,-0.42,-
16,Pretax Income,67.59,51.8,74.93,56.09,77.34,55.98,55.47,114.06,47.47,-
17,Income Tax Expense,14.51,25.32,15.57,15.84,22.45,15.36,14.97,21.28,11.51,-
18,Earnings From Continuing Operations,53.08,26.48,59.36,40.25,54.89,40.62,40.5,92.78,35.96,-
19,Net Income to Company,53.08,26.48,59.36,40.25,54.89,40.62,40.5,92.78,35.96,-
20,Net Income,53.08,26.48,59.36,40.25,54.89,40.62,40.5,92.78,35.96,-
21,Net Income to Common,53.08,26.48,59.36,40.25,54.89,40.62,40.5,92.78,35.96,-
22,Net Income Growth,-10.57%,-34.22%,8.15%,-0.91%,35.52%,-56.21%,12.63%,-,-17.06%,-
23,Shares Outstanding (Basic),1016,1016,1016,1016,1016,1016,1015,1015,1015,-
24,Shares Outstanding (Diluted),1016,1016,1016,1016,1016,1017,1017,1017,1017,-
25,Shares Change (YoY),-,-,-0.07%,-0.12%,-0.05%,0.02%,0.02%,-,-0.03%,-
26,EPS (Basic),0.05,0.03,0.06,0.04,0.05,0.04,0.04,0.09,0.04,-
27,EPS (Diluted),0.05,0.03,0.06,0.04,0.05,0.04,0.04,0.09,0.04,-
28,EPS Growth,-10.34%,-34.21%,7.41%,-0.90%,35.38%,-56.24%,13.97%,-,-17.89%,-
29,Free Cash Flow,40.02,44.49,94.7,71.38,83.4,41.63,45.9,37.75,58.88,-
30,Free Cash Flow Per Share,0.04,0.04,0.09,0.07,0.08,0.04,0.05,0.04,0.06,-
31,Operating Margin,30.67%,28.49%,35.74%,23.71%,30.64%,30.22%,28.49%,30.82%,24.38%,-
32,Profit Margin,29.12%,15.40%,34.29%,22.06%,27.38%,18.56%,19.10%,37.68%,20.58%,-
33,Free Cash Flow Margin,21.96%,25.88%,54.71%,39.12%,41.61%,19.02%,21.65%,15.33%,33.70%,-
34,EBITDA,59.85,54.75,66.68,48.5,66.1,72.86,63.72,79.96,47.92,-
35,D&A For EBITDA,3.96,5.77,4.81,5.25,4.69,6.72,3.31,4.07,5.32,3.73
36,EBIT,55.9,48.98,61.87,43.25,61.41,66.13,60.41,75.88,42.59,-
