,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters
,Period Ending,"Jan '25 Jan 15, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters
0,Market Capitalization,5408,5245,5218,5843,6686,7610,7610,6876,8425,5381,8153,5952,7827,7555,6930,6998,7111,6296,7247,5028,6228,Upgrade
1,Market Cap Growth,-31.07%,-31.07%,-31.43%,-15.02%,-20.65%,41.41%,-6.67%,15.53%,7.64%,-28.78%,17.65%,-14.95%,10.06%,20.00%,-4.37%,39.19%,14.18%,-11.46%,0.31%,-23.71%,-11.67%,Upgrade
2,Last Close Price,1.99,1.93,1.92,2.05,2.35,2.59,2.59,2.34,2.86,1.83,2.77,2.02,2.66,2.57,2.35,2.38,2.42,2.14,2.46,1.63,2.02,Upgrade
3,PE Ratio,4.50,4.35,4.70,5.56,6.75,10.08,9.46,7.98,-,4.99,9.68,5.77,9.98,10.13,9.67,12.02,10.39,9.44,11.15,6.60,8.78,Upgrade
4,PS Ratio,1.65,1.60,1.46,1.74,2.04,2.51,2.63,2.25,2.88,1.78,2.64,1.85,2.61,2.70,2.63,2.96,3.13,2.95,3.63,2.33,2.99,Upgrade
5,PB Ratio,0.49,0.41,0.43,0.47,0.56,0.64,0.65,0.57,0.73,0.46,0.68,0.48,0.66,0.64,0.61,0.62,0.67,0.62,0.75,0.56,0.81,Upgrade
6,Debt / Equity Ratio,2.06,2.06,1.95,1.95,2.52,2.31,2.41,2.24,2.71,2.21,2.42,2.49,2.93,2.93,2.94,2.94,2.55,2.55,2.47,2.91,3.09,Upgrade
7,Return on Equity (ROE),9.13%,9.37%,19.33%,4.09%,7.54%,7.59%,18.10%,-3.20%,9.43%,8.38%,17.40%,3.51%,3.56%,11.92%,12.25%,2.84%,2.87%,6.07%,16.88%,4.17%,Upgrade,
8,Return on Assets (ROA),0.63%,0.66%,1.37%,0.28%,0.53%,0.54%,1.26%,-0.23%,0.68%,0.61%,1.26%,0.25%,0.26%,0.88%,0.91%,0.21%,0.22%,0.49%,1.32%,0.31%,Upgrade,
9,Earnings Yield,22.27%,24.97%,23.21%,19.73%,16.38%,11.26%,11.92%,14.11%,10.84%,20.02%,11.70%,18.32%,11.51%,11.39%,11.99%,9.12%,9.62%,10.59%,8.97%,15.14%,11.39%,Upgrade
10,FCF Yield,-,-,-,-,-,-,-,-,-,-,-,-139.44%,-179.80%,-235.99%,-394.30%,-367.57%,-352.80%,-256.08%,-289.89%,-246.74%,Upgrade,
11,Dividend Yield,4.97%,-,-,-,4.22%,-,-,-,3.16%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,55.81%,55.81%,0.01%,0.01%,203.16%,203.16%,0.01%,0.02%,-,Upgrade
13,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.00%,-0.00%,-0.00%,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-31.52%,Upgrade,
14,Total Shareholder Return,4.97%,-,-,-,4.22%,-,-,-,3.16%,-0.00%,-0.00%,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,-,-31.52%,Upgrade
