,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters
0,Cash & Equivalents,12382,5507,10240,3081,12215,4064,10254,5088,10848,5768,9321,4259,4259,4167,4167,5590,5590,3629,4150,5275,Upgrade
1,Investment Securities,54519,22465,24655,27849,26989,22909,27492,32929,36397,35267,37198,38900,38900,30935,30935,27321,27321,33982,43035,30093,Upgrade
2,Trading Asset Securities,-,28770,27130,28448,28373,29164,24489,21207,17442,12446,12044,9911,9911,13100,13100,16484,16484,8150,3223,1860,Upgrade
3,Total Investments,54519,51235,51785,56298,55362,52072,51981,54136,53839,47713,49242,48812,48812,44035,44035,43805,43805,42131,46258,31953,Upgrade
4,Gross Loans,97779,99815,93780,92457,86797,88350,84237,82826,79400,80523,76656,74653,74653,69326,69326,59353,59353,53300,50543,44578,Upgrade
5,Allowance for Loan Losses,-,-5147,-,-4573,-,-3811,-,-3182,-,-2902,-,-2637,-2637,-1914,-1914,-2038,-2038,-2013,-,-1460,Upgrade
6,Net Loans,97779,94667,93780,87884,86797,84538,84237,79644,79400,77621,76656,72016,72016,67412,67412,57314,57314,51287,50543,43118,Upgrade
7,"Property, Plant & Equipment",1046,1135,996.47,1126,940.05,1028,884.95,1014,824.9,916.33,841.63,938,938,883.84,883.84,859.98,859.98,783.05,737.05,786.69,Upgrade
8,Other Intangible Assets,-,19.85,-,19.05,-,17.92,-,16.86,-,9.72,-,14.45,14.45,-,-,14.93,14.93,-,-,-,Upgrade
9,Investments in Real Estate,0.57,0.59,0.62,0.66,0.69,0.73,0.77,0.8,0.84,0.87,0.91,0.95,0.95,1.02,1.02,1.09,1.09,1.19,1.26,1.33,Upgrade
10,Accrued Interest Receivable,-,972.49,-,734.95,-,1289,-,518.18,-,1214,-,515.31,515.31,930.47,930.47,816.69,816.69,837.68,-,669.13,Upgrade
11,Other Receivables,-,580.49,-,52.24,-,439.39,-,305.63,-,1185,-,1081,1081,83.87,83.87,100.67,100.67,52.34,-,43.92,Upgrade
12,Restricted Cash,-,6413,-,6213,-,5904,-,5936,-,5971,-,5862,5862,6795,6795,5913,5913,5217,-,5138,Upgrade
