,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,14.86,25.48,151.06,111.08,69.94,190.24,134.81,240.57,136.23,101.35,Upgrade
1,Revenue Growth (YoY),-90.16%,-77.06%,115.99%,-41.61%,-48.12%,-20.92%,-1.04%,137.37%,-5.21%,-22.50%,Upgrade
2,Cost of Revenue,13.88,24.15,138.88,103.3,60.87,181.03,128.93,224.95,131.48,101.05,Upgrade
3,Gross Profit,0.98,1.33,12.18,7.78,9.07,9.21,5.88,15.62,4.75,0.3,Upgrade
4,"Selling, General & Admin",22.8,11.98,36.84,15.16,25.98,27.45,26.68,28.4,32.94,28.6,Upgrade
5,Operating Expenses,22.8,11.98,36.84,15.16,25.98,27.45,26.68,28.4,32.94,28.6,Upgrade
6,Operating Income,-21.82,-10.65,-24.66,-7.38,-16.92,-18.24,-20.8,-12.78,-28.19,-28.31,Upgrade
7,Interest Expense,-16.5,-8.82,-6.12,-11.52,-11.47,-4.38,-7.73,-4.19,-4.78,-7.53,Upgrade
8,Interest & Investment Income,0.67,0.88,0.75,0.32,0.52,0.43,0.7,0.34,0.7,0.56,Upgrade
9,Currency Exchange Gain (Loss),-,-,1.17,-,1.89,-,-0.7,-,-0.77,-,Upgrade
10,Other Non Operating Income (Expenses),-0.69,2.93,5.65,5.43,5.11,1.49,24.71,2.76,-18.02,4.2,Upgrade
11,EBT Excluding Unusual Items,-38.34,-15.66,-23.21,-13.15,-20.87,-20.69,-3.83,-13.88,-51.07,-31.09,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,2.57,-,-0.3,-,11.05,-,-0.02,-,Upgrade
13,Asset Writedown,-,-,-,-,-2.13,-,-,-,-1.77,-,Upgrade
14,Other Unusual Items,-,-,-,-,0.27,-,-,-,8.46,-,Upgrade
15,Pretax Income,-38.34,-15.66,-20.64,-13.15,-23.03,-20.69,7.23,-13.88,-44.39,-31.09,Upgrade
16,Income Tax Expense,-0.32,-0.08,-0.38,-0.02,-,-,-,-,-0,0,Upgrade
17,Earnings From Continuing Operations,-38.03,-15.58,-20.26,-13.13,-23.03,-20.69,7.23,-13.88,-44.39,-31.09,Upgrade
18,Minority Interest in Earnings,0.12,0.61,1.61,0.75,0.63,2.04,2.17,0.55,0.34,0.79,Upgrade
19,Net Income,-37.91,-14.97,-18.65,-12.39,-22.4,-18.65,9.39,-13.33,-44.05,-30.3,Upgrade
20,Net Income to Common,-37.91,-14.97,-18.65,-12.39,-22.4,-18.65,9.39,-13.33,-44.05,-30.3,Upgrade
21,Shares Outstanding (Basic),1136,768,669,669,670,611,558,545,544,544,Upgrade
22,Shares Outstanding (Diluted),1136,768,669,669,670,611,558,545,544,544,Upgrade
23,Shares Change (YoY),69.74%,14.80%,-0.07%,9.60%,19.95%,12.01%,2.73%,0.30%,-0.06%,4.96%,Upgrade
24,EPS (Basic),-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,0.02,-0.02,-0.08,-0.06,Upgrade
25,EPS (Diluted),-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,0.02,-0.02,-0.08,-0.06,Upgrade
26,Free Cash Flow,-,-82.46,-25.36,-5.96,-148.77,-47.3,-24.4,15.61,13.14,34.76,Upgrade
27,Free Cash Flow Per Share,-,-0.11,-0.04,-0.01,-0.22,-0.08,-0.04,0.03,0.02,0.06,Upgrade
28,Operating Margin,-146.79%,-41.82%,-16.33%,-6.64%,-24.19%,-9.59%,-15.43%,-5.31%,-20.70%,-27.93%,Upgrade
29,Profit Margin,-255.03%,-58.77%,-12.35%,-11.15%,-32.03%,-9.80%,6.97%,-5.54%,-32.34%,-29.90%,Upgrade
30,Free Cash Flow Margin,-,-323.66%,-16.79%,-5.37%,-212.72%,-24.86%,-18.10%,6.49%,9.65%,34.30%,Upgrade
31,EBITDA,-17.11,-5,-16.68,-4.99,-14.59,-14.23,-18,-7.49,-23.48,-23.31,Upgrade
32,D&A For EBITDA,4.71,5.65,7.98,2.39,2.33,4.01,2.81,5.29,4.72,5,Upgrade
33,EBIT,-21.82,-10.65,-24.66,-7.38,-16.92,-18.24,-20.8,-12.78,-28.19,-28.31,Upgrade
