,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,86,56,107,56,72,120,126,142,159,158,139,Upgrade
1,Market Cap Growth,-1.24%,-1.24%,48.73%,-53.33%,-43.09%,-15.29%,-20.84%,-9.77%,14.68%,-34.83%,-37.04%,Upgrade
2,Enterprise Value,349,291,368,319,300,241,207,215,236,241,223,Upgrade
3,Last Close Price,0.08,0.05,0.09,0.08,0.11,0.18,0.19,0.26,0.28,0.29,0.26,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-36.14,-,-,-,Upgrade
5,PS Ratio,1.79,1.38,0.60,0.21,0.40,0.46,0.39,0.38,0.42,0.66,0.57,Upgrade
6,PB Ratio,1.41,-31.86,3.02,18.79,10.34,6.41,3.78,289.13,-21.48,349.57,5.41,Upgrade
7,P/TBV Ratio,0.91,0.91,1.09,0.86,1.04,1.51,1.33,2.38,3.20,2.77,1.67,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,5.53,3.29,2.37,Upgrade
9,P/OCF Ratio,-,-,-,0.94,-,8.78,-,1.94,4.23,2.64,2.19,Upgrade
10,EV/Sales Ratio,8.66,7.21,2.08,1.22,1.66,0.93,0.64,0.57,0.63,1.02,0.91,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,-,-,-,8.20,5.04,3.81,Upgrade
12,Debt / Equity Ratio,-189.77,-189.77,8.72,111.17,51.78,16.93,6.33,326.35,-22.04,351.10,6.68,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-,-,5.67,3.31,2.93,Upgrade
14,Earnings Yield,-61.39%,-95.22%,-31.56%,-55.21%,-48.57%,-34.07%,-7.36%,-2.77%,-36.09%,-47.16%,-66.03%,Upgrade
15,FCF Yield,-,-101.20%,-55.69%,-216.02%,-162.72%,-56.97%,-6.18%,18.08%,30.39%,42.19%,Upgrade,
16,Buyback Yield / Dilution,-42.27%,-69.74%,-14.80%,0.07%,-9.60%,-19.95%,-12.01%,-2.73%,-0.30%,0.06%,-4.96%,Upgrade
17,Total Shareholder Return,-42.27%,-69.74%,-14.80%,0.07%,-9.60%,-19.95%,-12.01%,-2.73%,-0.30%,0.06%,-4.96%,Upgrade
