,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,13139980,13584517,14002904,14813530,15218843,13597591,15297290,16800870,12120161,11100341,11178789,11479505,14538963,14774306,13061532,12499324,13035383,13597591,13793710,11963265,10328940,Upgrade
1,Market Cap Growth,-0.10%,-0.10%,-8.46%,-11.83%,25.57%,22.50%,36.84%,46.36%,-16.64%,-24.87%,-14.41%,-8.16%,11.53%,8.65%,-5.31%,4.48%,26.20%,13.66%,12.47%,-16.06%,-33.22%,Upgrade
2,Enterprise Value,11242037,11903276,12102181,12630524,13736873,11999699,13542114,14535909,9935866,8991684,9273319,9256625,12731114,12831532,11379022,10455782,11204669,11995781,12299433,10128313,8900688,Upgrade
3,Last Close Price,100500.00,103900.00,103244.01,105776.89,105137.04,93936.87,105678.98,116066.23,81157.34,74328.57,74853.86,76867.47,94289.60,95815.87,84708.01,81061.92,81239.37,84743.17,85965.43,73763.68,61696.47,Upgrade
4,PE Ratio,17.44,18.03,17.41,18.20,17.20,13.37,15.39,15.41,11.45,11.60,12.53,13.81,18.21,19.75,16.60,16.62,17.67,19.11,19.52,18.18,15.89,Upgrade
5,Forward PE,-,13.08,13.63,14.57,12.09,10.98,12.47,12.90,11.73,11.70,12.27,13.77,17.89,17.65,16.74,17.02,16.43,18.42,18.84,17.48,16.15,Upgrade
6,PS Ratio,2.69,2.78,2.82,2.96,3.02,2.71,3.18,3.45,2.50,2.37,2.52,2.72,3.59,3.69,3.17,3.09,3.33,3.62,3.61,3.12,2.59,Upgrade
7,PB Ratio,3.21,3.32,3.18,3.48,3.00,2.80,3.33,3.80,2.61,2.59,2.75,3.02,4.08,3.90,3.61,3.65,3.46,3.81,4.11,3.75,2.93,Upgrade
8,P/TBV Ratio,3.47,3.47,3.31,3.64,3.11,2.91,3.47,3.96,2.72,2.71,2.90,3.20,4.34,4.12,3.83,3.89,3.66,4.05,4.38,4.02,3.12,Upgrade
9,P/FCF Ratio,10.69,11.05,16.61,32.93,94.15,-55.24,-,-,-,16.63,21.95,19.76,25.24,-,17.61,18.06,22.51,18.44,19.86,-,11.34,Upgrade
10,P/OCF Ratio,10.31,10.31,13.97,19.26,24.32,56.62,54.66,33.10,-,12.32,16.26,16.21,24.19,-,16.12,16.52,20.31,16.46,18.28,14.95,10.53,Upgrade
11,PEG Ratio,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.47,4.83,4.03,4.03,Upgrade
12,EV/Sales Ratio,2.30,2.44,2.44,2.53,2.72,2.39,2.81,2.98,2.05,1.92,2.09,2.19,3.14,3.21,2.76,2.59,2.86,3.19,3.22,2.64,2.23,Upgrade
13,EV/EBITDA Ratio,10.32,10.93,12.43,12.97,13.50,10.52,12.02,11.75,8.03,7.77,8.50,9.03,12.79,13.59,11.34,10.81,12.02,13.37,14.09,12.31,10.81,Upgrade
14,EV/EBIT Ratio,12.22,12.93,13.96,14.42,14.82,11.40,13.00,12.59,8.59,8.36,9.18,9.82,13.94,14.91,12.39,11.86,13.27,14.82,15.68,13.80,12.11,Upgrade
15,EV/FCF Ratio,9.15,9.69,14.36,28.07,84.99,-48.75,-,-,-,13.47,18.21,15.93,22.10,-,15.34,15.11,19.34,16.27,17.71,-,9.77,Upgrade
16,Debt / Equity Ratio,0.16,0.16,0.26,0.19,0.11,0.12,0.17,0.14,0.06,0.03,0.01,0.17,0.06,0.05,0.10,0.16,0.12,0.06,0.15,0.14,0.05,Upgrade
17,Debt / EBITDA Ratio,0.60,0.40,1.50,0.88,0.53,0.49,0.98,0.57,0.18,0.10,0.03,0.58,0.17,0.24,0.39,0.57,0.44,0.19,0.64,0.53,0.21,Upgrade
18,Debt / FCF Ratio,0.53,0.53,1.37,1.80,3.37,-2.32,-,-,-,0.17,0.07,1.10,0.34,-,0.49,0.81,0.76,0.29,0.74,-,0.20,Upgrade
19,Asset Turnover,0.96,0.68,0.72,0.82,1.01,0.75,0.82,0.92,1.07,0.94,0.91,0.91,0.96,0.83,0.82,0.89,1.10,0.80,0.77,0.82,Upgrade,
20,Inventory Turnover,2.07,2.55,1.74,1.75,2.04,2.27,1.53,1.67,1.90,2.41,2.10,2.15,2.17,2.17,2.01,2.11,2.70,3.02,2.05,1.88,2.36,Upgrade
21,Quick Ratio,1.76,1.76,1.90,1.76,3.05,2.25,2.20,2.33,3.79,3.28,3.99,2.29,2.46,3.18,3.10,2.44,3.25,3.03,2.60,2.22,3.96,Upgrade
22,Current Ratio,2.57,2.57,2.72,2.57,4.49,3.90,3.50,3.69,5.70,5.20,6.08,3.38,3.46,4.92,4.26,3.43,4.32,4.26,3.56,3.17,5.27,Upgrade
23,Return on Equity (ROE),19.58%,14.41%,16.51%,17.91%,22.05%,14.73%,23.20%,32.29%,22.63%,26.72%,25.50%,27.77%,18.39%,22.86%,22.30%,22.23%,24.19%,20.31%,22.11%,20.50%,Upgrade,
24,Return on Assets (ROA),13.29%,6.48%,8.20%,9.43%,11.19%,7.27%,11.27%,16.76%,13.09%,14.34%,12.94%,14.80%,10.57%,11.94%,12.20%,12.29%,14.23%,10.35%,11.11%,11.37%,Upgrade,
