,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2019,Q1 2019,+12 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+12 Quarters
0,Market Capitalization,3550,3206,3477,2998,3878,5820,6144,7239,9913,9400,9928,13444,10012,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-44.91%,-44.91%,-43.41%,-58.59%,-60.88%,-38.08%,-38.11%,-46.16%,-0.99%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3342,2998,3237,2671,3293,5235,5434,6392,8580,8067,8411,12099,9547,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,5.47,4.94,5.37,4.63,5.99,8.99,9.49,11.29,15.46,14.66,15.48,20.97,15.62,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,239.46,167.96,228.50,175.78,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,-,-,-,-,137.88,87.06,113.58,77.31,81.09,97.02,142.55,123.03,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,14.34,12.98,13.81,12.80,16.60,28.42,28.85,30.14,39.81,32.27,32.41,46.23,35.57,-,-,-,-,-,-,-,-,Upgrade
7,PB Ratio,1.90,1.72,1.86,1.54,1.92,2.83,2.90,3.40,4.63,4.33,4.59,6.27,4.70,-,-,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,1.77,1.77,1.92,1.59,1.98,2.91,2.97,3.48,4.74,4.43,4.70,6.43,4.81,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-,-,438.76,119.98,164.87,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,13.53,12.14,12.86,11.41,14.10,25.56,25.51,26.62,34.46,27.69,27.46,41.60,33.92,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,212.81,268.57,203.29,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,287.74,329.20,241.09,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.12,0.12,0.12,0.13,0.12,0.09,0.09,0.09,0.09,0.04,0.03,0.12,0.10,0.18,0.14,0.08,-,-,-,0.46,0.46,Upgrade
14,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,4.65,2.14,7.13,3.91,1.55,2.49,1.70,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.08,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,-,0.12,0.08,0.09,0.10,0.08,0.08,0.05,0.13,0.13,0.10,0.15,0.31,0.24,-,-,-,-,0.27,0.28,Upgrade,
17,Inventory Turnover,-,-,4.11,3.32,3.53,4.62,2.54,2.50,2.21,2.77,3.28,2.68,3.05,3.53,3.54,-,-,-,-,1.71,2.11,Upgrade
18,Quick Ratio,-,-,1.82,1.80,2.05,2.38,3.39,7.52,8.75,7.23,16.26,19.10,13.38,4.87,7.82,7.19,-,9.91,-,0.55,0.55,Upgrade
19,Current Ratio,-,-,2.54,2.40,2.64,2.95,3.99,8.56,9.73,7.84,17.99,20.13,16.13,5.45,8.77,7.91,-,10.39,-,0.85,0.85,Upgrade
20,Return on Equity (ROE),-28.85%,-16.09%,-14.41%,-8.30%,-10.88%,-4.95%,-2.41%,-5.90%,0.99%,2.58%,1.49%,3.17%,11.16%,6.20%,2.83%,4.41%,-,-,-50.25%,-47.21%,Upgrade,
21,Return on Assets (ROA),-,-4.77%,-6.84%,-4.88%,-6.30%,-3.43%,-2.62%,-3.76%,-1.04%,0.43%,0.01%,1.47%,2.91%,2.71%,-,-,-,-,-13.34%,-13.78%,Upgrade,
22,Return on Capital (ROIC),-17.47%,-5.39%,-7.75%,-5.59%,-7.21%,-3.79%,-2.82%,-4.08%,-1.12%,0.45%,0.01%,1.62%,3.31%,3.01%,0.83%,2.87%,-,-,-22.71%,-23.44%,Upgrade,
23,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,1.29%,1.50%,1.65%,3.39%,4.70%,4.41%,-,1.06%,-,-,-,Upgrade
24,Earnings Yield,-9.15%,-10.14%,-7.09%,-6.55%,-3.57%,-2.20%,-1.07%,-0.35%,-0.05%,0.42%,0.60%,0.44%,0.57%,-,-,-,-,-,-,-,-,Upgrade
25,FCF Yield,-,-11.23%,-14.21%,-11.98%,-10.95%,-11.88%,-10.45%,-6.78%,-4.93%,-2.22%,-1.27%,-2.66%,-,-,-,-,-,-,-,-,Upgrade,
26,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,95.38%,-,-,-,-,-,-,-,10.85%,-,-,-,Upgrade
27,Buyback Yield / Dilution,-0.70%,0.53%,-0.93%,-2.48%,0.06%,-3.04%,-2.28%,1.16%,-25.39%,-23.38%,-24.84%,-24.84%,0.14%,54.61%,-202.34%,-348.97%,-344.23%,-877.04%,-44.19%,-,-,Upgrade
28,Total Shareholder Return,-0.70%,0.53%,-0.93%,-2.48%,0.06%,-3.04%,-2.28%,1.16%,-25.39%,-23.38%,-24.84%,-24.84%,0.14%,54.61%,-202.34%,-348.97%,-344.23%,-877.04%,-44.19%,-,-,Upgrade
