,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,1966,2703,1977,1867,1706,2033,1849,2331,895.94,1904,Upgrade
1,Other Revenue,3.06,6.83,0.69,1.71,0.91,5.16,0.87,-17.88,20.66,27.26,Upgrade
2,Revenue,1969,2710,1977,1868,1707,2039,1850,2313,916.6,1931,Upgrade
3,Revenue Growth (YoY),-0.44%,45.05%,15.82%,-8.35%,-7.70%,-11.87%,101.78%,19.78%,-35.38%,23.40%,Upgrade
4,Cost of Revenue,1042,1643,874.86,1039,802.75,950.03,689.77,1013,639.77,858.57,Upgrade
5,Gross Profit,926.24,1067,1102,829.84,904.35,1089,1160,1300,276.83,1073,Upgrade
6,"Selling, General & Admin",135.48,133.87,133.9,208.28,102.14,264.24,105.42,155.95,90.99,158.83,Upgrade
7,Other Operating Expenses,6.32,4.5,4.23,4.67,3.74,13.16,2.4,16.37,-4.05,20.54,Upgrade
8,Operating Expenses,141.79,138.38,138.13,212.95,105.88,277.4,107.83,172.32,86.94,179.37,Upgrade
9,Operating Income,784.45,929.08,964.22,616.89,798.47,811.22,1052,1128,189.89,893.29,Upgrade
10,Interest Expense,-243.57,-274.01,-278.43,-284.42,-321.2,-351.9,-370.12,-381.82,-397.93,-246.96,Upgrade
11,Interest & Investment Income,17.2,16.55,13.64,34.78,28.84,22.06,17.94,12.61,13.75,19.2,Upgrade
12,Earnings From Equity Investments,76.35,146.32,130.38,81.37,90.89,123.74,140.05,136.22,-11.86,135.19,Upgrade
13,Currency Exchange Gain (Loss),0.04,-2.54,2.34,1.55,-3.15,5.6,-1.71,-4.73,-5.56,-3.69,Upgrade
14,Other Non Operating Income (Expenses),0.21,2.95,-0.87,-2.63,24.68,12.86,9.36,-21.87,5.38,66.57,Upgrade
15,EBT Excluding Unusual Items,634.69,818.35,831.29,447.54,618.54,623.58,847.43,868.36,-206.33,863.6,Upgrade
16,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-14.51,Upgrade
17,Gain (Loss) on Sale of Investments,-,-100.17,-,-,-,-128.19,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,0.03,0.24,0.07,0.12,0.54,960.89,-0.12,0.72,-,37.8,Upgrade
19,Asset Writedown,-,-0.88,-,-1.38,-,-95.9,-,-1.31,-,0.84,Upgrade
20,Other Unusual Items,-,-,-,-,-,10.66,-,13.62,-,37.99,Upgrade
21,Pretax Income,634.72,717.55,831.36,446.27,619.07,1371,847.31,888.75,-206.33,925.72,Upgrade
22,Income Tax Expense,167.12,208.47,218.79,154.39,173.14,211.27,214.39,220.21,57.88,206.36,Upgrade
23,Earnings From Continuing Operations,467.6,509.08,612.57,291.88,445.94,1160,632.93,668.54,-264.21,719.37,Upgrade
24,Minority Interest in Earnings,-153.66,-170.87,-185.46,-134.08,-150.62,-162.48,-165.23,-219.93,-23.91,-216.85,Upgrade
25,Net Income,313.94,338.2,427.11,157.8,295.32,997.29,467.7,448.61,-288.12,502.52,Upgrade
26,Net Income to Common,313.94,338.2,427.11,157.8,295.32,997.29,467.7,448.61,-288.12,502.52,Upgrade
27,Net Income Growth,-26.50%,114.33%,44.63%,-84.18%,-36.86%,122.30%,-,-10.73%,-,-15.07%,Upgrade
28,Shares Outstanding (Basic),1673,1673,1673,1673,1673,1673,1673,1673,1673,1673,Upgrade
29,Shares Outstanding (Diluted),1673,1673,1673,1673,1674,1675,1673,1673,1673,1673,Upgrade
30,Shares Change (YoY),-,-,-0.06%,-0.08%,0.06%,0.08%,-,-,-,-,Upgrade
31,EPS (Basic),0.19,0.20,0.26,0.09,0.18,0.60,0.28,0.27,-0.17,0.30,Upgrade
32,EPS (Diluted),0.19,0.20,0.26,0.09,0.18,0.60,0.28,0.27,-0.17,0.30,Upgrade
33,EPS Growth,-26.51%,114.34%,44.71%,-84.17%,-36.89%,122.14%,-,-10.73%,-,-15.07%,Upgrade
34,Free Cash Flow,1171,1437,1333,1121,1065,1295,1253,1665,423.39,1116,Upgrade
35,Free Cash Flow Per Share,0.70,0.86,0.80,0.67,0.64,0.77,0.75,1.00,0.25,0.67,Upgrade
36,Dividend Per Share,0.110,0.136,0.137,0.088,0.086,0.332,0.166,-,-,0.188,Upgrade
37,Dividend Growth,-20.04%,54.25%,59.35%,-73.38%,-48.23%,-,-,-,-,-9.15%,Upgrade
38,Operating Margin,39.85%,34.28%,48.77%,33.02%,46.77%,39.79%,56.87%,48.76%,20.72%,46.25%,Upgrade
39,Profit Margin,15.95%,12.48%,21.60%,8.45%,17.30%,48.92%,25.29%,19.39%,-31.43%,26.02%,Upgrade
40,Free Cash Flow Margin,59.50%,53.04%,67.40%,59.99%,62.40%,63.53%,67.73%,71.98%,46.19%,57.80%,Upgrade
41,EBITDA,1494,1576,1611,1223,1351,1347,1592,1615,668.5,1241,Upgrade
42,D&A For EBITDA,709.68,646.81,646.38,605.68,552.96,535.31,539.8,487.36,478.61,347.3,Upgrade
43,EBIT,784.45,929.08,964.22,616.89,798.47,811.22,1052,1128,189.89,893.29,Upgrade
