,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,170.63,336.39,157.98,525.93,621.97,392.33,400.12,789.81,246.6,116.44,148.06,705.81,348.89,260.18,-,259.95,-,-,-
1,Trading Asset Securities,342.59,104.76,347.21,-,236.45,423.19,422.16,-,452.56,510.96,-,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,513.22,441.15,505.19,525.93,858.42,815.52,822.28,789.81,699.16,627.4,148.06,705.81,348.89,260.18,259.95,259.95,-,-,205.7
3,Cash Growth,-40.21%,-45.91%,-38.56%,-33.41%,22.78%,29.98%,455.38%,11.90%,100.39%,141.14%,-43.04%,171.52%,-,-,26.37%,-,-,-,-
4,Accounts Receivable,262.17,259.75,226.98,165.26,203.19,200.13,193.85,140.92,183.86,183.02,193.13,156.75,186.04,210.21,-,114.1,-,-,-
5,Other Receivables,1,0.85,14.29,0.7,0.66,0.52,0.63,0.5,0.59,0.59,0.42,0.56,0.29,0.61,-,0.32,-,-,-
6,Receivables,263.17,260.6,241.27,165.95,203.85,200.65,194.47,141.42,184.45,183.61,193.55,157.31,186.33,210.82,-,114.43,-,-,-
7,Inventory,184.57,177.45,169.98,185.39,157.01,156.1,159.47,191.83,152.79,179.86,206.28,212.52,168.54,142.55,-,126.25,-,-,-
8,Prepaid Expenses,-,-,-,2.72,-,-,-,2.76,-,-,-,-,-,-,-,-,-,-,-
9,Other Current Assets,33.72,29.32,15.91,26.95,15.51,17.24,18.07,21.81,19.06,16.04,523.08,30.27,328.37,24.64,-,27.22,-,-,-
10,Total Current Assets,994.68,908.52,932.35,906.94,1235,1190,1194,1148,1055,1007,1071,1106,1032,638.19,-,527.84,-,-,-
11,"Property, Plant & Equipment",582.15,504.22,412.98,379.81,336,309.9,285.02,286.87,289.15,284.91,276.18,274.54,351.69,336.09,-,311.03,-,-,-
12,Other Intangible Assets,42.22,42.95,42.47,43.19,43.92,43.45,44.12,43.58,50.92,51.56,20.01,18.67,18.97,17.39,-,17.03,-,-,-
13,Long-Term Deferred Tax Assets,41.07,39.11,39.26,35.62,37.87,35.81,35.53,33,29.93,28.75,30.34,29.45,26.52,25.2,-,17.73,-,-,-
14,Long-Term Deferred Charges,-,-,-,0,0.03,0.05,0.07,0.09,0.11,0.14,0.16,0.18,0.2,0.22,-,-,-,-,-
15,Other Long-Term Assets,590.3,583.09,546.06,524.02,124.37,126.83,128.1,130,124.88,128.2,163.18,139.76,26.61,26.91,-,11.89,-,-,-
16,Total Assets,2250,2078,1973,1890,1777,1706,1687,1641,1550,1500,1561,1569,1456,1044,-,885.53,-,-,-
17,Accounts Payable,319.52,270.84,241.45,259.09,205.5,195.73,170.6,168.42,134.27,148.02,158.32,208.19,181.46,205.42,-,175.7,-,-,-
18,Accrued Expenses,22.14,28.58,20.48,33.5,19.12,20.2,17.87,25.17,16.32,16.52,17.06,24.97,14.55,22.67,-,26.48,-,-,-
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.02,-,-,-
20,Current Portion of Long-Term Debt,0.11,0.07,0.04,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,25.3,14.79,23.75,6.19,15.13,10.73,26.22,9.44,13.21,7.12,27.23,16.32,18.39,18.05,-,12.57,-,-,-
22,Current Unearned Revenue,259.64,251.41,249.71,239.28,232.62,220.83,215.29,218.59,190.85,173.94,184.08,187.2,164.18,147.43,-,112.13,-,-,-
23,Other Current Liabilities,51.48,25.15,16.55,17.12,16.42,17,12.79,15.7,13.4,14.31,10.81,15.53,2.39,1.4,-,2.97,-,-,-
24,Total Current Liabilities,678.2,590.83,551.98,555.19,488.79,464.5,442.76,437.32,368.05,359.9,397.5,452.2,380.96,394.96,-,338.88,-,-,-
25,Long-Term Debt,112.7,67.7,38.7,8.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,18.68,19.8,20.92,22.05,23.42,24.57,22.96,21.21,16.73,17.5,18.27,17.67,9.62,10.07,-,10.42,-,-,-
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,0.32,-,1.43,1.11,-,-,-,-,-,-,-,-,-
28,Total Liabilities,809.58,678.33,611.6,585.94,512.22,489.07,466.04,458.53,386.22,378.51,415.76,469.87,390.58,405.03,-,349.29,-,-,-
29,Common Stock,381.77,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,283.91,-,283.91,-,-,-
30,Additional Paid-In Capital,396.74,383.17,376.14,369.4,362.07,354.6,354.6,354.6,354.6,354.6,354.6,354.6,355.5,7.36,-,7.36,-,-,-
31,Retained Earnings,662.34,637.48,606.47,555.33,523.78,482.95,487.59,449.13,430.72,388.44,411.55,365.13,331.14,347.7,-,244.96,-,-,-
32,Shareholders' Equity,1441,1400,1362,1304,1265,1216,1221,1183,1164,1122,1145,1099,1066,638.97,536.23,536.23,-,-,431.33
33,Total Liabilities & Equity,2250,2078,1973,1890,1777,1706,1687,1641,1550,1500,1561,1569,1456,1044,-,885.53,-,-,-
34,Total Debt,112.81,67.77,38.74,8.71,-,-,-,-,-,-,-,-,-,-,9.02,9.02,-,-,9.02
35,Net Cash (Debt),400.41,373.39,466.45,517.22,858.42,815.52,822.28,789.81,699.16,627.4,148.06,705.81,348.89,260.18,250.93,250.93,-,-,196.68
36,Net Cash Growth,-53.36%,-54.21%,-43.27%,-34.51%,22.78%,29.98%,455.38%,11.90%,100.39%,141.14%,-41.00%,181.28%,-,-,27.58%,-,-,-,-
37,Net Cash Per Share,1.02,1.05,1.19,1.33,2.31,2.20,2.14,2.10,1.82,1.67,0.38,1.89,1.01,0.92,0.87,0.86,-,-,0.68
38,Filing Date Shares Outstanding,381.77,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,346.77,283.91,286.99,283.91,265.16,289.43,289.43
39,Total Common Shares Outstanding,381.77,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,378.91,346.77,283.91,286.99,283.91,265.16,289.43,289.43
40,Working Capital,316.49,317.69,380.37,351.75,746.01,725.01,751.54,710.3,687.41,647,673.47,653.71,651.17,243.23,-,188.96,-,-,-
41,Book Value Per Share,3.77,3.69,3.59,3.44,3.34,3.21,3.22,3.12,3.07,2.96,3.02,2.90,3.07,2.25,1.89,1.89,-,-,1.52
42,Tangible Book Value,1399,1357,1319,1260,1221,1173,1177,1139,1113,1070,1125,1080,1047,621.58,519.2,519.2,-,-,412.13
43,Tangible Book Value Per Share,3.66,3.58,3.48,3.33,3.22,3.10,3.11,3.01,2.94,2.82,2.97,2.85,3.02,2.19,1.83,1.83,-,-,1.45
44,Buildings,-,115.81,-,115.81,-,115.81,-,115.81,-,115.81,-,115.81,-,113.48,-,113.48,-,-,-
45,Machinery,-,373,-,373.08,-,381.23,-,380.12,-,348.98,-,333.81,-,289.38,-,275.91,-,-,-
46,Construction In Progress,-,277.55,-,138.45,-,57.14,-,17.5,-,30.58,-,18.65,-,111.96,-,86.12,-,-,-
