,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,142788,51643,174493,59762,176351,27295,176818,23189,64681,27638,209180,35268,103027,29448,64675,47839,72852,39551,64028,37673,Upgrade
1,Investment Securities,1313634,1625777,1365135,1592327,1077525,1432812,1072283,1339853,1075390,1289842,957849,1228362,1000547,979598,1047916,1050462,1048068,984196,1001644,871447,Upgrade
2,Trading Asset Securities,423571,101786,331144,97000,437556,104100,401046,86412,331349,56672,277098,52608,197291,180859,146621,43331,130711,43614,97570,90709,Upgrade
3,Total Investments,1737205,1727563,1696279,1689327,1515081,1536912,1473329,1426265,1406739,1346514,1234947,1280970,1197838,1160457,1194537,1093793,1178779,1027810,1099214,962156,Upgrade
4,Gross Loans,2352121,2365057,2401512,2313770,2313178,2345330,2295514,2279716,2301480,2304578,2325767,2213829,2203371,2167385,2161573,2111280,2037328,2039749,1904104,1873647,Upgrade
5,Allowance for Loan Losses,-,-63511,-,-61628,-,-65198,-,-63753,-,-62014,-,-58577,-,-59977,-,-55551,-,-54430,-,-48007,Upgrade
6,Net Loans,2352121,2301546,2401512,2252142,2313178,2280132,2295514,2215963,2301480,2242564,2325767,2155252,2203371,2107408,2161573,2055729,2037328,1985319,1904104,1825640,Upgrade
7,"Property, Plant & Equipment",71286,68090,65470,61072,55310,48887,37823,33325,28707,24382,21126,20177,19829,19767,19966,13584,13156,13120,13214,13466,Upgrade
8,Other Intangible Assets,1779,1782,1783,1792,1759,1759,1761,1771,1772,1780,1788,94,87,84,85,86,83,78,79,80,Upgrade
9,Accrued Interest Receivable,-,13151,-,15145,-,14447,-,13174,-,12471,-,11603,-,9858,-,9813,-,8596,-,7009,Upgrade
10,Other Receivables,-,13896,-,10201,-,6928,-,6306,-,9535,-,3656,-,6298,-,8523,-,8813,-,6412,Upgrade
11,Restricted Cash,-,127720,-,141849,-,148157,-,151907,-,158637,-,150482,-,162614,-,154978,-,162838,-,154079,Upgrade
12,Other Current Assets,-,5391,-,3734,-,5903,-,4543,-,-,-,558,-,-,-,-,-,-,-,-,Upgrade
13,Long-Term Deferred Tax Assets,7959,8082,8722,9444,11720,11907,13579,12838,13325,12734,10859,10169,9958,10225,10735,10155,10742,9236,9332,8574,Upgrade
14,Other Real Estate Owned & Foreclosed,-,1904,-,444,-,823,-,1081,-,1083,-,1293,-,1264,-,1358,-,1655,-,1906,Upgrade
15,Other Long-Term Assets,32504,5631,31693,7961,31490,13946,30293,8282,25324,5075,21018,5392,15155,9107,18794,2382,18702,7378,19027,2488,Upgrade
16,Total Assets,4345642,4328297,4379952,4254766,4104889,4098550,4029117,3900167,3842028,3843635,3824685,3676287,3549265,3517636,3470365,3399816,3331642,3265615,3108998,3020789,Upgrade
17,Accrued Expenses,9351,9350,8180,9215,8238,9771,7632,9132,8724,9788,7753,9332,7725,9354,6936,9150,7074,8523,6650,8612,Upgrade
18,Interest Bearing Deposits,2748860,2755245,2930244,2704793,2679845,2719111,2756228,2622069,2621691,2629681,2618525,2444269,2392869,2407825,2343695,2251962,2275943,2211448,2049408,1957621,Upgrade
19,Total Deposits,2748860,2755245,2930244,2704793,2679845,2719111,2756228,2622069,2621691,2629681,2618525,2444269,2392869,2407825,2343695,2251962,2275943,2211448,2049408,1957621,Upgrade
20,Short-Term Borrowings,190067,138389,161269,206727,122830,92059,67508,79990,77587,24827,32260,54393,61696,21728,49186,61520,54746,76959,75729,95576,Upgrade
21,Current Portion of Long-Term Debt,164951,824973,160241,752138,148238,724444,132799,663125,90524,655052,144131,670990,158924,601579,132138,650617,93569,606762,148767,569016,Upgrade
22,Current Portion of Leases,-,1447,-,1458,-,1484,-,1556,-,1539,-,1514,-,1641,-,-,-,-,-,-,Upgrade
