,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Interest Income on Loans,35948,37307,38260,41125,38692,38193,37601,36957,37922,38195,38241,37937,38439,38284,38181,37949,37166,36554,35570,42430,Upgrade
1,Interest Paid on Deposits,20606,21551,22300,21914,21612,21648,19995,19058,19037,19482,19445,18927,18288,18165,17856,16778,16426,16061,16007,16498,Upgrade
2,Net Interest Income,15342,15756,15960,19211,17080,16545,17606,17899,18885,18713,18796,19010,20151,20119,20325,21171,20740,20493,19563,25932,Upgrade
3,Net Interest Income Growth (YoY),-10.18%,-4.77%,-9.35%,7.33%,-9.56%,-11.59%,-6.33%,-5.84%,-6.28%,-6.99%,-7.52%,-10.21%,-2.84%,-1.83%,3.90%,-18.36%,21.17%,26.07%,49.44%,78.69%,Upgrade
4,Gain (Loss) on Sale of Assets,2,5,-6,-,33,7,-1,2,-4,-,-1,2,-1,-,-9,2,-,1,-,3,Upgrade
5,Gain (Loss) on Sale of Investments,32,58,30,1937,-,-,-,1612,1,1,10,737,4,-,-,-4,-,-480,480,-545,Upgrade
6,Other Non-Interest Income,7401,10402,6128,950,6354,7973,5512,1332,5629,5738,5195,3628,4226,4383,3295,3481,2338,3973,3551,-2535,Upgrade
7,Total Non-Interest Income,7435,10465,6152,2887,6387,7980,5511,2946,5626,5739,5204,4367,4229,4383,3286,3479,2338,3494,4031,-3077,Upgrade
8,Non-Interest Income Growth (YoY),16.41%,31.14%,11.63%,-2.00%,13.53%,39.05%,5.90%,-32.54%,33.03%,30.94%,58.37%,25.52%,80.88%,25.44%,-18.48%,-,-52.91%,-13.36%,-37.19%,-,Upgrade
9,Revenues Before Loan Losses,22777,26221,22112,22098,23467,24525,23117,20845,24511,24452,24000,23377,24380,24502,23611,24650,23078,23987,23594,22855,Upgrade
10,Provision for Loan Losses,5053,9879,6779,1402,7216,8460,8223,3148,8714,9518,9353,5108,10330,9335,10425,6950,10037,12611,10412,7237,Upgrade
11,Revenue,17724,16342,15333,20696,16251,16065,14894,17697,15797,14934,14647,18269,14050,15167,13186,17700,13041,11376,13182,15618,Upgrade
12,Revenue Growth (YoY),9.06%,1.72%,2.95%,16.95%,2.87%,7.57%,1.69%,-3.13%,12.43%,-1.54%,11.08%,3.21%,7.74%,33.32%,0.03%,13.33%,-7.43%,-19.70%,24.23%,12.12%,Upgrade
13,"Selling, General & Administrative",8160,6654,6639,8331,7618,6746,6541,6781,7949,6713,6821,8087,6841,7089,5846,9182,5634,6357,5449,8351,Upgrade
14,Other Non-Interest Expense,1329,799,808,1277,647,782,521,165,385,272,294,309,363,322,277,-119,940,-564,1269,-503,Upgrade
15,Total Non-Interest Expense,9489,7453,7447,9609,8305,7520,7029,6975,8327,6977,7101,8387,7145,7497,6105,9080,6570,5756,6742,7859,Upgrade
16,EBT Excluding Unusual Items,8235,8889,7886,11087,7946,8545,7865,10722,7470,7957,7546,9882,6905,7670,7081,8620,6471,5620,6440,7759,Upgrade
17,Other Unusual Items,-25,17,43,-4,-,-,-,-112,-,-,-,-45,-,-,-,2,-,-,-,66,Upgrade
18,Pretax Income,8210,8906,7929,11083,7946,8545,7865,10610,7470,7957,7546,9837,6905,7670,7081,8622,6471,5620,6440,7825,Upgrade
19,Income Tax Expense,2024,2196,1923,2578,1971,2147,1898,2557,1800,1917,1819,2379,1656,1926,1629,1347,1682,1038,1518,1086,Upgrade
20,Earnings From Continuing Operations,6186,6710,6006,8505,5975,6398,5967,8053,5670,6040,5727,7458,5249,5744,5452,7275,4789,4582,4922,6739,Upgrade
21,Minority Interest in Earnings,-135,-140,-116,-97,-134,-138,-113,-94,-124,-136,-101,-118,-34,-119,-97,-120,-6,-85,-82,-78,Upgrade
22,Net Income,6051,6570,5890,8408,5841,6260,5854,7959,5546,5904,5626,7340,5215,5625,5355,7155,4783,4497,4840,6661,Upgrade
23,Preferred Dividends & Other Adjustments,-,-,-,1940,-,-,-,2876,-,-,-,2780,-,-,-,2780,-,-,-,-,Upgrade
24,Net Income to Common,6051,6570,5890,6468,5841,6260,5854,5083,5546,5904,5626,4560,5215,5625,5355,4375,4783,4497,4840,6661,Upgrade
25,Net Income Growth,3.60%,4.95%,0.61%,5.64%,5.32%,6.03%,4.05%,8.43%,6.35%,4.96%,5.06%,2.59%,9.03%,25.08%,10.64%,7.42%,1.74%,-24.28%,5.13%,5.05%,Upgrade
26,Basic Shares Outstanding,15924,21555,15919,9916,15786,22030,18884,6217,15406,21524,18753,5703,15338,22041,18466,4305,15429,23199,18615,15578,Upgrade
27,Diluted Shares Outstanding,15924,21555,15919,9916,15786,22030,18884,6217,15406,21524,18753,5703,15338,22041,18466,4305,15429,23199,18615,15578,Upgrade
28,Shares Change (YoY),0.87%,-2.16%,-15.70%,59.48%,2.47%,2.35%,0.70%,9.02%,0.44%,-2.35%,1.56%,32.49%,-0.59%,-4.99%,-0.81%,-72.37%,1.74%,100.15%,-2.96%,46.94%,Upgrade
29,EPS (Basic),0.38,0.30,0.37,0.65,0.37,0.28,0.31,0.82,0.36,0.27,0.30,0.80,0.34,0.26,0.29,1.02,0.31,0.19,0.26,0.43,Upgrade
30,EPS (Diluted),0.38,0.30,0.37,0.65,0.37,0.28,0.31,0.81,0.36,0.27,0.30,0.80,0.34,0.26,0.29,1.02,0.31,0.19,0.26,0.43,Upgrade
31,EPS Growth,2.70%,7.27%,19.35%,-19.74%,2.78%,3.59%,3.33%,1.65%,5.88%,7.48%,3.45%,-21.33%,9.68%,31.65%,11.54%,137.68%,0%,-55.86%,8.33%,-17.44%,Upgrade
32,Dividend Per Share,0.100,-,-,0.384,-,-,-,0.383,-,-,-,0.338,-,-,-,0.301,-,-,-,0.249,Upgrade
33,Dividend Growth,-,-,-,0.26%,-,-,-,13.31%,-,-,-,12.29%,-,-,-,20.88%,-,-,-,43.10%,Upgrade
34,Effective Tax Rate,24.65%,24.66%,24.25%,23.26%,24.80%,25.13%,24.13%,24.10%,24.10%,24.09%,24.11%,24.18%,23.98%,25.11%,23.01%,15.62%,25.99%,18.47%,23.57%,13.88%,Upgrade
