,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2385,2294,1907,2214,2278,2716,2076,2088,1407,2035,Upgrade
1,Revenue Growth (YoY),25.11%,3.60%,-16.32%,-18.48%,9.74%,30.12%,47.60%,2.59%,-12.24%,9.33%,Upgrade
2,Cost of Revenue,1740,1691,1506,1820,1822,2112,1569,1586,1065,1554,Upgrade
3,Gross Profit,645.16,602.65,400.98,393.83,456.08,604.8,507.04,501.75,341.61,480.82,Upgrade
4,"Selling, General & Admin",266.26,278.62,206.04,232.02,237.41,288.58,250.24,232.03,178.32,208.35,Upgrade
5,Research & Development,51.05,44.95,40.37,47.29,53.89,48.47,50.73,46.26,34.87,48.56,Upgrade
6,Operating Expenses,319.42,323.8,247.69,279.61,288.32,341.14,308.85,271.68,226.09,255.51,Upgrade
7,Operating Income,325.74,278.85,153.29,114.22,167.76,263.66,198.18,230.08,115.52,225.31,Upgrade
8,Interest Expense,-43.71,-57.08,-59.14,-45.87,-29.92,-34.23,-27.51,-34.15,-41.55,-47.6,Upgrade
9,Interest & Investment Income,6.22,6.79,8.71,9.09,6.95,11.4,10.46,4.18,4.05,4.12,Upgrade
10,Earnings From Equity Investments,1.77,1.52,0.97,1,1.54,2.27,1.63,1.48,0.51,1.62,Upgrade
11,Currency Exchange Gain (Loss),20.35,-7.25,24.29,30.87,26.99,1.76,-0.03,-25.3,-1.03,8.61,Upgrade
12,Other Non Operating Income (Expenses),13.86,26.06,9.87,19.02,15.46,12.78,12.48,26.58,9.53,14.61,Upgrade
13,EBT Excluding Unusual Items,324.22,248.88,137.98,128.33,188.77,257.64,195.21,202.87,87.03,206.66,Upgrade
14,Gain (Loss) on Sale of Assets,-,-1.51,-,-0.43,-,-0.14,-,0.07,-,0.04,Upgrade
15,Other Unusual Items,-,-,-,-,-,3.9,-,-,-,-,Upgrade
16,Pretax Income,324.22,247.36,137.98,127.9,188.77,261.41,195.21,202.94,87.03,206.7,Upgrade
17,Income Tax Expense,41.05,16.62,19.3,12.31,20.89,28.75,26.52,30.93,9.84,28.81,Upgrade
18,Earnings From Continuing Operations,283.17,230.74,118.68,115.59,167.88,232.65,168.69,172.01,77.18,177.89,Upgrade
19,Minority Interest in Earnings,-5.81,-22.43,19.93,15.22,0.5,-6.09,6.54,0.35,8.23,1.91,Upgrade
20,Net Income,277.36,208.31,138.61,130.82,168.38,226.56,175.23,172.36,85.41,179.8,Upgrade
21,Net Income to Common,277.36,208.31,138.61,130.82,168.38,226.56,175.23,172.36,85.41,179.8,Upgrade
22,Net Income Growth,100.10%,59.24%,-17.68%,-42.26%,-3.91%,31.45%,105.17%,-4.14%,-29.37%,0.17%,Upgrade
23,Shares Outstanding (Basic),1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,Upgrade
24,Shares Outstanding (Diluted),1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,Upgrade
25,Shares Change (YoY),-,-,-,-,-,-,-,-0.00%,-0.00%,0.09%,Upgrade
26,EPS (Basic),0.27,0.20,0.13,0.13,0.16,0.22,0.17,0.17,0.08,0.17,Upgrade
27,EPS (Diluted),0.27,0.20,0.13,0.13,0.16,0.22,0.17,0.17,0.08,0.17,Upgrade
28,EPS Growth,100.10%,59.24%,-17.68%,-42.26%,-3.91%,31.45%,105.17%,-4.13%,-29.38%,0.11%,Upgrade
29,Free Cash Flow,155.46,456.7,267.61,332.71,74.85,129.54,168.53,306.05,208.95,-83.66,Upgrade
30,Free Cash Flow Per Share,0.15,0.44,0.26,0.32,0.07,0.12,0.16,0.29,0.20,-0.08,Upgrade
31,Dividend Per Share,0.133,0.114,0.053,0.042,0.073,0.118,0.075,-,-,-,Upgrade
32,Dividend Growth,151.51%,169.67%,-27.20%,-64.24%,-2.93%,-,-,-,-,-,Upgrade
33,Operating Margin,13.66%,12.16%,8.04%,5.16%,7.36%,9.71%,9.55%,11.02%,8.21%,11.07%,Upgrade
34,Profit Margin,11.63%,9.08%,7.27%,5.91%,7.39%,8.34%,8.44%,8.26%,6.07%,8.84%,Upgrade
35,Free Cash Flow Margin,6.52%,19.91%,14.03%,15.03%,3.28%,4.77%,8.12%,14.66%,14.85%,-4.11%,Upgrade
36,EBITDA,489.61,595.98,163.89,417.67,191.42,571.19,224.63,511.1,143.22,368.84,Upgrade
37,D&A For EBITDA,163.87,317.13,10.61,303.45,23.66,307.53,26.44,281.03,27.7,143.53,Upgrade
38,EBIT,325.74,278.85,153.29,114.22,167.76,263.66,198.18,230.08,115.52,225.31,Upgrade
