,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,2094,1762,1318,983,817,502,420,334,330,305,Upgrade
1,Other Revenue,1178,1232,1256,1147,1168,1013,890,744,741,770,Upgrade
2,Revenue,3272,2994,2574,2130,1985,1515,1310,1078,1071,1075,Upgrade
3,Revenue Growth (YoY),27.12%,40.56%,29.67%,40.59%,51.53%,40.54%,22.32%,0.28%,-2.01%,2.38%,Upgrade
4,Operations & Maintenance,150,63,125,56,67,52,31,21,21,30,Upgrade
5,"Selling, General & Admin",48,106,23,30,23,16,22,24,16,19,Upgrade
6,Depreciation & Amortization,1168,1059,844,669,647,446,352,306,298,300,Upgrade
7,Other Operating Expenses,435,788,321,291,234,190,132,89,83,112,Upgrade
8,Total Operating Expenses,1805,2011,1318,1046,971,704,537,440,418,461,Upgrade
9,Operating Income,1467,983,1256,1084,1014,811,773,638,653,614,Upgrade
10,Interest Expense,-1105,-934,-1063,-822,-692,-499,-611,-542,-569,-617,Upgrade
11,Interest Income,49,-20,89,16,22,45,84,62,18,39,Upgrade
12,Net Interest Expense,-1056,-954,-974,-806,-670,-454,-527,-480,-551,-578,Upgrade
13,Income (Loss) on Equity Investments,17,3,27,10,9,7,9,7,14,6,Upgrade
14,Currency Exchange Gain (Loss),-,-33,-,-5,-,-2,-,4,-,-15,Upgrade
15,Other Non-Operating Income (Expenses),7,399,39,-8,12,-35,-53,45,20,1,Upgrade
16,EBT Excluding Unusual Items,435,398,348,275,365,327,202,214,136,28,Upgrade
17,Total Merger & Restructuring Charges,-1,-2,-6,-22,-1,-23,-2,-,-,-,Upgrade
18,Gain (Loss) on Sale of Investments,-,-,-,-1,-,-3,-,2,-2,-1286,Upgrade
19,Gain (Loss) on Sale of Assets,-,-,-,-,-,-7,1,-1,-2,-302,Upgrade
20,Asset Writedown,-,-163,-,-,-,-7,-,-3,-,-2338,Upgrade
21,Other Unusual Items,-,79,-,7,-,55,208,-,-,-20,Upgrade
22,Pretax Income,434,312,342,259,364,342,409,212,132,-3918,Upgrade
23,Income Tax Expense,142,87,95,73,78,53,48,43,39,-309,Upgrade
24,Earnings From Continuing Ops.,292,225,247,186,286,289,361,169,93,-3609,Upgrade
25,Net Income to Company,292,225,247,186,286,289,361,169,93,-3609,Upgrade
26,Minority Interest in Earnings,-259,-290,-140,-98,-105,-96,10,-13,-8,230,Upgrade
27,Net Income,33,-65,107,88,181,193,371,156,85,-3379,Upgrade
28,Net Income to Common,33,-65,107,88,181,193,371,156,85,-3379,Upgrade
29,Net Income Growth,-69.16%,-,-40.88%,-54.40%,-51.21%,23.72%,336.47%,-,-18.27%,-,Upgrade
30,Shares Outstanding (Basic),2236,2237,2240,2243,2243,2243,2243,2244,2054,1527,Upgrade
31,Shares Outstanding (Diluted),2236,2237,2240,2243,2243,2243,2243,2244,2054,1527,Upgrade
32,Shares Change (YoY),-0.20%,-0.25%,-0.12%,-,-,-0.05%,9.22%,46.93%,61.01%,60.25%,Upgrade
33,EPS (Basic),0.01,-0.03,0.05,0.04,0.08,0.09,0.17,0.07,0.04,-2.21,Upgrade
34,EPS (Diluted),0.01,-0.03,0.05,0.04,0.08,0.09,0.17,0.07,0.04,-2.21,Upgrade
35,EPS Growth,-69.10%,-,-40.82%,-54.40%,-51.21%,23.78%,303.46%,-,-49.72%,-,Upgrade
36,Free Cash Flow,-5943,-13613,1132,-2064,-1454,-2116,257,946,186,1218,Upgrade
37,Free Cash Flow Per Share,-2.66,-6.08,0.51,-0.92,-0.65,-0.94,0.11,0.42,0.09,0.80,Upgrade
38,Profit Margin,1.01%,-2.17%,4.16%,4.13%,9.12%,12.74%,28.32%,14.47%,7.94%,-314.33%,Upgrade
39,Free Cash Flow Margin,-181.63%,-454.68%,43.98%,-96.90%,-73.25%,-139.67%,19.62%,87.76%,17.37%,113.30%,Upgrade
40,EBITDA,2569,1981,2053,1719,1623,1237,1112,929,937,896,Upgrade
41,D&A For EBITDA,1102,998,797,635,609,426,339,291,284,282,Upgrade
42,EBIT,1467,983,1256,1084,1014,811,773,638,653,614,Upgrade
43,Revenue as Reported,3272,2994,2574,2130,1985,1515,1310,1078,1071,1075,Upgrade
