,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,436,464,376,387,442,552,532,543,571,551,367,Upgrade
1,Market Cap Growth,20.00%,20.00%,-15.00%,-29.98%,-16.97%,1.69%,-6.83%,-1.43%,55.53%,47.89%,-1.41%,Upgrade
2,Enterprise Value,537,591,512,519,547,641,528,431,368,215,31,Upgrade
3,Last Close Price,0.79,0.84,0.68,0.70,0.80,1.00,0.98,1.00,1.07,1.05,0.70,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-7.89,-,-,-,Upgrade
5,PS Ratio,5.53,5.88,14.99,7.26,4.25,5.82,3.98,2.81,2.60,3.17,3.17,Upgrade
6,PB Ratio,1.28,1.59,1.17,1.19,1.16,1.34,1.06,0.91,1.00,0.94,0.60,Upgrade
7,P/TBV Ratio,1.36,1.36,1.05,1.09,1.09,1.29,1.03,0.90,1.00,0.95,0.60,Upgrade
8,P/FCF Ratio,11.31,12.03,41.25,-,-,-,-,-,-,-,-8.34,Upgrade
9,P/OCF Ratio,11.67,11.67,36.46,-,-50.90,-,-,-,-17.98,-,-8.35,Upgrade
10,EV/Sales Ratio,6.81,7.50,20.44,9.74,5.26,6.76,3.95,2.23,1.68,1.24,0.27,Upgrade
11,EV/EBITDA Ratio,-,-127.52,-,-,-,-,-,-4.95,-,-0.51,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-4.94,-,-0.51,-,Upgrade
13,EV/FCF Ratio,13.91,15.33,56.26,-,-,-,-,-,-,-,-0.71,Upgrade
14,Debt / Equity Ratio,0.58,0.58,0.60,0.64,0.57,0.57,0.43,0.35,0.25,0.25,0.19,Upgrade
15,Debt / FCF Ratio,4.41,4.41,21.08,-,-,-,-,-,-,-,-2.69,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-11.43%,-,-38.27%,-,Upgrade
17,Earnings Yield,-3.49%,-3.28%,-9.80%,-11.32%,-18.98%,-30.11%,-16.42%,-12.68%,-17.34%,-85.06%,-131.00%,Upgrade
18,FCF Yield,8.84%,8.32%,2.42%,-4.90%,-6.72%,-5.80%,-24.37%,-29.25%,-23.51%,-10.34%,-11.99%,Upgrade
19,Buyback Yield / Dilution,-0.01%,-0.00%,-0.05%,-0.86%,-0.00%,22.86%,-4.73%,-35.31%,-0.50%,-,0.19%,Upgrade
20,Total Shareholder Return,-0.01%,-0.00%,-0.05%,-0.86%,-0.00%,22.86%,-4.73%,-35.31%,-0.50%,-,0.19%,Upgrade
