,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,7.47,13.04,23.09,29.98,34.34,29.72,38.99,86.58,85.53,193.84,Upgrade
1,Short-Term Investments,1.45,1.97,10.16,17.18,15.66,17.25,69.7,27.23,171.14,172.94,Upgrade
2,Trading Asset Securities,11.17,11.17,6.96,6.96,46.56,46.64,64.03,64.16,65.1,40.1,Upgrade
3,Cash & Short-Term Investments,20.09,26.17,40.22,54.12,96.55,93.62,172.72,177.96,321.77,406.88,Upgrade
4,Cash Growth,-50.05%,-51.64%,-58.34%,-42.19%,-44.10%,-47.39%,-46.32%,-56.26%,-20.47%,-13.43%,Upgrade
5,Accounts Receivable,72.22,78.39,70.87,73.9,58.67,84.31,103.66,103.17,231.22,248.35,Upgrade
6,Other Receivables,42.09,69.79,100.31,119.01,71.59,90.73,2.32,39.84,79.77,21.05,Upgrade
7,Receivables,114.31,148.18,171.18,192.92,130.26,175.03,105.98,143,310.99,269.4,Upgrade
8,Inventory,1.1,2.13,2.11,4.75,51.73,28.29,11.87,28.4,-,-,Upgrade
9,Other Current Assets,229.66,201.28,181.61,207.31,228.57,275.38,319.37,460.21,632.28,869.99,Upgrade
10,Total Current Assets,365.16,377.75,395.12,459.09,507.1,572.32,609.93,809.57,1265,1546,Upgrade
11,"Property, Plant & Equipment",160.63,180.11,186.07,191.71,194.19,185.11,169.11,103.75,8.56,1.22,Upgrade
12,Long-Term Investments,-,-,-,-,24.34,-,24.38,-,41.98,68.54,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,1.6,-,Upgrade
14,Other Intangible Assets,-,-,-,-,-,-,-,0,0,0,Upgrade
15,Long-Term Deferred Tax Assets,-,-,-,-,-,-,37.93,-,75.32,65.13,Upgrade
16,Long-Term Deferred Charges,-,0.25,2.54,18.11,56.47,92.76,135.23,190.13,288.56,425.58,Upgrade
17,Other Long-Term Assets,35.49,35.58,34.84,18.65,21.09,18.96,105.99,22.49,27.41,44.6,Upgrade
18,Total Assets,608.5,644.94,665.4,739.55,833.3,922.18,1083,1199,1708,2151,Upgrade
19,Accrued Expenses,40.16,35.56,27.65,35.67,53.49,44.91,41.23,65.39,86.83,223.45,Upgrade
20,Short-Term Debt,13.91,25.61,38.06,44.23,-,54.24,-,60.02,50,-,Upgrade
21,Current Portion of Long-Term Debt,53.12,51.1,50,50,49,36,32,50,9.6,38.56,Upgrade
22,Current Portion of Leases,-,1.17,1.86,1.73,1.84,1.83,1.13,1.06,1.05,0.46,Upgrade
23,Current Income Taxes Payable,-,-,-,-,-,-,15.82,-,44.89,21.31,Upgrade
24,Current Unearned Revenue,-,-,-,-,-,-,166.81,-,-,-,Upgrade
25,Other Current Liabilities,118.91,123.7,121.62,136.72,151.01,165,190.64,256.14,507.67,777.11,Upgrade
26,Total Current Liabilities,242.58,253.61,255.68,284.81,271.82,318.46,447.62,451.51,700.06,1061,Upgrade
27,Long-Term Debt,78.09,85.66,92.29,83.98,138.43,73.41,126.59,-,72.31,66.77,Upgrade
28,Long-Term Leases,13.29,10.65,10.68,11.26,11.5,12.3,12.97,10.47,2.86,0.21,Upgrade
29,Long-Term Unearned Revenue,2.25,2.91,5.9,22.64,60.52,108.54,-,256.99,400.08,476.53,Upgrade
30,Total Liabilities,336.21,352.83,364.54,402.69,482.27,512.71,587.18,718.97,1175,1604,Upgrade
31,Common Stock,4.42,4.42,4.42,4.42,4.42,4.34,4.34,4.27,4.19,4.19,Upgrade
32,Additional Paid-In Capital,468.57,468.57,468.57,468.57,468.48,460.18,460.18,453.05,444.79,442.17,Upgrade
33,Retained Earnings,-495.11,-485.48,-481.95,-453.05,-429.43,-375.09,-305.91,-314.11,-245.48,-227.48,Upgrade
34,Comprehensive Income & Other,339.3,337.05,336,337.1,322.16,331.94,340.45,337.15,328.45,327.39,Upgrade
35,Total Common Equity,317.17,324.56,327.04,357.04,365.63,421.37,499.07,480.36,531.95,546.27,Upgrade
36,Minority Interest,-44.88,-32.45,-26.18,-20.18,-14.6,-11.89,-3.68,-0.45,1.21,0.68,Upgrade
37,Shareholders' Equity,272.29,292.11,300.86,336.86,351.03,409.48,495.39,479.9,533.16,546.95,Upgrade
38,Total Liabilities & Equity,608.5,644.94,665.4,739.55,833.3,922.18,1083,1199,1708,2151,Upgrade
39,Total Debt,158.41,174.19,192.88,191.19,200.76,177.78,172.68,121.54,135.83,106,Upgrade
40,Net Cash (Debt),-138.32,-148.02,-152.66,-137.07,-104.22,-84.16,0.04,56.42,185.95,300.89,Upgrade
