,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1389028,1345725,1638854,2298392,1895341,1961961,2331702,2758071,2511972,3810668,3494222,3420940,3455242,3516529,2697338,2297732,2331033,2297271,2394304,1748285,1148873,Upgrade
1,Market Cap Growth,-31.41%,-31.41%,-29.71%,-16.67%,-24.55%,-48.51%,-33.27%,-19.38%,-27.30%,8.36%,29.54%,48.88%,48.23%,53.07%,12.66%,31.43%,102.90%,113.91%,139.67%,66.67%,2.34%,Upgrade
2,Enterprise Value,5301500,5319748,5405120,5581084,4790501,5030501,5587805,5754901,4929546,5504671,4728089,4906739,4995453,5526416,4331870,3793965,3604912,3811832,4003681,3798109,3198697,Upgrade
3,Last Close Price,20850.00,20200.00,24600.00,33847.83,27912.19,28393.41,33744.28,39914.67,35856.23,54402.56,49884.87,48363.12,48834.03,49728.77,38144.23,32081.93,32546.88,32081.93,33430.30,24410.16,15825.65,Upgrade
4,PE Ratio,18.74,18.16,23.75,35.01,48.17,68.56,25.41,14.72,9.17,11.68,11.42,19.25,28.16,27.40,-,10.17,11.64,15.36,23.73,19.14,11.48,Upgrade
5,PS Ratio,0.06,0.05,0.07,0.11,0.09,0.09,0.11,0.13,0.11,0.18,0.18,0.21,0.23,0.25,0.18,0.14,0.14,0.14,0.16,0.11,0.07,Upgrade
6,PB Ratio,0.96,0.57,0.66,0.83,0.70,0.80,0.96,1.15,1.03,1.55,1.53,1.60,1.73,1.88,1.54,1.25,1.29,1.32,1.47,1.09,0.70,Upgrade
7,P/TBV Ratio,1.19,1.19,1.15,1.57,1.32,1.38,1.64,1.82,1.64,2.49,2.37,2.45,2.59,2.75,2.23,1.81,1.88,1.93,2.17,1.62,1.06,Upgrade
8,P/FCF Ratio,8.41,-,-3.73,-,-,-90.84,-3.84,-,-,-,-,5.26,7.97,-14.38,-,-,-,2.74,4.01,3.26,37.91,Upgrade
9,P/OCF Ratio,3.48,-,-11.17,-,-,7.92,-7.51,-,-,-,-,4.11,6.51,-25.82,-,-,-,2.48,3.31,2.60,6.59,Upgrade
10,EV/Sales Ratio,0.21,0.21,0.24,0.27,0.24,0.24,0.26,0.27,0.23,0.26,0.24,0.30,0.34,0.39,0.30,0.22,0.22,0.24,0.26,0.24,0.19,Upgrade
11,EV/EBITDA Ratio,12.54,14.68,18.53,19.57,16.04,16.02,13.58,11.80,8.53,8.94,8.07,12.41,18.59,20.40,-,11.00,11.41,16.79,22.80,23.82,17.06,Upgrade
12,EV/EBIT Ratio,21.42,26.49,42.44,43.90,30.60,29.65,19.40,15.66,10.84,10.95,10.01,16.96,28.37,31.05,-,14.93,15.95,27.59,47.80,56.32,-,Upgrade
13,EV/FCF Ratio,32.12,-,-12.30,-,-,-232.91,-9.20,-,-,-,-,7.54,11.53,-22.60,-,-,-,4.55,6.70,7.09,105.55,Upgrade
14,Debt / Equity Ratio,1.74,1.74,1.47,1.14,1.00,1.11,1.11,1.16,1.07,0.92,0.74,0.45,0.68,0.73,0.99,0.78,0.76,0.80,0.86,0.94,1.18,Upgrade
15,Debt / EBITDA Ratio,10.85,7.71,9.27,9.61,13.85,11.00,7.28,7.23,10.16,3.54,2.52,1.29,3.34,2.63,-,5.97,3.28,2.93,5.54,12.31,32.76,Upgrade
16,Debt / FCF Ratio,24.73,-,-8.36,-,-,-125.27,-4.44,-,-,-,-,1.48,3.13,-5.57,-,-,-,1.66,2.33,2.83,63.84,Upgrade
17,Asset Turnover,4.04,3.33,2.85,2.26,3.81,3.08,2.81,3.09,4.80,4.16,4.67,3.76,4.84,1.49,3.28,3.32,5.63,3.70,-,-,Upgrade,
18,Inventory Turnover,16.06,19.95,15.07,12.84,11.12,16.59,9.74,7.75,9.19,17.75,20.52,23.47,16.35,16.36,4.71,11.83,15.15,26.42,14.80,-,-,Upgrade
19,Quick Ratio,0.88,0.79,0.73,0.67,0.71,0.76,0.50,0.32,0.33,0.40,0.58,0.48,0.51,0.43,0.28,0.32,0.42,0.51,0.43,0.38,-,Upgrade
20,Current Ratio,1.36,1.36,1.37,1.47,1.46,1.38,1.19,1.13,1.06,1.07,1.09,1.08,1.03,0.98,0.96,0.97,0.98,0.96,0.96,0.95,-,Upgrade
21,Return on Equity (ROE),10.82%,3.86%,12.61%,1.28%,1.80%,1.42%,1.68%,2.40%,28.41%,28.98%,31.37%,19.68%,26.68%,-11.31%,11.56%,20.02%,31.77%,16.54%,3.78%,2.15%,Upgrade,
22,Return on Assets (ROA),2.66%,1.80%,1.09%,0.61%,0.66%,2.23%,2.46%,1.23%,5.96%,7.12%,8.43%,4.37%,5.88%,-2.53%,2.13%,4.72%,5.72%,2.42%,-,-,Upgrade,
23,Return on Capital (ROIC),3.64%,2.41%,1.45%,0.83%,0.89%,2.83%,3.05%,1.57%,7.86%,9.72%,11.60%,5.95%,7.92%,-3.35%,2.85%,6.38%,7.83%,3.32%,0.64%,-0.53%,Upgrade,
24,Return on Capital Employed (ROCE),4.05%,4.05%,2.69%,2.63%,3.47%,3.95%,8.09%,11.44%,15.63%,17.25%,17.08%,11.14%,7.16%,7.81%,-,11.33%,10.03%,6.30%,3.97%,3.25%,-,Upgrade
25,Earnings Yield,5.34%,5.51%,4.21%,2.86%,2.08%,1.46%,4.21%,7.03%,11.17%,8.73%,9.25%,5.70%,4.05%,4.14%,5.76%,10.02%,8.77%,6.69%,4.86%,6.10%,10.05%,Upgrade
26,FCF Yield,11.88%,-,-26.81%,-1.89%,13.22%,-1.10%,-26.04%,-58.48%,-53.65%,-7.56%,18.25%,19.02%,12.54%,-6.95%,-14.23%,4.04%,22.40%,36.48%,24.96%,30.64%,2.64%,Upgrade
27,Dividend Yield,2.39%,-,-,-,-,1.76%,-,-,-,0.92%,-,-,-,1.01%,-,-,-,1.56%,-,-,-,Upgrade
28,Payout Ratio,225.09%,-,1094.04%,16.25%,538.80%,28.73%,705.00%,551.77%,1858.99%,28.29%,78.20%,75.46%,-,-,-,25.04%,48.10%,-,0.17%,261.15%,-,Upgrade
29,Buyback Yield / Dilution,18.37%,-5.21%,-29.55%,0.02%,-22.52%,5.15%,22.72%,-0.08%,8.24%,-0.16%,35.24%,3.36%,-6.93%,0.22%,-63.85%,26.02%,16.93%,0.67%,8.81%,-18.65%,Upgrade,
30,Total Shareholder Return,2.39%,18.37%,-5.21%,-29.55%,0.02%,-20.76%,5.15%,22.72%,-0.08%,9.16%,-0.16%,35.24%,3.36%,-5.93%,0.22%,-63.85%,26.02%,18.49%,0.67%,8.81%,-18.65%,Upgrade
