,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,112998,87875,82467,53401,56555,55767,64329,114913,91480,39972,33753,Upgrade
1,Market Cap Growth,64.56%,64.56%,45.82%,-4.24%,-12.08%,-51.47%,-29.68%,187.49%,171.03%,58.96%,52.24%,Upgrade
2,Enterprise Value,123076,92172,78788,48184,52724,50972,61465,112635,88066,38547,31564,Upgrade
3,Last Close Price,50.15,39.00,35.99,23.31,24.50,24.15,27.70,49.48,39.17,17.04,14.39,Upgrade
4,PE Ratio,26.01,20.23,18.52,18.04,26.93,36.60,22.69,20.72,14.16,10.42,18.89,Upgrade
5,Forward PE,18.00,15.82,16.71,15.37,18.25,18.73,13.10,18.82,15.64,8.74,14.88,Upgrade
6,PS Ratio,0.69,0.54,0.58,0.41,0.47,0.54,0.59,1.11,1.05,0.60,0.57,Upgrade
7,PB Ratio,3.55,2.76,2.55,1.84,1.95,1.95,2.18,4.09,3.46,1.89,1.78,Upgrade
8,P/TBV Ratio,3.87,3.87,3.68,1.84,1.95,1.95,2.18,4.09,3.46,1.89,1.78,Upgrade
9,P/FCF Ratio,22.01,-,11.71,52.73,28.00,27.21,21.78,-356.76,-,17.11,-,Upgrade
10,P/OCF Ratio,10.13,10.13,7.31,9.81,8.39,8.07,8.27,28.03,-,7.40,79.69,Upgrade
11,PEG Ratio,0.74,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Upgrade
12,EV/Sales Ratio,0.75,0.56,0.55,0.37,0.44,0.49,0.56,1.09,1.01,0.57,0.53,Upgrade
13,EV/EBITDA Ratio,13.44,10.66,11.05,10.39,14.71,15.60,13.65,14.73,9.81,6.83,9.27,Upgrade
14,EV/EBIT Ratio,29.66,22.21,19.44,28.11,76.76,107.23,35.44,21.61,12.77,10.83,28.40,Upgrade
15,EV/FCF Ratio,23.98,-,11.19,47.58,26.10,24.87,20.81,-349.69,-,16.50,-,Upgrade
16,Debt / Equity Ratio,0.59,0.59,0.56,0.15,0.11,0.04,0.02,0.04,0.12,0.13,0.04,Upgrade
17,Debt / FCF Ratio,3.67,-,2.58,4.17,1.64,0.57,0.21,-3.18,-,1.19,-,Upgrade
18,Return on Capital Employed (ROCE),11.88%,11.88%,11.33%,5.67%,2.26%,1.59%,5.66%,17.87%,25.09%,16.20%,5.64%,Upgrade
19,Earnings Yield,3.84%,4.94%,5.40%,5.54%,3.71%,2.73%,4.41%,4.83%,7.06%,9.59%,5.29%,Upgrade
20,FCF Yield,4.54%,5.84%,8.54%,1.90%,3.57%,3.67%,4.59%,-0.28%,0.53%,5.85%,-7.84%,Upgrade
21,Dividend Yield,1.18%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,1.18%,-,-,-,-,-,-,-,-,-,-,Upgrade
