,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,7205891,4565217,5818440,6200192,6753076,6489798,5199737,4541542,4054478,3225153,4817984,4686345,10344642,8501694,9504837,6105995,4110797,2579998,1439639,1299479,800799,Upgrade
1,Market Cap Growth,-29.66%,-29.66%,11.90%,36.52%,66.56%,101.22%,7.92%,-3.09%,-60.81%,-62.06%,-49.31%,-23.25%,151.65%,229.52%,560.22%,369.88%,413.34%,105.45%,41.76%,12.26%,-39.73%,Upgrade
2,Enterprise Value,12878633,9650653,9837496,10873754,10442848,9975548,8244823,9216674,7911406,7512028,8393070,8682206,12965137,11866001,12273462,8545063,6524562,5809655,4420434,4494878,3129797,Upgrade
3,Last Close Price,16100.00,14450.00,16259.76,17326.58,18871.62,18135.89,14530.78,12691.44,11330.33,9012.76,13463.96,13096.10,27904.52,22933.20,26188.23,17508.14,11787.17,7397.81,4046.23,3451.63,2127.05,Upgrade
4,PE Ratio,11.23,10.08,13.16,15.46,21.32,55.28,-17.07,-6.08,-,-,-,2.76,4.41,3.94,4.96,4.38,7.29,9.01,9.78,18.37,4.24,Upgrade
5,Forward PE,8.93,9.01,11.48,17.78,28.09,11.99,11.82,15.94,10.33,4.06,3.33,2.83,5.37,4.71,5.22,6.07,7.86,14.03,11.25,8.24,7.49,Upgrade
6,PS Ratio,0.25,0.22,0.28,0.32,0.35,0.35,0.28,0.24,0.20,0.14,0.17,0.15,0.34,0.30,0.42,0.33,0.29,0.22,0.13,0.12,0.07,Upgrade
7,PB Ratio,0.87,0.78,0.99,1.07,1.21,1.20,0.96,0.84,0.77,0.61,0.84,0.76,1.66,1.49,1.80,1.34,1.17,0.81,0.47,0.43,0.26,Upgrade
8,P/TBV Ratio,0.82,0.82,1.05,1.14,1.29,1.31,1.02,0.93,0.82,0.66,0.88,0.80,1.72,1.60,1.89,1.44,1.26,0.88,0.51,0.47,0.28,Upgrade
