,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,391784,539968,498688,560812,785479,820162,1084367,660243,1005404,1054090,781327,843732,751446,691803,821582,737012,219162,435389,99457,40519,Upgrade
1,Short-Term Investments,247121,418951,273964,216496,292394,269407,276303,272883,252032,420043,486648,437959,462128,505080,438565,387740,369517,385669,406007,362093,Upgrade
2,Trading Asset Securities,9.35,9.35,9.35,9.35,9.35,9.35,120226,9.35,9.35,9.35,11.75,9.35,9.35,9.35,9.35,9.35,9.35,9.35,9.35,9.35,Upgrade
3,Cash & Short-Term Investments,638914,958928,772662,777317,1077882,1089578,1480896,933136,1257444,1474142,1267987,1281700,1213583,1196892,1260157,1124761,588688,821068,505473,402621,Upgrade
4,Cash Growth,-40.73%,-11.99%,-47.82%,-16.70%,-14.28%,-26.09%,16.79%,-27.20%,3.61%,23.16%,0.62%,13.95%,106.15%,45.77%,149.30%,179.36%,-24.40%,37.52%,9.75%,-25.64%,Upgrade
5,Accounts Receivable,1115277,1925750,2169798,2197496,1730327,1597390,1568571,1298216,1051925,1291982,2181589,2323862,1486920,3119406,2505098,1781890,1215332,1224603,888760,877781,Upgrade
6,Other Receivables,14632,5442,4961,2061,8649,7195,13974,9662,10563,6386,3276,15732,1919,2035,1965,1897,10385,1799,13677,1851,Upgrade
7,Receivables,1129909,1931192,2174760,2199557,1738976,1604584,1582545,1307878,1062488,1298367,2184865,2339594,1488838,3121442,2507064,1783786,1225717,1226401,902437,879632,Upgrade
8,Inventory,6690483,6576843,5743059,5829737,5718699,5640255,5228864,6478279,7000417,8837813,8439114,8501932,8281324,7138337,5958398,3500262,2371077,2458654,2606501,2756081,Upgrade
9,Prepaid Expenses,29406,20319,17747,22849,16586,14722,10912,18111,16774,24420,19652,20507,13523,6231,8983,8042,9213,13300,19152,20586,Upgrade
10,Other Current Assets,1713658,1458533,1401593,1268201,770495,929649,910747,956321,1077785,1103423,1164399,1073334,1218330,1197353,1116689,527888,297568,337039,292043,384477,Upgrade
11,Total Current Assets,10202371,10945816,10109821,10097661,9322639,9278789,9213964,9693725,10414909,12738165,13076018,13217067,12215599,12660255,10851290,6944738,4492265,4856462,4325605,4443397,Upgrade
12,"Property, Plant & Equipment",2231408,2269493,2230554,2312056,2338487,2318559,2395442,2475652,2525066,2599285,2659622,2763577,2705823,2721441,2817842,2847604,2936121,3013661,3100265,3154206,Upgrade
13,Long-Term Investments,524521,-,3180,18180,3180,3180,3180,8180,8180,8180,8180,8180,8180,8180,8180,8180,23180,47370,47370,47370,Upgrade
14,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89467,-,-,-,-,-,Upgrade
15,Other Intangible Assets,321047,323851,326655,329460,487227,335499,497739,340964,446986,285211,287487,238859,405490,242910,244936,246962,248987,241684,243335,244988,Upgrade
16,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,18626,6670,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,239739,242919,228670,235388,83868,227014,68642,233378,65619,229364,227980,209580,44197,153051,68809,53422,62540,67344,72764,68531,Upgrade
18,Total Assets,13519086,13782080,12898880,12992745,12235401,12163041,12178966,12751898,13460760,15860205,16259287,16437262,15397915,15792507,14080525,10100906,7763093,8226521,7789339,7958492,Upgrade
19,Accounts Payable,855939,1300897,1821630,1454528,1631419,1738729,1688582,1376240,2544341,3778678,4266295,3862211,4879072,4553850,4468674,2479680,1070444,774919,1102102,1108559,Upgrade
20,Accrued Expenses,254220,329420,255973,320929,183195,217910,245235,176104,190196,222886,314081,191174,230646,246346,270202,148888,140669,100505,78520,64104,Upgrade
21,Short-Term Debt,-,-,4791718,-,-,-,-,-,-,5761017,4843073,5248560,-,4338001,3436085,2958285,2498488,3334889,2757587,2856492,Upgrade
22,Current Portion of Long-Term Debt,6311656,6044365,-,5450879,4764582,4566111,4507546,5580614,5077501,-,-,11102,3773155,44600,283624,106968,-,106968,29824,22368,Upgrade
23,Current Portion of Leases,-,-,-,-,3073,9218,18436,27654,33799,-,-,-,-,-,21560,16170,21560,21560,21560,16170,Upgrade
24,Current Income Taxes Payable,106682,108879,91080,37917,53375,45274,34122,-,-,43388,100668,79610,117981,283056,182226,46212,16930,6761,-,65098,Upgrade
25,Other Current Liabilities,92388,118165,122475,127209,148371,156648,274516,301244,263034,287670,549891,755152,597339,869365,563519,359960,349887,213353,125356,63483,Upgrade
26,Total Current Liabilities,7620887,7901725,7082877,7391461,6784015,6733890,6768437,7461856,8108871,10093638,10074008,10147808,9598193,10335218,9225891,6116164,4097977,4558955,4114949,4196274,Upgrade
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,17899,46499,178598,273140,457252,457252,556764,641364,656276,Upgrade
28,Long-Term Leases,-,-,-,-,-,-,-,-,3073,-,-,-,-,-,14373,25153,25153,30543,35933,46713,Upgrade
29,Long-Term Deferred Tax Liabilities,25892,26484,26982,27199,27413,12841,27840,28053,28266,31689,31714,33291,29120,-,-5127,1629,791.25,594.85,50.3,22.65,Upgrade
30,Other Long-Term Liabilities,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,Upgrade
31,Total Liabilities,7647679,7929109,7110758,7419561,6812327,6747632,6797176,7490808,8141110,10126228,10106622,10199899,9674712,10514716,9509177,6601099,4582073,5147757,4793197,4900186,Upgrade
32,Common Stock,3159320,2632778,2632778,2632778,2632778,2632778,2632778,2632778,2632778,2632778,2632778,2193986,2183986,2183986,1819999,1819999,1819999,1819999,1819999,1819999,Upgrade
33,Additional Paid-In Capital,259366,785907,785907,785907,785907,785907,785907,785907,785907,785907,785907,785907,785907,785907,944575,766256,766256,766256,766256,766256,Upgrade
34,Retained Earnings,2363281,2344845,2279997,2067407,1917297,1909632,1876013,1755313,1813873,2228200,2646888,3214883,2710724,2265312,1787600,954916,636128,533872,451251,436317,Upgrade
35,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-23413,-78044,-78044,-78044,-78044,-,Upgrade
