,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1764,2079,2523,1740,1787,2853,3935,4574,2388,2836,2722,1999,2219,2225,3668,2327,1964,2149,2334,1455,Upgrade
1,Other Revenue,-3.25,3.25,-,3.48,-2.85,2.85,-,13.04,-7.99,7.99,-,6.12,-3.12,3.12,-,8.42,-3.96,3.96,-,22.67,Upgrade
2,Revenue,1761,2082,2523,1744,1784,2856,3935,4587,2380,2844,2722,2005,2216,2228,3668,2335,1960,2153,2334,1478,Upgrade
3,Revenue Growth (YoY),-1.30%,-27.10%,-35.89%,-61.99%,-25.02%,0.40%,44.56%,128.75%,7.41%,27.68%,-25.80%,-14.13%,13.01%,3.46%,57.20%,57.98%,43.84%,50.13%,50.56%,49.55%,Upgrade
4,Cost of Revenue,819.53,923.1,1224,1091,744.68,1220,1379,1540,908.86,1047,1061,795.98,823.7,769,1311,688.23,739.93,877.64,819,649.23,Upgrade
5,Gross Profit,941.42,1159,1299,652.59,1039,1636,2556,3047,1471,1797,1661,1209,1392,1459,2357,1647,1221,1276,1515,828.88,Upgrade
6,"Selling, General & Admin",717.75,643.38,705.92,776.37,700.8,920.33,899.21,1347,814.41,842.05,867.59,787.96,876.02,968.61,1298,1068,717,799.72,851.3,680.72,Upgrade
7,Research & Development,178.62,212.7,180.59,259.48,191.1,237.76,164.84,480.33,177.64,215.98,158.06,254.57,178.03,172,187.56,264.72,135.61,142.62,111.43,128.33,Upgrade
8,Other Operating Expenses,20.59,27.63,44.32,-10.95,-42.05,9.67,27.94,125.98,20.85,14.38,42.25,90.9,15.2,-13.59,45.89,68.13,20.78,18.16,29.22,28.35,Upgrade
