,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Market Capitalization,5685,5716,4819,6020,7171,7365,7384,7392,8076,6681,6278,4852,6392,4489,5720,3830,4623,4126,3198,3668,3640,Upgrade
1,Market Cap Growth,-22.39%,-22.39%,-34.74%,-18.56%,-11.20%,10.24%,17.62%,52.34%,26.33%,48.82%,9.76%,26.68%,38.28%,8.81%,78.88%,4.42%,27.00%,67.63%,17.98%,-4.24%,7.44%,Upgrade
2,Enterprise Value,6927,6581,5960,6966,8118,8048,7950,7812,8496,7137,6852,5557,7097,5303,6689,4813,5605,5408,4573,4823,4795,Upgrade
3,Last Close Price,14.96,15.04,12.68,15.36,18.30,18.79,18.84,18.47,20.18,16.69,15.69,12.51,16.48,11.63,15.16,10.16,12.28,12.04,10.17,11.66,11.57,Upgrade
4,PE Ratio,10.39,10.44,8.42,10.78,13.13,14.00,13.64,14.08,15.78,13.04,15.42,12.26,15.21,10.75,12.59,8.26,12.78,14.74,12.87,15.24,13.76,Upgrade
5,Forward PE,9.43,9.17,7.93,9.54,11.12,11.67,11.50,11.92,13.73,12.27,12.19,10.41,13.25,9.33,12.64,9.70,20.59,20.59,20.59,20.59,20.59,Upgrade
6,PS Ratio,1.08,1.09,0.94,1.25,1.56,1.77,1.86,1.93,2.20,1.97,2.13,1.80,2.44,1.74,2.27,1.58,2.08,2.06,1.61,1.89,2.00,Upgrade
7,PB Ratio,1.08,1.09,0.94,1.17,1.42,1.51,1.56,1.56,1.74,1.48,1.45,1.15,1.55,1.13,1.46,1.01,1.26,1.19,1.08,1.26,1.25,Upgrade
8,P/TBV Ratio,1.19,1.19,1.04,1.29,1.57,1.67,1.73,1.73,1.92,1.64,1.61,1.28,1.74,1.26,1.64,1.14,1.42,1.36,1.25,1.47,1.47,Upgrade
9,P/FCF Ratio,-,-,-9.55,-,-,-,-,-,-,-,27.84,20.52,48.74,454.97,76.42,95.83,-,50.96,-45.64,-,-58.29,Upgrade
10,P/OCF Ratio,-,-21.42,-27.81,-32.95,-,19.17,25.54,28.45,19.45,18.68,14.64,11.23,18.77,13.77,13.73,8.84,12.48,7.35,8.34,7.38,6.44,Upgrade
11,EV/Sales Ratio,1.32,1.25,1.16,1.45,1.77,1.93,2.00,2.04,2.32,2.10,2.32,2.06,2.71,2.06,2.66,1.99,2.53,2.70,2.30,2.49,2.63,Upgrade
12,EV/EBITDA Ratio,10.14,9.47,8.30,10.04,11.64,13.61,12.98,12.79,14.26,11.85,13.75,11.78,15.97,12.61,16.37,12.37,16.34,18.59,17.45,22.78,26.52,Upgrade
13,EV/EBIT Ratio,18.42,16.22,13.81,16.73,19.20,25.21,23.11,22.30,25.06,20.43,27.05,24.15,33.67,27.19,34.24,25.99,36.99,48.34,46.47,76.82,-,Upgrade
14,EV/FCF Ratio,-19.78,-,-11.81,-,-,-,-,-,-,-,30.39,23.50,54.11,537.46,89.37,120.42,-,66.80,-65.28,-,-76.79,Upgrade
15,Debt / Equity Ratio,0.30,0.30,0.30,0.30,0.32,0.32,0.30,0.24,0.26,0.23,0.24,0.29,0.31,0.32,0.38,0.40,0.44,0.46,0.67,0.68,0.75,Upgrade
16,Debt / EBITDA Ratio,2.31,2.46,2.05,2.60,1.78,2.11,2.10,1.88,2.63,1.25,1.60,2.25,2.94,3.23,2.85,3.46,5.08,4.47,4.54,7.69,19.38,Upgrade
17,Debt / FCF Ratio,-,-,-3.08,-,-,-,-,-,-,-,4.52,5.23,9.69,131.03,19.76,38.17,-,19.46,-28.58,-,-35.18,Upgrade
18,Asset Turnover,0.54,0.52,0.42,0.62,0.54,0.45,0.39,0.52,0.53,0.45,0.36,0.45,0.34,0.33,0.34,0.44,0.32,0.30,0.24,0.34,Upgrade,
19,Inventory Turnover,5.32,5.59,5.68,4.69,6.53,5.32,4.69,4.33,6.13,6.48,6.11,4.73,5.67,3.99,3.84,4.37,6.12,3.60,3.85,3.41,4.78,Upgrade
