,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,92.93,100.36,113.37,90.54,115.37,94.35,106.8,85.71,62.12,51.51,Upgrade
1,Short-Term Investments,-,3.17,-,2.33,-,8.14,-,6.71,-,4.56,Upgrade
2,Trading Asset Securities,-,-,-,-,1.98,19.3,-,15.85,-,1.85,Upgrade
3,Cash & Short-Term Investments,92.93,103.53,113.37,92.87,117.35,121.79,106.8,108.27,62.12,57.91,Upgrade
4,Cash Growth,-18.03%,11.48%,-3.39%,-23.75%,9.87%,12.49%,71.94%,86.97%,55.31%,20.06%,Upgrade
5,Accounts Receivable,33.89,35.9,37.78,57.81,65.58,107.11,77.47,93.1,60.51,73.17,Upgrade
6,Other Receivables,1.08,0.6,0.01,0.01,0.03,0.03,0.01,0.01,-,-,Upgrade
7,Receivables,34.97,36.5,37.79,57.83,65.61,107.15,77.47,93.11,60.51,73.17,Upgrade
8,Inventory,40.78,47.91,60.13,81.93,104.42,87.32,93.68,63.64,57.12,53.62,Upgrade
9,Prepaid Expenses,3.28,1.11,3.3,0.95,6.04,1.43,9.09,1.87,5.25,1.45,Upgrade
10,Other Current Assets,-,-,-,0.06,-,0.16,23.79,0.22,-,0.09,Upgrade
11,Total Current Assets,171.96,189.04,214.6,233.63,293.41,317.84,310.83,267.11,184.99,186.24,Upgrade
12,"Property, Plant & Equipment",185.58,192.45,190.94,201.32,201.26,211.45,202.95,209.27,208.88,214.27,Upgrade
13,Other Intangible Assets,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,Upgrade
14,Long-Term Deferred Tax Assets,2.86,1.5,3.2,0.7,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,-,-,-,0.58,1.63,1.07,3.4,9.61,-,-,Upgrade
16,Total Assets,361.08,383.67,409.41,436.91,496.98,531.05,517.86,486.67,394.55,401.19,Upgrade
17,Accounts Payable,9.52,9.99,5.96,15.35,20.8,45.68,41.65,52.03,19.97,36.25,Upgrade
18,Accrued Expenses,31.56,20.69,31.39,22.17,37.45,29.42,43.19,29.92,33.69,23.53,Upgrade
19,Short-Term Debt,7,7,7.53,4.59,14.9,18.79,18.67,11.35,11.64,12.04,Upgrade
20,Current Portion of Leases,0.27,0.3,0.29,0.28,0.25,0.12,0.32,0.82,1.31,1.46,Upgrade
21,Current Income Taxes Payable,0.22,0.56,0.15,1.82,4.46,3.19,9.7,6,4.03,7.68,Upgrade
22,Current Unearned Revenue,-,5.16,-,5.32,-,5.33,-,4.42,-,4.6,Upgrade
23,Other Current Liabilities,21.36,11.84,35.3,10.34,21.36,7.32,20.03,6.97,6.83,5.69,Upgrade
24,Total Current Liabilities,69.92,55.54,80.62,59.87,99.21,109.86,133.54,111.5,77.47,91.25,Upgrade
25,Long-Term Leases,-,0.13,0.27,0.42,0.57,-,-,0.13,0.3,0.94,Upgrade
26,Long-Term Deferred Tax Liabilities,27.04,27.09,26.37,26.37,24.75,26.45,24.65,24.65,22.7,22.7,Upgrade
27,Other Long-Term Liabilities,-,1.15,-,-,-,-,-,-,-,-,Upgrade
