,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,89.33,90.53,95.26,125.28,146.83,221.1,197.11,199.83,141.93,-,Upgrade
1,Revenue Growth (YoY),-6.23%,-27.74%,-35.12%,-43.34%,-25.51%,10.64%,38.87%,-,-19.68%,-,Upgrade
2,Cost of Revenue,73.48,74.25,85.88,98.58,118.2,169.39,142.07,135.86,100.06,-,Upgrade
3,Gross Profit,15.85,16.27,9.38,26.69,28.63,51.71,55.03,63.97,41.87,-,Upgrade
4,"Selling, General & Admin",19.23,19.9,20.12,20.73,22.11,25.44,27.8,35,24.27,-,Upgrade
5,Operating Expenses,19.23,19.9,20.12,20.73,22.11,25.44,27.8,35,24.27,-,Upgrade
6,Operating Income,-3.38,-3.63,-10.74,5.96,6.52,26.27,27.23,28.97,17.6,-,Upgrade
7,Interest Expense,-0.15,-0.29,-0.23,-0.23,-0.23,-0.24,-0.18,-0.16,-0.3,-,Upgrade
8,Interest & Investment Income,1.02,1.1,0.85,0.88,0.56,0.8,0.74,0.47,0.29,-,Upgrade
9,Currency Exchange Gain (Loss),0.5,0.48,0.49,-1.38,5.51,-,-,-1.14,1.14,-,Upgrade
10,Other Non Operating Income (Expenses),0.63,1.15,0.82,1.27,2.54,1.12,0.78,1,1.14,-,Upgrade
11,EBT Excluding Unusual Items,-1.38,-1.19,-8.82,6.5,14.9,27.95,28.58,29.14,19.87,-,Upgrade
12,Gain (Loss) on Sale of Investments,-10.64,1.09,-17.8,-15.3,-5.66,10.34,5.69,32.49,-3.99,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,0.14,-,-,-,-0,0.08,0.05,0.05,-,Upgrade
14,Other Unusual Items,-,-,-,0.69,0.18,-,-,-,-,-,Upgrade
15,Pretax Income,-12.01,0.05,-26.62,-8.11,9.42,38.28,34.35,61.68,15.93,-,Upgrade
16,Income Tax Expense,-1.2,2,-2.47,0.03,1.78,4.43,4.9,8.19,2.51,-,Upgrade
17,Earnings From Continuing Operations,-10.81,-1.95,-24.14,-8.15,7.64,33.85,29.45,53.49,13.42,-,Upgrade
18,Net Income,-10.81,-1.95,-24.14,-8.15,7.64,33.85,29.45,53.49,13.42,-,Upgrade
19,Net Income to Common,-10.81,-1.95,-24.14,-8.15,7.64,33.85,29.45,53.49,13.42,-,Upgrade
20,Net Income Growth,-,-,-,-,-74.04%,-36.71%,119.37%,-,447.39%,-,Upgrade
21,Shares Outstanding (Basic),267,267,267,267,267,267,267,267,267,-,Upgrade
22,Shares Outstanding (Diluted),267,267,267,267,267,267,267,267,267,-,Upgrade
23,EPS (Basic),-0.04,-0.01,-0.09,-0.03,0.03,0.13,0.11,0.20,0.05,-,Upgrade
24,EPS (Diluted),-0.04,-0.01,-0.09,-0.03,0.03,0.13,0.11,0.20,0.05,-,Upgrade
25,EPS Growth,-,-,-,-,-74.04%,-36.71%,119.37%,-,447.42%,-,Upgrade
26,Free Cash Flow,-9.17,10.3,19.7,23,25.3,9.35,22.01,35.34,12.42,-,Upgrade
27,Free Cash Flow Per Share,-0.03,0.04,0.07,0.09,0.09,0.04,0.08,0.13,0.05,-,Upgrade
28,Dividend Per Share,0.020,0.080,0.020,0.060,0.020,0.080,0.040,0.075,0.025,-,Upgrade
29,Dividend Growth,0%,33.33%,0%,-25.00%,-50.00%,6.67%,60.00%,-,150.00%,-,Upgrade
30,Operating Margin,-3.78%,-4.01%,-11.28%,4.76%,4.44%,11.88%,13.82%,14.50%,12.40%,-,Upgrade
31,Profit Margin,-12.10%,-2.16%,-25.34%,-6.50%,5.21%,15.31%,14.94%,26.77%,9.46%,-,Upgrade
32,Free Cash Flow Margin,-10.27%,11.38%,20.68%,18.36%,17.23%,4.23%,11.17%,17.69%,8.75%,-,Upgrade
33,EBITDA,0.86,0.65,-6.19,10.82,11.39,31.34,31.76,33.16,21.95,-,Upgrade
34,D&A For EBITDA,4.24,4.28,4.55,4.85,4.87,5.06,4.53,4.2,4.35,0.71,Upgrade
35,EBIT,-3.38,-3.63,-10.74,5.96,6.52,26.27,27.23,28.97,17.6,-,Upgrade
