,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,171401,180210,154151,136350,144975,122770,114427,108557,103683,107671,109886,105160,104126,86107,85959,104864,95559,80642,70191,65457,69382,Upgrade
1,Market Cap Growth,46.79%,46.79%,34.72%,25.60%,39.83%,14.02%,4.13%,3.23%,-0.43%,25.04%,27.84%,0.28%,8.96%,6.78%,22.47%,60.20%,37.73%,-3.52%,-9.39%,-21.90%,-15.71%,Upgrade
2,Last Close Price,9.34,9.52,8.14,7.20,7.18,6.08,6.53,6.24,5.96,6.19,6.32,6.04,5.63,4.66,4.65,5.67,4.95,4.18,4.41,4.11,4.16,Upgrade
3,PE Ratio,5.66,5.66,5.17,4.71,5.17,4.51,3.98,3.99,4.11,4.57,4.82,4.99,5.41,4.81,4.86,6.85,6.37,5.75,5.14,4.73,4.93,Upgrade
4,PS Ratio,2.23,2.23,2.53,2.23,2.45,2.13,1.95,1.93,1.97,2.14,2.25,2.30,2.40,2.09,2.29,3.06,3.04,2.74,2.50,2.31,2.43,Upgrade
5,PB Ratio,0.61,0.58,0.49,0.47,0.54,0.47,0.45,0.46,0.46,0.50,0.52,0.51,0.51,0.43,0.44,0.56,0.51,0.44,0.43,0.41,0.49,Upgrade
6,P/FCF Ratio,-,-,-,0.73,0.80,0.58,0.59,1.35,-2.17,-23.10,-,-,0.81,-,1.81,-,7.82,-,-,-,-2.46,Upgrade
7,P/OCF Ratio,-,-,-,0.72,0.79,0.57,0.59,1.32,-2.25,-28.24,-,-,0.79,-,1.75,-,7.19,-,-,-,-2.53,Upgrade
8,Debt / Equity Ratio,3.40,3.40,3.40,3.18,3.36,3.34,3.20,3.58,3.73,4.01,3.77,3.67,3.48,3.69,3.40,3.69,3.72,3.71,3.59,3.48,3.94,Upgrade
9,Debt / FCF Ratio,-,-,-,4.95,4.97,4.10,4.19,10.63,-17.47,-185.24,-,-,5.53,-,13.89,-,57.06,-,-,-,-19.79,Upgrade
10,Return on Equity (ROE),3.26%,13.09%,14.39%,14.10%,5.37%,14.56%,15.86%,15.44%,9.60%,14.07%,13.74%,13.55%,8.76%,11.74%,10.91%,11.69%,7.30%,9.86%,10.69%,12.59%,Upgrade,
11,Return on Assets (ROA),-,1.04%,1.09%,1.05%,0.41%,1.08%,1.13%,1.10%,0.70%,1.02%,1.00%,1.01%,0.66%,0.87%,0.81%,0.89%,0.55%,0.72%,0.73%,0.82%,Upgrade,
12,Earnings Yield,18.58%,17.67%,20.33%,22.34%,20.40%,23.42%,26.70%,26.74%,26.06%,23.58%,22.37%,21.75%,20.22%,22.87%,21.77%,16.32%,16.78%,18.68%,20.94%,22.75%,21.77%,Upgrade
13,FCF Yield,-,9.74%,137.58%,125.53%,171.82%,169.17%,73.86%,-46.00%,-4.33%,-23.33%,46.80%,123.46%,71.84%,55.28%,-2.48%,12.79%,-24.83%,-13.86%,-10.87%,-40.66%,Upgrade,
14,Dividend Yield,6.64%,-,-,10.78%,-,7.73%,-,-,-,7.93%,-,-,-,8.59%,-,-,-,7.56%,-,-,-,Upgrade
15,Payout Ratio,0.00%,-,8.81%,100.42%,12.24%,43.07%,101.34%,6.28%,19.10%,23.96%,20.54%,64.95%,53.42%,-,78.87%,84.79%,56.89%,-,2341.58%,96.23%,26.66%,Upgrade
16,Buyback Yield / Dilution,-5.79%,17.66%,-12.50%,-6.68%,-2.68%,-42.05%,2.92%,13.62%,-9.97%,-2.84%,1.03%,-16.88%,11.46%,-7.69%,-47.73%,-5.24%,-46.40%,-3.18%,4.97%,-2.08%,-16.49%,Upgrade
17,Total Shareholder Return,0.86%,17.66%,-12.50%,4.10%,-2.68%,-34.32%,2.92%,13.62%,-9.97%,5.09%,1.03%,-16.88%,11.46%,0.90%,-47.73%,-5.24%,-46.40%,4.38%,4.97%,-2.08%,-16.49%,Upgrade
