,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 16, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,148,138,170,246,280,307,324,352,352,341,380,Upgrade
1,Market Cap Growth,-43.90%,-43.90%,-39.43%,-19.92%,-13.58%,-12.73%,-7.95%,3.17%,-7.47%,-19.53%,-27.63%,Upgrade
2,Enterprise Value,-43,-32,-6,70,116,132,144,174,160,277,296,Upgrade
3,Last Close Price,3.70,3.43,4.07,5.89,6.58,7.19,7.47,8.10,8.00,7.71,8.33,Upgrade
4,PE Ratio,-,-,-,-,-,-,24.03,12.12,-95.88,-,-,Upgrade
5,PS Ratio,15.28,14.25,19.75,16.98,20.85,-75.55,-77.38,22.13,23.68,13015.95,81.35,Upgrade
6,PB Ratio,0.14,0.13,0.16,0.22,0.24,0.27,0.27,0.30,0.30,0.29,0.32,Upgrade
7,P/FCF Ratio,14.16,13.18,15.76,18.17,15.34,33.65,-,-11.35,-,2.46,-4.48,Upgrade
8,P/OCF Ratio,13.18,13.18,15.76,18.17,15.34,33.65,-,-11.35,-,2.46,-4.48,Upgrade
9,EV/Sales Ratio,-,-,-,4.80,8.61,-32.45,-,10.94,10.77,10549.09,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,9.09,-,-12.10,-,18.47,18.99,-42.10,-,Upgrade
11,EV/EBIT Ratio,-,-,-,9.10,-,-12.09,-,18.55,19.01,-42.05,-,Upgrade
12,EV/FCF Ratio,-4.07,-,-,5.14,6.33,14.45,-,-5.61,-,1.99,-3.48,Upgrade
13,Debt / Equity Ratio,-,-,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
14,Debt / FCF Ratio,-,-,1.51,1.23,0.94,1.92,-,-0.59,-,0.14,-0.23,Upgrade
15,Earnings Yield,-19.96%,-21.41%,-29.33%,-15.21%,-12.94%,-8.17%,4.16%,8.25%,-1.04%,-24.83%,-23.48%,Upgrade
16,FCF Yield,7.06%,7.58%,6.35%,5.50%,6.52%,2.97%,0.34%,-8.81%,28.40%,40.65%,-22.32%,Upgrade
17,Dividend Yield,3.78%,4.08%,3.44%,2.38%,2.13%,1.95%,1.87%,1.73%,1.75%,1.82%,1.68%,Upgrade
18,Total Shareholder Return,3.78%,4.08%,3.44%,2.38%,2.13%,1.95%,1.87%,1.73%,1.75%,1.82%,1.68%,Upgrade
