,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,"Property, Plant & Equipment",822.26,858,873.93,903.96,924.9,945.6,938.94,919.98,896.92,941.56,Upgrade
1,Cash & Equivalents,131.65,140.6,142.69,134.26,130.8,120.63,125.71,108.29,158.99,27.98,Upgrade
2,Accounts Receivable,0.12,0.11,0.09,0.1,0.14,0.14,0.14,0.15,0.18,0.14,Upgrade
3,Other Receivables,2.82,0.34,0.7,0.19,0.63,0.19,0.84,0.8,0.26,106.22,Upgrade
4,Investment In Debt and Equity Securities,60.37,49.98,53.74,62.37,54.67,70.32,73.69,95.26,75.77,81.14,Upgrade
5,Other Current Assets,0.25,0.33,0.26,0.34,0.28,0.3,0.24,0.28,0.21,0.27,Upgrade
6,Trading Asset Securities,58.92,45.35,49.67,59.27,51.07,72.55,72.23,88.43,52.07,56.22,Upgrade
7,Other Long-Term Assets,5.55,5.55,5.55,5.55,5.55,5.55,5.35,5.11,5.08,5.08,Upgrade
8,Total Assets,1082,1100,1127,1166,1168,1215,1217,1218,1189,1219,Upgrade
9,Accrued Expenses,-,2.06,0.02,2.06,-,2.44,-,5.25,-,2.88,Upgrade
10,Current Income Taxes Payable,0.9,0.51,0.59,0.29,0.6,0.04,0.61,0.35,0.62,0.34,Upgrade
11,Other Current Liabilities,7.14,0.93,5.72,2.18,6.91,2.36,6.72,2.39,10.05,2.87,Upgrade
12,Long-Term Deferred Tax Liabilities,1.05,1.05,1.04,1.04,1,0.97,0.95,0.93,0.9,0.9,Upgrade
13,Other Long-Term Liabilities,0.63,1.88,1.81,0.3,-,-,-,-,-,-,Upgrade
14,Total Liabilities,9.71,22.72,25.97,22.99,26.13,23.85,26.72,27.76,30.83,26.63,Upgrade
15,Common Stock,40,40,40,40,40,40,40,40,40,40,Upgrade
16,Retained Earnings,1033,1049,1068,1104,1110,1144,1140,1128,1110,1149,Upgrade
17,Comprehensive Income & Other,-0.58,-10.97,-7.2,-0.49,-8.39,6.97,10.05,22.24,8.78,3.18,Upgrade
18,Shareholders' Equity,1072,1078,1101,1143,1142,1191,1190,1191,1159,1192,Upgrade
19,Total Liabilities & Equity,1082,1100,1127,1166,1168,1215,1217,1218,1189,1219,Upgrade
20,Total Debt,-,16.3,16.7,17.11,17.51,17.92,18.32,18.73,19.13,19.54,Upgrade
21,Net Cash / Debt,190.57,169.66,175.66,176.42,164.36,175.26,179.62,177.99,191.92,64.67,Upgrade
22,Net Cash Growth,8.49%,-3.83%,6.88%,0.66%,-8.49%,-1.53%,-6.41%,175.25%,126.41%,-88.81%,Upgrade
23,Net Cash Per Share,4.76,4.24,4.39,4.41,4.11,4.38,4.49,4.45,4.80,1.62,Upgrade
24,Filing Date Shares Outstanding,40,40,40,40,40,40,40,40,40,40,Upgrade
25,Total Common Shares Outstanding,40,40,40,40,40,40,40,40,40,40,Upgrade
26,Book Value Per Share,26.81,26.94,27.52,28.58,28.55,29.79,29.76,29.76,28.97,29.80,Upgrade
27,Tangible Book Value,1072,1078,1101,1143,1142,1191,1190,1191,1159,1192,Upgrade
28,Tangible Book Value Per Share,26.81,26.94,27.52,28.58,28.55,29.79,29.76,29.76,28.97,29.80,Upgrade
