,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,845.26,1026,1081,749.44,938.55,1140,1076,690,923.66,968.62,772.2,594.77,781.61,867.35,745.66,579.31,758.94,632.93,553.08,322.41,Upgrade
1,Other Revenue,-,-4.15,4.15,-,7.61,-2.76,2.76,-,6.48,-2.36,2.36,-,7.23,-3.4,3.4,-,4.85,-2.12,2.12,-,Upgrade
2,Revenue,845.26,1022,1085,749.44,946.16,1137,1079,690,930.14,966.27,774.56,594.77,788.84,863.96,749.06,579.31,763.79,630.8,555.2,322.41,Upgrade
3,Revenue Growth (YoY),-10.66%,-10.16%,0.60%,8.61%,1.72%,17.68%,39.31%,16.01%,17.91%,11.84%,3.40%,2.67%,3.28%,36.96%,34.92%,79.68%,38.77%,22.68%,31.19%,1.01%,Upgrade
4,Cost of Revenue,-1693,590.41,630.71,471.55,587.03,648.53,657.24,435.77,604.95,592.63,506.54,398.74,535.69,553.06,493.39,375.74,477.86,398.38,370.49,218.69,Upgrade
5,Gross Profit,2538,431.2,454.78,277.89,359.13,488.58,421.82,254.23,325.19,373.64,268.02,196.03,253.15,310.89,255.67,203.57,285.93,232.43,184.71,103.72,Upgrade
6,"Selling, General & Admin",-245.19,83.05,83.52,78.62,96.81,86.1,80.26,74.38,71.57,80.72,67.01,66.48,76.07,82.08,61.85,59.88,65.06,56.17,45.99,50.5,Upgrade
7,Research & Development,-124.05,37.96,40.47,45.62,61.68,55.7,53.37,42.17,52.07,49.47,37.21,32.77,45.04,39.05,44.08,56.89,73.35,44.39,31.79,22.89,Upgrade
8,Other Operating Expenses,2649,-7.18,9.21,7.16,-14.69,-8.1,9.91,0.26,17.73,1.09,-5.66,1.41,4.12,1.59,0.47,-0.39,-4.27,0.97,1.41,-2.32,Upgrade
9,Operating Expenses,2273,115.89,137.08,131.78,145.85,134.86,141.44,119.03,148.31,133.19,102.06,101.68,124.24,125.34,107.61,114.77,134.93,100.75,80.9,70.36,Upgrade
10,Operating Income,264.82,315.31,317.71,146.11,213.27,353.72,280.38,135.21,176.88,240.45,165.96,94.35,128.91,185.55,148.06,88.79,151,131.68,103.81,33.36,Upgrade
11,Interest Expense,-63.27,-5.34,-8.8,-6.6,-7.17,-4.96,-9.96,-5.83,-6.91,-6.91,-6.91,-5.62,-5.76,-5.84,-6.16,-5.34,-5.32,-3.06,-4.17,-3.56,Upgrade
12,Interest & Investment Income,20.74,19.61,23.65,20.02,27.39,18.59,16.79,15.41,8.09,14.96,17.55,13.43,14.91,13.3,15.64,7.46,6.8,11.2,10.68,8.66,Upgrade
13,Currency Exchange Gain (Loss),-,-26.12,26.12,-,-0.32,8.65,-8.65,-,50.91,-20.72,20.72,-,-22.45,16.99,-16.99,-,-11.5,0.16,-0.16,-,Upgrade
14,Other Non Operating Income (Expenses),-31.77,32.56,-17.11,16.56,-27.59,23.2,9.02,-9.46,-47.47,47.09,-8.55,8.13,18.23,-18.61,3.78,-4.2,-2.7,1.32,-2.93,2.63,Upgrade
15,EBT Excluding Unusual Items,190.52,336.02,341.56,176.09,205.59,399.2,287.59,135.34,181.49,274.87,188.77,110.29,133.85,191.39,144.34,86.72,138.28,141.29,107.24,41.08,Upgrade
16,Gain (Loss) on Sale of Investments,-1.01,-1.06,-0.95,3.02,-3.18,1.48,0.5,0.19,-2.62,2.08,-2.49,2.57,0.12,0.06,-1.09,0.06,0.56,0.72,-0.16,-0.1,Upgrade
17,Gain (Loss) on Sale of Assets,-0.15,0.02,-0.02,0.14,0.02,0.1,-0.4,-1.36,-0,-0.31,-,-0.01,-0.08,-1.31,-2.65,0.28,-0.38,-0.06,-0.03,0.01,Upgrade
18,Asset Writedown,10.09,-9.71,3.64,-4.02,1.72,-14.09,-0.52,0.34,-3.14,-0.66,-0.84,0.53,-0.43,-0.43,1.15,-1.31,-0.64,0.15,-0.28,0.2,Upgrade
19,Other Unusual Items,-10.25,-9.17,13.2,6.22,-3.14,-3.51,3.51,-,17.49,-,-,-,2.68,6.98,-,-,-,-,-,-,Upgrade
20,Pretax Income,189.21,316.1,357.44,181.45,201.01,383.18,290.67,134.5,193.22,275.98,185.45,113.38,136.14,196.68,141.74,85.76,137.81,142.11,106.78,41.19,Upgrade
21,Income Tax Expense,27.89,44.8,52.35,34.68,15.25,68.11,41.37,17.54,21.98,47.44,30.58,21.84,12.53,31.03,17.67,11.05,15.44,17.96,18.07,11.83,Upgrade
22,Earnings From Continuing Operations,161.31,271.3,305.09,146.77,185.76,315.07,249.3,116.96,171.24,228.54,154.87,91.54,123.61,165.65,124.07,74.7,122.37,124.15,88.71,29.36,Upgrade
