,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,20775,22146,18611,20775,20414,21929,22939,22506,21785,21713,23372,25584,28710,27256,24058,28855,29000,27765,35324,17080,17080,Upgrade
1,Market Cap Growth,0.99%,0.99%,-18.87%,-7.69%,-6.29%,1.00%,-1.85%,-12.03%,-24.12%,-20.34%,-2.85%,-11.34%,-1.00%,-1.83%,-31.89%,68.94%,69.79%,62.55%,106.81%,0%,37.81%,Upgrade
2,Enterprise Value,16768,18375,15016,17415,17055,18689,19166,19440,18719,19413,21404,22898,26023,24660,21676,25776,25921,24605,31433,13190,13599,Upgrade
3,Last Close Price,2.88,3.07,2.58,2.88,2.83,3.04,3.18,3.12,3.02,3.01,3.24,3.52,3.95,3.75,3.31,3.97,3.99,3.82,4.86,2.35,2.35,Upgrade
4,PE Ratio,41.92,44.66,41.00,45.35,47.40,50.23,53.61,55.38,54.04,52.60,53.73,63.85,72.78,79.46,65.03,70.92,86.00,59.42,83.99,35.22,34.27,Upgrade
5,Forward PE,41.14,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,281.56,Upgrade
6,PS Ratio,1.72,1.83,1.61,1.80,1.81,2.00,2.03,2.22,2.26,2.22,2.53,2.68,3.02,2.83,2.49,3.19,3.29,3.14,4.19,1.86,1.84,Upgrade
7,PB Ratio,1.45,1.48,1.26,1.42,1.41,1.51,1.60,1.60,1.55,1.56,1.71,1.91,2.14,2.02,1.81,2.17,2.20,2.12,2.71,1.32,1.32,Upgrade
8,P/TBV Ratio,2.24,2.24,1.89,2.09,2.05,2.17,2.29,2.24,2.18,2.15,2.36,2.60,2.92,2.77,2.49,3.02,3.06,3.00,3.92,1.93,1.93,Upgrade
9,P/FCF Ratio,32.65,34.81,37.33,-,773.26,69.65,-,-,19.34,41.12,-170.10,-,59.28,-98.39,-46.42,-,-,-,-,-,-25.11,Upgrade
10,P/OCF Ratio,14.45,14.45,14.22,-,28.36,21.89,-,-,14.62,35.75,-4589.48,-,48.10,-211.63,-57.26,-,-,-,-,-,-46.23,Upgrade
11,EV/Sales Ratio,1.39,1.52,1.30,1.51,1.51,1.70,1.70,1.92,1.94,1.99,2.31,2.40,2.74,2.56,2.24,2.85,2.94,2.78,3.73,1.43,1.47,Upgrade
12,EV/EBITDA Ratio,17.74,19.44,17.78,22.29,21.95,35.97,40.56,38.67,-,31.80,33.18,35.85,44.30,40.83,34.42,40.31,41.57,34.81,49.52,17.71,17.84,Upgrade
13,EV/EBIT Ratio,34.56,35.57,36.14,49.96,49.57,215.91,441.08,265.25,-,102.70,95.29,101.52,-,128.02,97.21,-,-,79.28,131.90,-,36.81,Upgrade
14,EV/FCF Ratio,26.35,28.88,30.12,-,646.00,59.36,-,-,16.61,36.76,-155.78,-,53.74,-89.02,-41.83,-,-,-,-,-,-19.99,Upgrade
15,Debt / Equity Ratio,0.20,0.20,0.21,0.23,0.24,0.25,0.24,0.24,0.25,0.25,0.25,0.27,0.29,0.27,0.28,0.30,0.34,0.30,0.32,0.35,0.35,Upgrade
16,Debt / EBITDA Ratio,3.23,1.93,4.05,4.05,4.40,3.03,6.96,4.22,-,3.54,5.62,5.97,10.61,3.28,6.23,10.22,12.74,3.17,7.08,13.94,6.72,Upgrade
17,Debt / FCF Ratio,4.80,4.80,6.12,-,131.54,11.32,-,-,3.11,6.63,-25.28,-,8.17,-13.32,-7.11,-,-,-,-,-,-6.73,Upgrade
18,Asset Turnover,0.34,0.44,0.38,0.42,0.30,0.46,0.36,0.40,0.35,0.31,0.30,0.42,0.29,0.36,0.30,0.45,0.30,-,-,0.45,Upgrade,
19,Inventory Turnover,2.78,2.19,3.11,2.91,2.91,2.32,3.88,2.86,2.95,2.46,2.23,2.37,3.09,1.94,2.63,2.14,2.89,1.68,-,-,3.12,Upgrade
20,Quick Ratio,1.16,1.16,1.19,1.25,1.28,1.33,1.36,1.36,1.38,1.34,1.34,1.39,1.42,1.40,1.48,1.42,1.44,1.37,1.34,-,1.37,Upgrade
21,Current Ratio,1.67,1.67,1.70,1.72,1.75,1.82,1.82,1.83,1.84,1.81,1.81,1.82,1.83,1.88,1.95,1.91,1.89,1.89,1.87,-,1.85,Upgrade
