,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,60.71,60.05,188.35,363.74,1430,1585,615.35,479.46,685.19,1297
1,Revenue Growth (YoY),-67.77%,-83.49%,-86.83%,-77.05%,132.39%,230.55%,-10.19%,-63.03%,128.86%,1689.83%
2,Cost of Revenue,124.49,167.89,315.36,586.48,1507,1531,413.85,759.75,615.85,980.56
3,Gross Profit,-63.78,-107.85,-127.01,-222.74,-77.25,54.27,201.49,-280.29,69.35,316.23
4,"Selling, General & Admin",21.03,36.06,48.65,55.97,42.46,56.89,61.76,166.71,61.52,109.03
5,Other Operating Expenses,0.04,1.04,2.18,-0.75,1.47,19.82,4.34,7.01,-,-6.95
6,Operating Expenses,21.07,37.1,50.83,55.23,43.93,76.71,66.11,173.71,61.52,102.08
7,Operating Income,-84.85,-144.95,-177.84,-277.97,-121.18,-22.44,135.39,-454,7.82,214.14
8,Interest Expense,-185.37,-425.07,-66.99,-40.7,-96.26,-86.99,-35.15,-154.59,-65.3,-62.28
9,Interest & Investment Income,0.11,0.61,0.66,2.78,3.05,0.69,1.26,1.75,1.48,2.04
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-0.74
11,Currency Exchange Gain (Loss),-6.29,-22.6,-3.06,-121.25,38.05,37.57,-26.98,-3.12,-12.13,0.35
12,Other Non Operating Income (Expenses),0.17,-4.16,1.07,-7.77,0.43,-234.04,1.18,-15.29,18.2,29.02
13,EBT Excluding Unusual Items,-276.23,-596.16,-246.15,-444.92,-175.9,-305.21,75.7,-625.25,-49.93,182.53
14,Gain (Loss) on Sale of Investments,-,-,-,0.52,-0.52,0.14,0.1,-53.9,0.13,-0.09
15,Gain (Loss) on Sale of Assets,-4.3,61.98,-22.71,249.85,-,-34.15,-,-,-,-
16,Asset Writedown,-51.89,-79.39,-,-36.88,-,-0.06,-106.7,-292.46,-314.31,-74.25
17,Legal Settlements,-,-,-,-,-,-,-,-54.8,-,-
18,Other Unusual Items,-,206.85,-,-271.61,0.02,-,-,-,-,-
19,Pretax Income,-332.42,-406.73,-268.87,-503.04,-176.4,-339.29,-30.91,-1026,-364.11,108.19
20,Income Tax Expense,-20.41,2.65,8.5,-87.06,140.46,75.39,41.78,-19.12,21.67,89.64
21,Earnings From Continuing Operations,-312.01,-409.38,-277.37,-415.98,-316.86,-414.67,-72.69,-1007,-385.78,18.54
22,Minority Interest in Earnings,9.61,176.71,20.56,56.78,12.51,3.59,-95.98,12.41,13.49,2.08
23,Net Income,-302.4,-232.67,-256.81,-359.2,-304.36,-411.08,-168.67,-994.89,-372.29,20.63
24,Net Income to Common,-302.4,-232.67,-256.81,-359.2,-304.36,-411.08,-168.67,-994.89,-372.29,20.63
25,Net Income Growth,-,-,-,-,-,-,-,-,-,-88.29%
26,Shares Outstanding (Basic),1421,1252,114,114,114,114,114,114,114,114
27,Shares Outstanding (Diluted),1421,1252,114,114,114,114,114,114,114,115
28,Shares Change (YoY),1150.00%,1001.92%,-,-0.00%,-,-,-,-1.07%,-1.07%,1.05%
29,EPS (Basic),-0.21,-0.19,-2.26,-3.16,-2.68,-3.62,-1.48,-8.75,-3.28,0.18
30,EPS (Diluted),-0.21,-0.19,-2.26,-3.16,-2.68,-3.62,-1.48,-8.75,-3.28,-0.09
31,Free Cash Flow,5.06,-14.22,-47.57,-66.47,-144.8,-42.35,-64.46,-137.71,523.38,672.21
32,Free Cash Flow Per Share,0.00,-0.01,-0.42,-0.58,-1.27,-0.37,-0.57,-1.21,4.61,5.85
33,Operating Margin,-139.75%,-241.38%,-94.42%,-76.42%,-8.47%,-1.42%,22.00%,-94.69%,1.14%,16.51%
34,Profit Margin,-498.09%,-387.47%,-136.35%,-98.75%,-21.28%,-25.94%,-27.41%,-207.50%,-54.33%,1.59%
35,Free Cash Flow Margin,8.34%,-23.68%,-25.26%,-18.27%,-10.13%,-2.67%,-10.48%,-28.72%,76.39%,51.84%
36,EBITDA,-83.85,-142.97,-177.19,-277.16,-120.39,-19.86,138.43,-448.63,13.44,220.23
37,D&A For EBITDA,1,1.98,0.65,0.81,0.79,2.58,3.04,5.37,5.62,6.09
38,EBIT,-84.85,-144.95,-177.84,-277.97,-121.18,-22.44,135.39,-454,7.82,214.14
39,Revenue as Reported,60.71,60.05,188.35,363.74,1430,1585,615.35,479.46,685.19,1297
