,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,151,248,215,305,359,361,417,312,87,112,114,112,110,104,54,37,37,45,40,63,78,Upgrade
1,Market Cap Growth,-31.38%,-31.38%,-48.50%,-2.03%,311.58%,221.56%,264.59%,177.78%,-20.75%,8.00%,111.26%,203.72%,198.10%,131.60%,36.67%,-41.67%,-52.54%,-43.33%,-50.00%,-9.43%,3.51%,Upgrade
2,Enterprise Value,115,214,181,179,232,152,306,201,-30,14,17,144,141,126,76,82,81,89,85,169,187,Upgrade
3,Last Close Price,0.36,0.60,0.52,0.74,0.92,0.93,0.77,0.79,0.22,0.28,0.29,0.28,0.28,0.26,0.22,0.15,0.15,0.18,0.16,0.25,0.31,Upgrade
4,PE Ratio,22.11,-,-,109.56,-,-,-,2.17,1.19,-,-,-,12.28,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.51,0.89,0.84,1.16,1.33,1.24,1.11,0.84,0.25,0.36,0.42,0.42,0.43,0.41,0.22,0.17,0.20,0.28,0.23,0.34,0.42,Upgrade
6,PB Ratio,0.83,1.48,1.27,1.72,-,2.11,1.49,1.13,-,0.91,0.81,0.80,-,0.68,0.38,0.26,-,0.29,0.24,0.37,-,Upgrade
7,P/TBV Ratio,1.44,1.44,1.24,1.68,-,2.16,1.23,0.93,-,0.62,0.57,0.57,-,0.55,0.31,0.21,-,0.23,0.19,0.31,-,Upgrade
8,P/FCF Ratio,-,31.99,54.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
