,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,277.99,358.83,855.78,960.11,870.3,1164,1506,1989,1137,1162,1141,1806,1202,1533,516.01,1101,818.19,706.59,844.93,560.1,Upgrade
1,Trading Asset Securities,-,-,50,50,70,100,100,70,-,80,30,-,50,-,50,50,50,50,-,50,Upgrade
2,Cash & Short-Term Investments,277.99,358.83,905.78,1010,940.3,1264,1606,2059,1137,1242,1171,1806,1252,1533,566.01,1151,868.19,756.59,844.93,610.1,Upgrade
3,Cash Growth,-70.44%,-71.61%,-43.59%,-50.95%,-17.32%,1.81%,37.07%,14.05%,-9.16%,-19.01%,106.97%,56.85%,44.19%,102.62%,-33.01%,88.69%,99.58%,5.33%,36.58%,-67.36%,Upgrade
4,Accounts Receivable,1265,1337,1337,1142,2669,2786,2850,2846,2826,2928,2866,2955,4271,3245,4260,4128,3635,3771,3973,4185,Upgrade
5,Other Receivables,537.67,543.52,540.78,492.65,318.34,217.41,205.04,215.58,233.06,361.62,183.83,200.11,298.04,293.04,253.48,242.69,243.54,245.42,212.38,718.15,Upgrade
6,Receivables,1803,1881,1877,1635,2987,3003,3055,3061,3059,3289,3049,3155,4569,3538,4514,4370,3879,4016,4186,4903,Upgrade
7,Inventory,451.44,484.53,475.98,939.8,1885,1444,1472,1597,1578,1479,1211,1009,1391,1565,1116,1072,1381,1338,1064,1265,Upgrade
8,Prepaid Expenses,-,2.55,-,313.02,-,2.54,-,273.1,-,2.51,-,2.53,-,6.92,-,-,-,6.96,-,7.3,Upgrade
9,Other Current Assets,1250,1174,1207,2013,1490,1417,1542,703.2,1930,1525,1255,891.16,1213,1789,1313,897.3,1632,1643,1204,801.13,Upgrade
10,Total Current Assets,3782,3900,4466,5911,7301,7131,7675,7693,7704,7538,6686,6863,8425,8433,7509,7491,7760,7761,7299,7587,Upgrade
11,"Property, Plant & Equipment",1184,1203,1212,1215,1291,1296,1201,1175,1109,1112,1159,1043,968.81,956.94,945.03,840.63,163.95,115.21,113.4,115.59,Upgrade
12,Long-Term Investments,247.17,253.76,282.55,243.04,214.29,379.63,382.01,384.23,393.43,395.97,514.95,562.44,207.05,212.3,218.88,219.08,210.36,208.93,213.36,213.57,Upgrade
13,Goodwill,277.68,277.68,277.68,277.68,328.7,328.7,328.7,328.7,337.08,337.08,337.08,337.08,341.48,341.48,341.48,341.48,345.54,345.54,345.54,345.54,Upgrade
14,Other Intangible Assets,290.54,304.15,305.2,319.23,458.71,473.18,399.81,407.32,394.45,404.82,415.72,432.82,432.99,449.71,468.04,483.28,453.64,462.55,476.03,459.37,Upgrade
15,Long-Term Accounts Receivable,-,7.38,-,8.15,-,15.31,-,17.12,-,16,-,14.4,-,15.97,-,21.27,-,2.4,-,-,Upgrade
16,Long-Term Deferred Tax Assets,114.54,118.11,117.65,116.67,69.95,63.62,61.52,84.31,52.13,50.39,50.1,50.43,64.84,58.54,56.91,56.14,56.44,55.11,53.58,52.92,Upgrade
17,Long-Term Deferred Charges,99.17,89.3,82.29,74.36,112.58,97.89,186.88,163.43,119.82,108.69,114.1,75.65,182.13,131.9,88.64,138.46,153.03,131.13,110.5,134.88,Upgrade
18,Other Long-Term Assets,141.05,134.51,143.62,136.28,172.94,158.83,175.94,160.69,231.78,217.22,497.12,430.51,415.52,402.11,427.24,407.35,589.67,614.16,581.38,422.36,Upgrade
19,Total Assets,6136,6288,6887,8301,9950,9944,10411,10414,10342,10181,9774,9810,11038,11002,10055,9999,9733,9696,9192,9331,Upgrade
20,Accounts Payable,848.87,972.79,1545,1839,1640,1897,2144,2222,1910,1881,1535,1734,2563,1918,2529,2348,2571,2589,2311,2500,Upgrade
21,Accrued Expenses,9.2,13.55,13.34,20.25,17.66,22.35,19.47,35.55,11.09,17.6,9.9,33.83,11.21,22.61,15.65,48.52,11.08,25.15,13.19,71.01,Upgrade
22,Short-Term Debt,1027,864.42,805,815,1263,1264,1256,1145,1115,1154,1590,1458,1600,1749,1681,1855,1767,1644,1469,1312,Upgrade
23,Current Portion of Long-Term Debt,291.71,217.09,204.64,180,237.87,222.57,235.23,222.57,11.05,5,12.1,5,15.13,5,14.33,35,-,35,35,35,Upgrade
24,Current Portion of Leases,-,24.87,-,24.53,-,14.4,-,13.44,-,6.49,-,7.32,-,10.72,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,6.52,0.36,5.1,1.66,14.73,4.93,12.12,11.56,13.29,3.16,9.11,5.25,18.11,5.77,22.4,12.62,18.6,4.85,29.98,21.6,Upgrade
26,Current Unearned Revenue,186.54,180.14,151.89,247.57,766.67,461.16,541.4,520.98,574.18,420.64,387.76,362.87,473.94,746.1,473.93,387.08,226.36,256.61,212.21,268.47,Upgrade
