,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,540,565,515,590,525,510,505,515,585,635,520
1,Market Cap Growth,-4.24%,-4.24%,-1.90%,15.69%,3.96%,-0.97%,-13.68%,-18.90%,12.50%,-,-
2,Enterprise Value,-128,96,47,207,-148,-217,-148,-178,-38,93,90
3,Last Close Price,1.08,1.13,0.95,1.09,0.91,0.88,0.80,0.82,0.85,0.93,0.72
4,PE Ratio,4.56,4.77,3.27,4.36,3.80,3.76,3.77,3.12,3.73,6.32,5.89
5,PS Ratio,0.33,0.35,0.27,0.35,0.29,0.24,0.23,0.26,0.31,0.38,0.32
6,PB Ratio,0.56,0.59,0.51,0.66,0.58,0.59,0.57,0.65,0.76,1.03,0.86
7,P/TBV Ratio,0.59,0.59,0.51,0.66,0.58,0.59,0.58,0.65,0.76,1.03,0.86
8,P/FCF Ratio,2.42,2.53,21.84,-,-,-,4.89,-,3.53,7.14,-
9,P/OCF Ratio,2.23,2.23,10.07,-,10.56,-,2.01,5.77,2.56,4.49,-
10,EV/Sales Ratio,0.06,0.06,0.02,0.12,-,-,-,-,-,0.06,0.06
11,EV/EBITDA Ratio,0.88,0.88,0.29,1.39,-,-,-,-,-,0.82,0.74
12,EV/EBIT Ratio,0.93,0.93,0.30,1.46,-,-,-,-,-,0.87,0.78
13,EV/FCF Ratio,-0.57,0.43,2.01,-,-,-,-,-,-,1.05,-
14,Debt / Equity Ratio,0.02,0.02,0.06,0.07,0.13,0.00,0.00,0.00,0.00,0.00,0.00
15,Debt / FCF Ratio,0.10,0.10,2.63,-,-,-,0.01,-,0.01,0.01,-
16,Return on Capital Employed (ROCE),9.97%,9.97%,14.55%,14.82%,13.78%,15.34%,16.85%,20.22%,18.03%,17.21%,18.98%
17,Earnings Yield,21.94%,20.97%,30.56%,22.96%,26.32%,26.60%,26.55%,32.08%,26.78%,15.83%,16.98%
18,FCF Yield,41.37%,39.54%,4.58%,-8.20%,-14.34%,14.04%,20.45%,-2.48%,28.30%,14.01%,20.65%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-22.79%,-33.33%,-,
20,Total Shareholder Return,8.75%,-,-,-,-,-,-,-,-22.79%,-33.33%,-
