,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,532.61,378.9,388.88,345.68,376.16,393.73,343.7,434.8,418,486.45
1,Short-Term Investments,7.77,-,-,-,-,-,150,150,150,-
2,Trading Asset Securities,101.48,103.09,100.8,100,200.14,200.73,50,-,-,-
3,Cash & Short-Term Investments,641.86,481.99,489.68,445.68,576.29,594.46,543.7,584.8,568,486.45
4,Cash Growth,31.08%,8.15%,-15.03%,-25.03%,6.00%,1.65%,-4.28%,20.22%,-,-
5,Accounts Receivable,354.86,406.6,546.21,549.94,609.29,543.6,615.59,551.28,809.33,794.63
6,Other Receivables,12.14,10.88,5.95,16.65,5.95,14.65,8.15,20.51,7.63,19
7,Receivables,367.8,418.28,552.96,567.39,616.04,559.05,624.54,572.59,817.76,814.42
8,Inventory,687.72,743.08,1032,1003,896.96,827.85,701.09,678.67,646.16,690.05
9,Prepaid Expenses,0.23,0.4,0.59,0.58,5.5,3.44,1.78,2.7,0.16,0.38
10,Other Current Assets,187.72,216.71,233.55,269.52,100.2,156.01,238.41,237.92,281.78,182.73
11,Total Current Assets,1885,1860,2308,2286,2195,2141,2110,2077,2314,2174
12,"Property, Plant & Equipment",424.92,426.64,441.16,449.8,394.94,340.63,303.86,261.23,250.79,231.17
13,Long-Term Investments,-,-,-,100,-,-,-,-,-,-
14,Other Intangible Assets,0.23,0.26,0.17,0.19,0.03,0.01,0.01,0.03,0.05,0.07
15,Long-Term Accounts Receivable,116.23,125.89,127.73,136.5,246.52,248.23,279.06,278.57,-,-
16,Long-Term Deferred Tax Assets,23.81,25.42,19.68,20.61,20.32,18.92,-,-,-,-
17,Other Long-Term Assets,8.01,21.74,9.08,10.38,17.41,35.16,24.94,23.26,22.87,22.43
18,Total Assets,2459,2460,2906,3003,2874,2784,2717,2640,2588,2428
19,Accounts Payable,467.94,485.45,721.32,684.7,711.87,705.54,663.97,572.13,562.65,566.03
20,Accrued Expenses,55.75,71.91,60.21,72.41,70.26,69.39,57.35,64.67,58.71,67.06
21,Short-Term Debt,4.6,38.36,37.4,88.56,1.04,0.9,0.92,0.93,0.99,2.05
22,Current Portion of Leases,0,0.01,0.02,0.03,0.04,0.04,0.05,0.06,0.07,0.07
23,Current Income Taxes Payable,21.98,40.98,31.54,40.99,49.94,45.91,6.16,3.16,4.38,0.46
24,Current Unearned Revenue,898.6,841.02,1133,1260,1227,1221,1256,1336,1366,1241
25,Other Current Liabilities,43.29,1.1,37.21,0.12,33.11,2.61,40.14,0.18,25.24,3.21
26,Total Current Liabilities,1492,1479,2021,2147,2094,2046,2025,1977,2018,1880
27,Long-Term Debt,16.19,17.94,19.69,17.81,-,-,-,-,-,-
28,Long-Term Unearned Revenue,47.77,49.1,32.97,33.77,37.2,22.4,14,-,-,-
29,Long-Term Deferred Tax Liabilities,4.42,4.42,1.98,-,-,-,19.61,17.73,8.41,9.4
30,Total Liabilities,1561,1550,2076,2199,2131,2068,2058,1994,2026,1889
31,Common Stock,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
32,Additional Paid-In Capital,216.76,256.63,237.01,274.01,255.78,288.78,312.59,312.59,317.81,317.81
33,Retained Earnings,674.66,646.34,587.02,523.09,479.89,419.11,340.26,326.06,237.68,213.91
34,Comprehensive Income & Other,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
35,Total Common Equity,898.18,909.73,830.78,803.86,742.42,714.64,659.61,645.41,562.25,538.47
36,Minority Interest,-0.22,0.38,-0.29,0.9,0.87,1.06,-0.36,-0.02,-0.88,-0.09
37,Shareholders' Equity,897.96,910.11,830.5,804.76,743.29,715.7,659.24,645.39,561.36,538.38
38,Total Liabilities & Equity,2459,2460,2906,3003,2874,2784,2717,2640,2588,2428
39,Total Debt,20.8,56.31,57.11,106.4,1.08,0.94,0.97,0.99,1.06,2.12
40,Net Cash (Debt),621.07,425.68,432.56,339.29,575.22,593.52,542.73,583.81,566.94,484.33
41,Net Cash Growth,43.58%,25.46%,-24.80%,-42.83%,5.99%,1.66%,-4.27%,20.54%,-,-
42,Net Cash Per Share,1.24,0.85,0.87,0.68,1.15,1.19,1.09,1.17,1.13,1.19
43,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
44,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
45,Working Capital,393.16,381.63,287.31,138.85,101.28,95.15,84.99,100.04,296.07,294.11
46,Book Value Per Share,1.80,1.82,1.66,1.61,1.48,1.43,1.32,1.29,1.12,1.08
47,Tangible Book Value,897.95,909.47,830.61,803.67,742.4,714.63,659.6,645.38,562.2,538.4
48,Tangible Book Value Per Share,1.80,1.82,1.66,1.61,1.48,1.43,1.32,1.29,1.12,1.08
49,Buildings,-,394.86,-,394.86,-,262.78,-,255.23,-,232.11
50,Machinery,-,429.33,-,409.18,-,351.23,-,316.87,-,293.91
51,Construction In Progress,-,0.54,-,14.8,-,74.18,-,9.66,-,6.46
