,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,632.71,885.99,843.54,728.21,859.2,972.64,852.48,809.67,764.76,771.66
1,Revenue Growth (YoY),-24.99%,21.67%,-1.82%,-25.13%,0.79%,20.13%,11.47%,4.93%,10.23%,-
2,Cost of Revenue,512.19,655.86,699.12,590.91,707.96,797.5,724.58,629.78,636.06,600.64
3,Gross Profit,120.51,230.13,144.43,137.3,151.24,175.15,127.9,179.89,128.71,171.02
4,"Selling, General & Admin",62.86,90.87,62.42,65.74,65.47,90.08,50.3,62.74,68.16,76.74
5,Research & Development,37.25,24.46,11.52,14.02,13.55,17.23,13.29,24.12,10.35,29.96
6,Operating Expenses,99.39,154.92,76.8,73.71,96.8,109.84,68.84,98.86,90.21,111.46
7,Operating Income,21.12,75.21,67.63,63.59,54.45,65.31,59.05,81.04,38.5,59.57
8,Interest Expense,-0.3,-0.31,-0.3,-0.11,-0,-0,-0,-0,-0,-0.3
9,Interest & Investment Income,5.88,2.72,0.62,0.99,0.55,1.43,1.93,1.3,2.24,0.55
10,Currency Exchange Gain (Loss),0.65,14.02,3.06,-0.16,11.12,-6.08,-0.57,-1.7,-,-0.69
11,Other Non Operating Income (Expenses),9.77,9.3,4.52,6.62,1.81,4.53,2.29,16.46,16.11,-11.93
12,EBT Excluding Unusual Items,37.12,100.95,75.52,70.93,67.92,65.18,62.71,97.09,56.84,47.21
13,Gain (Loss) on Sale of Investments,1.55,2.29,2.43,3.02,2.72,1.56,0.15,1.11,-,6.51
14,Gain (Loss) on Sale of Assets,-0.47,0.11,0.04,-0.01,0.06,0.15,0.18,1.09,-,0.21
15,Pretax Income,38.21,103.34,77.99,73.93,70.7,66.89,63.04,99.28,56.84,53.93
16,Income Tax Expense,5.72,23.73,14.11,12.47,10.11,10.43,9.19,15.26,8.86,10.14
17,Earnings From Continuing Operations,32.49,79.61,63.89,61.46,60.6,56.45,53.85,84.03,47.99,43.79
18,Minority Interest in Earnings,-1.19,-0.67,0.03,-0.03,0.19,-1.42,0.35,-0.87,0.79,-0.94
19,Net Income,31.3,78.94,63.92,61.44,60.78,55.04,54.2,83.16,48.78,42.85
20,Net Income to Common,31.3,78.94,63.92,61.44,60.78,55.04,54.2,83.16,48.78,42.85
21,Net Income Growth,-51.03%,28.50%,5.16%,11.63%,12.15%,-33.82%,11.12%,94.09%,35.16%,-
22,Shares Outstanding (Basic),500,500,500,500,500,500,500,500,500,407
23,Shares Outstanding (Diluted),500,500,500,500,500,500,500,500,500,407
24,Shares Change (YoY),-,-,-,-,-,-,-,22.79%,33.33%,-
25,EPS (Basic),0.06,0.16,0.13,0.12,0.12,0.11,0.11,0.17,0.10,0.11
26,EPS (Diluted),0.06,0.16,0.13,0.12,0.12,0.11,0.11,0.17,0.10,0.11
27,EPS Growth,-51.03%,28.50%,5.16%,11.63%,12.15%,-33.82%,11.12%,58.11%,1.37%,-
28,Free Cash Flow,147.42,60.46,-39.06,-5.74,-60.88,122.01,-37.87,27.27,112.12,-31.05
29,Free Cash Flow Per Share,0.29,0.12,-0.08,-0.01,-0.12,0.24,-0.08,0.05,0.22,-0.08
30,Operating Margin,3.34%,8.49%,8.02%,8.73%,6.34%,6.71%,6.93%,10.01%,5.03%,7.72%
31,Profit Margin,4.95%,8.91%,7.58%,8.44%,7.07%,5.66%,6.36%,10.27%,6.38%,5.55%
32,Free Cash Flow Margin,23.30%,6.82%,-4.63%,-0.79%,-7.09%,12.54%,-4.44%,3.37%,14.66%,-4.02%
33,EBITDA,24.31,77.76,71.27,66.45,57.02,68.3,61.76,83.95,41.37,62.07
34,D&A For EBITDA,3.19,2.54,3.64,2.86,2.58,2.99,2.71,2.91,2.87,2.51
35,EBIT,21.12,75.21,67.63,63.59,54.45,65.31,59.05,81.04,38.5,59.57
