,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,221,213,229,352,455,463,455,605,742,1014,1100
1,Market Cap Growth,-39.69%,-39.69%,-49.70%,-23.84%,0%,-23.56%,-38.77%,-40.32%,-32.52%,-,-
2,Enterprise Value,-229,-423,-373,-266,-139,-98,6,183,389,645,893
3,Last Close Price,0.82,0.79,0.85,1.31,1.69,1.72,1.69,2.25,2.76,3.69,4.00
4,PE Ratio,5.99,5.77,4.87,4.98,6.65,6.90,6.73,10.35,8.60,9.19,9.39
5,PS Ratio,0.17,0.16,0.26,0.69,1.12,1.14,1.10,1.50,1.80,2.31,2.43
6,PB Ratio,0.31,0.30,0.32,0.52,0.67,0.70,0.68,0.99,1.27,1.99,2.23
7,P/TBV Ratio,0.30,0.30,0.33,0.52,0.68,0.71,0.69,1.00,1.30,2.05,2.26
8,P/FCF Ratio,-,-,3.76,5.29,4.41,3.42,4.15,4.28,4.61,11.92,19.11
9,P/OCF Ratio,-,-,3.71,5.22,4.27,3.30,4.00,4.15,4.50,11.39,18.01
10,EV/Sales Ratio,-,-,-,-,-,-,0.02,0.45,0.94,1.47,1.97
11,EV/EBITDA Ratio,-,-,-,-,-,-,0.08,2.36,3.57,5.31,6.67
12,EV/EBIT Ratio,-,-,-,-,-,-,0.09,2.83,3.86,5.46,6.77
13,EV/FCF Ratio,1.92,-,-,-,-,-,0.06,1.29,2.41,7.58,15.51
14,Debt / Equity Ratio,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01
15,Debt / FCF Ratio,-,-,0.08,0.02,0.03,0.02,0.04,0.04,0.05,0.06,0.10
16,Return on Capital Employed (ROCE),4.95%,4.95%,6.41%,10.31%,11.26%,13.46%,10.35%,10.50%,17.10%,23.04%,26.57%
17,Earnings Yield,16.71%,17.34%,20.55%,20.08%,15.04%,14.48%,14.86%,9.66%,11.62%,10.88%,10.65%
18,FCF Yield,-54.14%,-56.20%,26.63%,18.91%,22.67%,29.26%,24.11%,23.36%,21.71%,8.39%,5.23%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-16.47%,-34.50%,-,
20,Total Shareholder Return,-,-,-,-,-,-,-,-16.47%,-34.50%,-,
