,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,427.69,503.85,471.54,532.9,443.68,384.98,320.12,369.23,327.22,338.37
1,Short-Term Investments,-,30,37.07,-,-,-,-,-,5.6,-
2,Trading Asset Securities,-,50,55.18,20,70,80.35,60,-,-,-
3,Cash & Short-Term Investments,427.69,583.85,563.79,552.9,513.68,465.33,380.12,369.23,332.82,338.37
4,Cash Growth,-24.14%,5.60%,9.76%,18.82%,35.14%,26.03%,14.21%,9.12%,-,-
5,Accounts Receivable,242.02,83.83,88.46,40.94,44.74,51.4,80.43,59.9,77.48,91.05
6,Other Receivables,8.57,9.04,3.62,6.06,6.44,14.03,11.49,6.71,14.72,16.62
7,Receivables,250.59,92.87,92.08,47,51.18,65.43,91.92,66.61,92.2,107.68
8,Inventory,0.57,0.13,0.21,0.17,0.47,0.48,0.38,0.18,4.51,4.28
9,Other Current Assets,52.88,27.28,18.74,14.47,15.26,29.91,32.86,34.68,36.18,21.07
10,Total Current Assets,731.72,704.14,674.81,614.54,580.58,561.15,505.27,470.69,465.71,471.4
11,"Property, Plant & Equipment",8.54,8.31,5.88,8.11,8.56,9.19,9.97,11.25,8.48,10.03
12,Long-Term Investments,22.3,17.6,17.23,5.63,7.77,10.54,35.92,36.21,43.82,9.21
13,Goodwill,0.99,0.99,0.99,-,-,-,-,-,-,-
14,Other Intangible Assets,2.41,2.61,2.8,3,3.2,3.4,3.82,2.87,8.43,3.09
15,Long-Term Deferred Tax Assets,14.03,14.97,13.9,13.31,9.59,8.42,8.5,7.54,4.75,4.34
16,Other Long-Term Assets,14.87,14.87,13.37,16.62,-,-,-,-,-,-
17,Total Assets,794.86,763.49,728.99,661.21,609.7,592.69,563.5,528.56,531.19,498.06
18,Accounts Payable,87.02,68.78,68.26,16.41,13.95,13.92,30.36,8.28,8.32,15.31
19,Accrued Expenses,12.11,21.97,9.65,20.38,7.94,14.94,8.86,9.59,6.77,8.62
20,Current Portion of Leases,1.92,1.69,1.23,2.14,1.93,1.93,2.25,2.65,2.56,2.39
21,Current Income Taxes Payable,6,3.9,4.78,6.47,9.56,3.89,0.47,0.4,3.37,3.47
22,Current Unearned Revenue,12.23,11.59,4.78,0.21,0.07,0.55,0.19,0.1,0.35,0.39
23,Other Current Liabilities,7.23,9.2,7.5,13.58,9.4,11.25,10,11.64,42.94,23.9
24,Total Current Liabilities,126.52,117.11,96.2,59.19,42.84,46.48,52.12,32.66,64.31,54.08
25,Long-Term Leases,2.97,2.89,0.27,0.88,0.61,1.25,2.18,3.75,2.06,2.83
26,Total Liabilities,129.49,120,96.47,60.07,43.45,47.73,54.3,36.41,66.36,56.91
27,Common Stock,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
28,Additional Paid-In Capital,159.48,159.48,159.48,159.48,159.48,159.48,159.48,159.48,159.48,184.05
29,Retained Earnings,499.54,479.31,465.24,436.67,399.73,378.05,344.41,323.01,297.22,251.89
30,Comprehensive Income & Other,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
31,Total Common Equity,661.44,641.21,627.14,598.57,561.63,539.95,506.31,484.91,459.12,438.36
32,Minority Interest,3.93,2.27,5.38,2.56,4.62,5.01,2.89,7.24,5.7,2.79
33,Shareholders' Equity,665.37,643.48,632.52,601.13,566.25,544.96,509.2,492.15,464.82,441.15
34,Total Liabilities & Equity,794.86,763.49,728.99,661.21,609.7,592.69,563.5,528.56,531.19,498.06
35,Total Debt,4.89,4.58,1.5,3.02,2.54,3.18,4.43,6.4,4.62,5.22
36,Net Cash (Debt),422.79,579.28,562.29,549.88,511.14,462.15,375.69,362.83,328.2,333.15
37,Net Cash Growth,-24.81%,5.35%,10.01%,18.98%,36.05%,27.37%,14.47%,8.91%,-,-
38,Net Cash Per Share,1.57,2.15,2.09,2.04,1.90,1.72,1.40,1.35,1.22,1.44
39,Filing Date Shares Outstanding,269,269,269,269,269,269,269,269,269,269
40,Total Common Shares Outstanding,269,269,269,269,269,269,269,269,269,269
41,Working Capital,605.2,587.02,578.61,555.34,537.75,514.67,453.16,438.03,401.4,417.32
42,Book Value Per Share,2.46,2.38,2.33,2.23,2.09,2.01,1.88,1.80,1.71,1.63
43,Tangible Book Value,658.04,637.62,623.35,595.57,558.43,536.55,502.49,482.04,450.69,435.27
44,Tangible Book Value Per Share,2.45,2.37,2.32,2.21,2.08,1.99,1.87,1.79,1.68,1.62
45,Machinery,-,8.16,-,7.6,-,6.66,-,5.47,-,3.68
46,Leasehold Improvements,-,7.86,-,7.73,-,7.4,-,5.24,-,4.18
