,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,742.13,498.71,291.8,178.48,180.63,166.56,171.37,164.89,183.01,217.23
1,Revenue Growth (YoY),154.33%,179.43%,61.55%,7.16%,5.40%,1.01%,-6.36%,-24.10%,-2.27%,-
2,Cost of Revenue,655.64,423.6,201.95,85.42,95.55,78.29,92.97,71.81,88.94,116.86
3,Gross Profit,86.48,75.12,89.85,93.06,85.08,88.27,78.4,93.08,94.07,100.38
4,"Selling, General & Admin",33.35,44.18,29.3,37.33,28.49,28.3,33.31,39.52,31.66,27.86
5,Research & Development,26.38,23.84,23.84,25.02,19.3,20.02,19.8,15.22,13.53,13.78
6,Operating Expenses,59.93,68.56,54.94,62.72,47.62,49.42,60.73,57.03,45.34,41.54
7,Operating Income,26.55,6.56,34.91,30.34,37.46,38.85,17.67,36.05,48.74,58.84
8,Interest Expense,-0.13,-0.08,-0.05,-0.06,-0.07,-0.08,-0.09,-0.1,-0.11,-0.25
9,Interest & Investment Income,3.24,5.02,4.85,4.81,3.59,2.83,2.89,2.57,2.56,3.3
10,Earnings From Equity Investments,-0.33,-1.23,-2.1,-2.14,1.83,0.24,-0.92,-1.27,-0.62,0.01
11,Currency Exchange Gain (Loss),-0.22,-0.22,0.69,4.91,5.82,-1.18,-0.69,-6.9,3.22,-0.36
12,Other Non Operating Income (Expenses),0.02,5.33,-0.47,1.16,-8.17,1.84,3.69,8.46,0.9,1.61
13,EBT Excluding Unusual Items,29.14,15.38,37.83,39.02,40.46,42.5,22.55,38.82,54.69,63.15
14,Gain (Loss) on Sale of Investments,-3,1.42,-1.31,-0,-7.6,-2.29,0.71,-6.65,-,-
15,Gain (Loss) on Sale of Assets,-,0,-,-,0.22,-,-,0.01,-,-
16,Other Unusual Items,-,-,-,-,-,0.24,-,-,-,-
17,Pretax Income,26.14,16.81,36.53,39.02,33.09,40.45,23.26,32.18,54.69,63.15
18,Income Tax Expense,4.26,0.92,5.14,-0.43,6.98,4.69,1.36,3.33,6.44,6.62
19,Earnings From Continuing Operations,21.88,15.89,31.39,39.45,26.11,35.76,21.91,28.85,48.25,56.54
20,Minority Interest in Earnings,-1.66,-1.82,-2.82,-2.54,-2.53,-2.12,-0.5,-1.65,-2.77,-1.4
21,Net Income,20.23,14.07,28.57,36.91,23.58,33.64,21.4,27.2,45.47,55.14
22,Net Income to Common,20.23,14.07,28.57,36.91,23.58,33.64,21.4,27.2,45.47,55.14
23,Net Income Growth,-29.21%,-61.88%,21.19%,9.73%,10.16%,23.67%,-52.93%,-50.67%,-8.26%,-
24,Shares Outstanding (Basic),269,269,269,269,269,269,269,269,269,230
25,Shares Outstanding (Diluted),269,269,269,269,269,269,269,269,269,231
26,Shares Change (YoY),-,-,-,-,-,-,-,16.47%,34.50%,-
27,EPS (Basic),0.08,0.05,0.11,0.14,0.09,0.13,0.08,0.10,0.17,0.24
28,EPS (Diluted),0.08,0.05,0.11,0.14,0.09,0.13,0.08,0.10,0.17,0.24
29,EPS Growth,-29.21%,-61.88%,21.19%,9.76%,10.16%,23.69%,-52.93%,-57.67%,-31.79%,-
30,Free Cash Flow,-146.76,35.62,19.65,42.01,49.15,66.4,22.89,94.64,41.1,36.44
31,Free Cash Flow Per Share,-0.55,0.13,0.07,0.16,0.18,0.25,0.09,0.35,0.15,0.16
32,Operating Margin,3.58%,1.31%,11.96%,17.00%,20.74%,23.33%,10.31%,21.86%,26.63%,27.09%
33,Profit Margin,2.73%,2.82%,9.79%,20.68%,13.05%,20.19%,12.49%,16.49%,24.85%,25.38%
34,Free Cash Flow Margin,-19.78%,7.14%,6.73%,23.54%,27.21%,39.87%,13.36%,57.40%,22.45%,16.77%
35,EBITDA,28.88,6.36,37.83,30.54,40.32,40.17,25.22,39.3,52.29,58.32
36,D&A For EBITDA,2.33,-0.19,2.92,0.2,2.86,1.32,7.55,3.25,3.56,-0.53
37,EBIT,26.55,6.56,34.91,30.34,37.46,38.85,17.67,36.05,48.74,58.84
