,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Market Capitalization,1084,280,388,428,428,428,428,584,648,820,952,904,1320,352,248,224,252,204,280,56,53,Upgrade
1,Market Cap Growth,-34.58%,-34.58%,-9.35%,-26.71%,-33.95%,-47.80%,-55.04%,-35.40%,-50.91%,132.95%,283.87%,303.57%,423.81%,72.55%,-11.43%,300.00%,373.68%,196.51%,174.51%,-56.92%,-71.09%,Upgrade
2,Enterprise Value,1076,280,388,418,418,418,418,574,637,810,942,899,1315,338,234,220,248,188,264,56,53,Upgrade
3,Last Close Price,2.71,0.70,0.97,1.07,1.07,1.07,1.07,1.46,1.62,2.05,2.38,2.26,3.30,0.88,0.62,0.56,0.63,0.51,0.70,0.14,0.13,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,197.55,-327.72,-,-531.84,-,-,91.32,-,-,38.10,44.26,76.80,-,9.79,Upgrade
5,PS Ratio,26.54,6.86,8.63,8.17,6.77,6.14,5.92,8.29,9.30,10.43,9.87,9.37,13.05,3.07,2.13,1.93,2.35,2.35,3.32,0.62,0.61,Upgrade
6,PB Ratio,16.77,4.33,5.95,6.27,5.70,5.66,5.29,7.29,-,10.28,11.29,10.79,-,4.90,3.54,3.19,-,3.30,4.81,0.94,-,Upgrade
7,P/TBV Ratio,4.33,4.33,5.95,6.27,5.70,5.66,5.29,7.29,-,10.28,11.29,10.79,-,4.90,3.54,3.19,-,3.30,4.81,0.94,-,Upgrade
8,P/FCF Ratio,350.17,35.21,96.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,77.65,33.09,90.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,26.35,6.86,8.64,7.98,6.61,5.99,5.77,8.15,9.14,10.30,9.77,9.32,13.00,2.95,2.01,1.90,2.32,2.17,3.13,0.62,0.61,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,736.77,758.04,-,198.31,336.96,165.62,176.88,188.80,25.48,15.30,13.53,16.20,17.23,25.58,5.16,4.13,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,479.59,-,302.57,-,335.99,32.71,-,16.41,19.58,22.14,33.64,6.63,5.00,Upgrade
13,EV/FCF Ratio,347.62,35.24,96.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.13,0.13,0.13,0.12,0.10,0.10,0.12,0.12,-,0.00,0.00,0.00,-,0.08,0.08,0.08,-,0.09,0.09,0.09,-,Upgrade
15,Debt / EBITDA Ratio,-,40.91,40.91,-,-,20.30,14.49,-,-,1.61,0.08,1.26,-,0.48,2.44,0.74,-,0.28,0.95,0.88,-,Upgrade
16,Debt / FCF Ratio,2.70,1.05,2.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.33,0.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,5.33,7.64,7.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,1.85,1.85,1.85,2.11,-,2.43,-,2.28,-,2.06,-,1.77,-,2.25,-,1.92,-,3.47,-,2.17,-,Upgrade
20,Current Ratio,1.99,1.99,1.99,2.37,-,2.76,-,2.62,-,2.42,-,2.30,-,2.81,-,2.41,-,4.24,-,2.58,-,Upgrade
21,Return on Equity (ROE),-5.93%,-5.84%,-44.33%,-3.92%,-1.55%,-3.64%,-,-,-1.70%,0.74%,-16.05%,-,7.05%,-3.17%,-,-,19.66%,1.76%,-,-,Upgrade,
22,Return on Assets (ROA),-2.29%,-2.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-3.29%,-3.25%,-32.71%,-1.93%,-0.49%,-0.48%,-,-,-1.04%,1.88%,-1.49%,-,8.20%,-0.66%,-,-,16.41%,3.13%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,13.27%,-,17.68%,-,12.75%,-,13.11%,-,Upgrade
25,Earnings Yield,-0.97%,-3.75%,-2.56%,-2.29%,0.06%,0.47%,0.49%,0.51%,-0.31%,-0.40%,-0.19%,-0.28%,0.00%,1.10%,2.32%,2.94%,2.62%,2.26%,1.30%,6.94%,10.21%,Upgrade
26,FCF Yield,0.29%,2.84%,1.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
