,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,154354,148133,173582,138561,111366,79050,91506,104131,103432,51059,63886,64558,90408,95532,203472,267243,250244,192024,175002,130812,149525,Upgrade
1,Market Cap Growth,87.39%,87.39%,89.70%,33.06%,7.67%,54.82%,43.23%,61.30%,14.41%,-46.55%,-68.60%,-75.84%,-63.87%,-50.25%,16.27%,104.29%,67.36%,17.28%,-8.59%,-43.71%,-11.69%,Upgrade
2,Enterprise Value,128873,130120,152836,120684,95473,62067,76053,88322,90550,33994,46658,46892,73314,75865,182734,243376,228356,168854,152325,106059,127240,Upgrade
3,Last Close Price,48.95,49.45,54.40,42.85,33.69,24.87,28.78,32.90,32.30,15.73,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,23.25,22.32,28.96,24.61,20.55,15.46,18.18,21.61,24.88,15.11,19.90,19.27,24.32,21.43,41.45,53.70,50.71,42.06,40.96,30.79,33.57,Upgrade
5,PS Ratio,4.80,4.80,5.90,4.65,3.64,2.60,2.91,3.18,3.23,1.62,1.88,1.74,2.36,2.47,5.33,7.34,7.23,5.99,5.90,4.60,5.26,Upgrade
6,PB Ratio,2.05,2.05,2.57,2.10,1.77,1.34,1.55,1.75,1.86,0.96,1.13,1.06,1.44,1.56,3.23,4.27,4.00,3.40,3.23,2.72,3.06,Upgrade
7,P/TBV Ratio,3.39,3.39,4.35,3.62,3.17,2.47,2.88,3.41,3.85,2.03,2.43,2.17,2.74,2.82,5.64,7.36,6.44,5.56,5.30,4.76,5.38,Upgrade
8,P/FCF Ratio,13.92,13.92,18.19,15.97,14.09,9.48,11.17,13.49,12.37,8.19,9.10,9.17,14.50,12.81,33.21,40.77,44.72,34.38,27.84,19.21,21.98,Upgrade
9,P/OCF Ratio,13.69,13.69,17.85,15.65,13.78,9.38,11.05,13.32,12.23,7.97,8.87,8.93,14.06,12.59,32.52,39.53,43.14,33.29,27.08,18.85,21.56,Upgrade
10,EV/Sales Ratio,4.18,4.22,5.19,4.05,3.12,2.04,2.42,2.69,2.83,1.08,1.38,1.26,1.91,1.96,4.79,6.69,6.60,5.26,5.13,3.73,4.47,Upgrade
11,EV/EBITDA Ratio,15.14,15.52,20.57,17.58,14.85,10.66,13.24,15.76,18.51,8.23,11.63,11.12,15.75,14.19,32.30,43.93,42.94,33.07,31.73,21.79,25.06,Upgrade
12,EV/EBIT Ratio,16.77,17.15,23.11,20.11,17.34,12.70,15.73,18.87,22.56,10.28,14.69,13.91,19.02,16.51,36.74,49.43,47.92,36.72,35.22,24.49,27.83,Upgrade
13,EV/FCF Ratio,12.11,12.23,16.01,13.91,12.08,7.44,9.29,11.44,10.83,5.45,6.65,6.66,11.76,10.17,29.83,37.13,40.81,30.23,24.23,15.58,18.71,Upgrade
14,Debt / Equity Ratio,0.06,0.06,0.10,0.10,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.11,0.10,0.11,0.10,0.10,0.10,0.11,0.00,0.00,0.00,Upgrade
15,Debt / EBITDA Ratio,0.50,0.47,0.73,0.81,0.86,1.12,1.03,1.08,1.11,1.21,1.34,1.70,1.81,1.44,1.27,1.19,1.03,1.13,0.03,0.03,0.03,Upgrade
16,Debt / FCF Ratio,0.40,0.40,0.68,0.75,0.84,0.79,0.81,0.87,0.81,1.08,0.97,0.94,1.05,0.88,1.07,1.00,1.17,1.13,0.02,0.02,0.02,Upgrade
17,Asset Turnover,0.34,0.35,0.35,0.37,0.36,0.41,0.41,0.44,0.44,0.42,0.40,0.46,0.46,0.47,0.46,0.50,0.49,0.50,0.48,0.57,Upgrade,
18,Inventory Turnover,1428.09,1006.00,1328.00,1682.95,2616.62,3074.18,2128.44,1442.77,1171.29,923.16,842.09,814.30,849.41,916.00,1142.77,1190.67,1048.93,744.29,680.29,666.77,662.76,Upgrade
19,Quick Ratio,2.06,2.06,2.09,2.42,2.22,2.17,2.22,2.11,2.03,1.80,2.04,2.04,2.32,2.30,2.53,2.79,3.02,3.13,2.77,2.88,2.93,Upgrade
20,Current Ratio,2.26,2.26,2.34,2.67,2.49,2.46,2.50,2.35,2.27,2.15,2.33,2.28,2.56,2.62,2.88,3.06,3.30,3.48,3.04,3.16,3.17,Upgrade
