,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Cash & Equivalents,10209,12251,10218,13567,12381,12950,12129,9555,8582,10044,8353,6591,5078,6822,10274,11128,9641,11776,12266,15426,Upgrade
1,Short-Term Investments,18354,12296,16407,9974,9843,10037,8362,11328,10331,11355,11681,12806,15163,15516,13281,14895,15168,9581,8674,7044,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,1029,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,28563,24547,26625,23541,22224,22987,20491,20883,18913,21399,20034,20426,20241,22338,23555,26023,24809,21357,20940,22470,Upgrade
4,Cash Growth,28.52%,6.79%,29.94%,12.73%,17.51%,7.42%,2.28%,2.24%,-6.56%,-4.20%,-14.95%,-21.51%,-18.41%,4.59%,12.49%,15.81%,19.91%,7.12%,15.29%,28.86%,Upgrade
5,Accounts Receivable,2935,3024,2808,2918,2502,2459,2722,2670,2916,2898,2513,3610,2686,2599,2817,2800,2162,1989,2084,2198,Upgrade
6,Other Receivables,-,-,-,179,-,-,-,253,-,-,-,187,-,-,-,188,-,-,-,203,Upgrade
7,Receivables,2935,3024,2808,3097,2502,2459,2722,2923,2916,2898,2513,3797,2686,2599,2817,2988,2162,1989,2084,2401,Upgrade
8,Inventory,18,14,11,8,5,6,12,14,20,23,23,24,27,21,18,18,25,30,26,26,Upgrade
9,Prepaid Expenses,-,-,-,2387,-,-,-,2005,-,-,-,2084,-,-,-,2121,-,-,-,1733,Upgrade
10,Restricted Cash,10,7,31,31,10,11,41,34,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Other Current Assets,3000,3198,3068,872,3338,3140,2579,700,4221,3398,2690,460,3152,3415,2564,537,3046,2235,2236,284,Upgrade
12,Total Current Assets,34526,30790,32543,29936,28079,28603,25845,26559,26070,27718,25260,26791,26106,28373,28954,31687,30042,25611,25286,26914,Upgrade
13,"Property, Plant & Equipment",1016,899,843,857,826,734,702,721,724,733,515,526,523,493,477,487,307,309,300,327,Upgrade
14,Long-Term Investments,24204,25847,20984,19840,18962,17967,17326,14332,14427,12075,14837,15403,15262,15913,15786,15328,13378,12134,6941,5667,Upgrade
15,Goodwill,19647,19646,19567,19542,19542,19538,19538,19493,19493,19493,19126,19121,19100,19062,19062,17492,17150,17140,17140,17140,Upgrade
16,Other Intangible Assets,4378,4435,4442,4469,4592,4639,4751,4848,4990,5268,5227,4324,2764,2740,2551,2020,1912,1953,1615,1622,Upgrade
17,Long-Term Deferred Tax Assets,388,369,360,352,375,343,352,347,392,399,357,346,340,339,308,303,217,214,191,192,Upgrade
