,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Revenue,91.02,91.02,109.52,109.52,92.63,95.98,-,65.31,14.92,6.17,-,0.57,0.43,0.54,0.04,0.75,0.44,1.33,50.09,76.61,Upgrade
1,Revenue Growth (YoY),-1.73%,-5.17%,-,67.69%,520.77%,1455.58%,-,11357.37%,3370.00%,1051.12%,-,-24.40%,-2.27%,-59.79%,-99.93%,-99.02%,-99.19%,-98.19%,-25.86%,-16.88%,Upgrade
2,Cost of Revenue,75.12,75.12,87.15,87.15,72.86,79.13,-,50.95,13.71,3.95,-,0.28,0.24,0.04,0.37,1.06,0.67,0.55,41.75,64.41,Upgrade
3,Gross Profit,15.9,15.9,22.36,22.36,19.76,16.85,-,14.36,1.21,2.22,-,0.29,0.19,0.5,-0.33,-0.3,-0.23,0.78,8.34,12.21,Upgrade
4,"Selling, General & Admin",17.05,17.05,25.1,25.1,19.8,17.07,-,11.51,7.35,4.76,-,4.79,5.84,4.26,4.66,3.31,3.97,5.51,22.86,13.75,Upgrade
5,Other Operating Expenses,-0.36,-0.36,-0.38,-0.38,-0.08,0.34,-,-0.12,-0,0.02,-,-0.01,-0.69,-0.03,0.31,-1.15,-0.5,-0.04,-0.45,-0.12,Upgrade
6,Operating Expenses,16.69,16.69,24.72,24.72,19.71,17.41,-,11.39,7.35,4.78,-,4.78,5.15,4.22,4.97,2.16,3.47,5.47,22.41,13.63,Upgrade
7,Operating Income,-0.79,-0.79,-2.36,-2.36,0.05,-0.56,-,2.96,-6.13,-2.56,-,-4.49,-4.96,-3.72,-5.3,-2.46,-3.71,-4.69,-14.07,-1.43,Upgrade
8,Interest Expense,-0.05,-0.05,-0.13,-0.13,-0.16,-0.18,-,-0.11,-0.15,-0.18,-,-0.06,-0.07,-0.08,-0.09,-0.11,-0.13,-0.08,-0.1,-0.12,Upgrade
9,Interest & Investment Income,0.02,0.02,0.1,0.1,0.19,0.02,-,0.01,-,-,-,0,-,0.01,0.01,0.02,0.19,0.01,0.02,0.02,Upgrade
10,Earnings From Equity Investments,-0.01,-0.01,-1.86,-1.86,-1.35,-0.02,-,-0.07,-0.03,-0.03,-,-0.04,0.03,-0.03,-1.11,-0.05,-0.03,-0.03,-0.07,-0.05,Upgrade
11,Currency Exchange Gain (Loss),0.75,0.75,-0.24,-0.24,-0.36,-0.45,-,-0.05,-0.17,-0.16,-,-0.04,-0,-0.01,-0.1,0.04,0.06,-0,-0.02,-0.23,Upgrade
