,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,8853,7658,8822,7748,11826,10788,11162,7524,5844,6663,Upgrade
1,Revenue Growth (YoY),0.35%,-1.17%,-25.40%,-28.18%,5.95%,43.38%,91.01%,12.93%,-32.83%,-32.36%,Upgrade
2,Cost of Revenue,8315,7181,8260,7242,11125,9906,10156,6892,5529,6301,Upgrade
3,Gross Profit,537.5,476.7,561.3,506.5,701.2,882.6,1006,632.1,314.4,362.3,Upgrade
4,"Selling, General & Admin",479.4,470.6,484.8,449.6,525.2,590.8,654.9,596.4,542.4,467.8,Upgrade
5,Other Operating Expenses,-1.3,-23.7,-21,-15.9,-,-,-,-,-,-,Upgrade
6,Operating Expenses,478.1,467.9,463.8,425.3,533.6,591.5,687.1,596.4,542.4,467.8,Upgrade
7,Operating Income,59.4,8.8,97.5,81.2,167.6,291.1,318.8,35.7,-228,-105.5,Upgrade
8,Interest Expense,-95.3,-91.4,-95.2,-91.5,-103.5,-66.2,-177.1,-124.4,-119.1,-129.2,Upgrade
9,Interest & Investment Income,2.1,3.7,1.9,11.5,2.5,10.8,3.7,7.2,6.3,15.6,Upgrade
10,Earnings From Equity Investments,58.3,12.1,42.9,11.3,124.6,135.4,153.6,36.3,30.5,9.3,Upgrade
11,Currency Exchange Gain (Loss),8,-10.9,0.1,-17.4,2.3,18.9,10.3,-31.3,3,13.2,Upgrade
12,Other Non Operating Income (Expenses),28.5,31.1,38.9,24.1,51.3,73.3,-5.2,-52.1,80.6,6.9,Upgrade
13,EBT Excluding Unusual Items,61,-46.6,86.1,19.2,244.8,463.3,304.1,-128.6,-226.7,-189.7,Upgrade
14,Merger & Restructuring Charges,-,-,-,-,-,10,-10,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,-0.1,-,-19.3,-50.8,-14.4,6.6,7.2,-2.3,21.8,Upgrade
16,Gain (Loss) on Sale of Assets,12.1,3.6,15,84.3,107.7,64.5,26.7,15.8,3.1,19.4,Upgrade
17,Asset Writedown,-,-35.2,-0.4,-0.4,-0.6,-21.6,-0.7,-456.5,-62.7,-0.3,Upgrade
18,Other Unusual Items,-,-,-,-,-,40.2,-,-,-,-,Upgrade
19,Pretax Income,73.1,-51.4,100.7,102.9,301.1,557,326.7,-521.2,-288.6,-99.8,Upgrade
20,Income Tax Expense,33.4,18,50.5,50.9,115.7,90.9,100.8,55.1,-0.7,35.1,Upgrade
21,Earnings From Continuing Operations,39.7,-69.4,50.2,52,185.4,466.1,225.9,-576.3,-287.9,-134.9,Upgrade
22,Minority Interest in Earnings,10.8,6.9,3,13,14.1,9.6,0.4,6.9,9.2,4.2,Upgrade
23,Net Income,50.5,-62.5,53.2,65,199.5,475.7,226.3,-569.4,-278.7,-130.7,Upgrade
24,Net Income to Common,50.5,-62.5,53.2,65,199.5,475.7,226.3,-569.4,-278.7,-130.7,Upgrade
25,Net Income Growth,-5.08%,-,-73.33%,-86.34%,-11.84%,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,Upgrade
27,Shares Outstanding (Diluted),1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,Upgrade
28,Shares Change (YoY),-,-,-0.00%,-,-,-,-,-0.00%,-,-,Upgrade
29,EPS (Basic),0.03,-0.04,0.03,0.04,0.12,0.30,0.14,-0.35,-0.17,-0.08,Upgrade
30,EPS (Diluted),0.03,-0.04,0.03,0.04,0.12,0.30,0.14,-0.36,-0.17,-0.08,Upgrade
31,EPS Growth,0%,-,-75.00%,-86.50%,-14.29%,-,-,-,-,-,Upgrade
32,Free Cash Flow,-259.6,53.8,-312.8,520.8,-423.3,533.7,-290.7,375.9,61.7,78.8,Upgrade
33,Free Cash Flow Per Share,-0.16,0.03,-0.19,0.32,-0.26,0.33,-0.18,0.23,0.04,0.05,Upgrade
34,Operating Margin,0.67%,0.11%,1.11%,1.05%,1.42%,2.70%,2.86%,0.47%,-3.90%,-1.58%,Upgrade
35,Profit Margin,0.57%,-0.82%,0.60%,0.84%,1.69%,4.41%,2.03%,-7.57%,-4.77%,-1.96%,Upgrade
36,Free Cash Flow Margin,-2.93%,0.70%,-3.55%,6.72%,-3.58%,4.95%,-2.60%,5.00%,1.06%,1.18%,Upgrade
37,EBITDA,238.7,91.5,285,122,353.3,327.3,519.9,59.4,3.8,-61,Upgrade
38,D&A For EBITDA,179.3,82.7,187.5,40.8,185.7,36.2,201.1,23.7,231.8,44.5,Upgrade
39,EBIT,59.4,8.8,97.5,81.2,167.6,291.1,318.8,35.7,-228,-105.5,Upgrade
