,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,423.63,459.11,502.22,706.49,1190,1617,1919,2346,2678,2536,2341,3213,2469,2752,2584,2620,2523,3341,3328,4355,Upgrade
1,Short-Term Investments,-,-,-,-,-,10,-,50,-,-,-,10,-,102.14,-,72.14,-,115,-,467.35,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,7.5,17.79,17.79,17.79,17.79,Upgrade
3,Cash & Short-Term Investments,423.63,459.11,502.22,706.49,1190,1627,1919,2396,2678,2536,2341,3223,2469,2854,2591,2699,2540,3474,3346,4840,Upgrade
4,Cash Growth,-64.39%,-71.78%,-73.83%,-70.52%,-55.58%,-35.83%,-18.02%,-25.65%,8.44%,-11.15%,-9.65%,19.40%,-2.80%,-17.86%,-22.56%,-44.23%,-44.79%,4.99%,43.13%,82.35%,Upgrade
5,Accounts Receivable,421.2,485.82,464.01,792.7,2070,2901,2784,3990,4678,5474,4950,6587,5934,6969,6643,8580,8554,11313,8477,11564,Upgrade
6,Other Receivables,240.72,115.79,59.7,17.61,72.84,98.52,57.57,19.75,158.44,162.53,688.21,860.35,406.73,201.57,162.24,112.81,95.18,96.14,95.39,102.53,Upgrade
7,Receivables,661.92,601.61,523.7,810.32,2143,3000,2842,4010,4837,5637,5639,7448,6341,7171,6805,8693,8650,11410,8572,11667,Upgrade
8,Inventory,617.59,678.82,707.16,736.73,3290,4089,5100,5337,6299,6637,7087,6696,6724,6583,6480,6497,8318,7255,6505,5605,Upgrade
9,Prepaid Expenses,-,9.16,-,10.47,-,1.05,-,18.73,-,13.02,-,20.71,-,17.38,-,22.72,-,9.19,-,13.94,Upgrade
10,Other Current Assets,913.53,833.21,930.02,920.83,1306,979.14,1346,1019,1821,1147,2018,1286,2460,1504,3778,1577,3213,1398,2923,1297,Upgrade
11,Total Current Assets,2617,2582,2663,3185,7929,9696,11206,12781,15634,15970,17085,18674,17994,18129,19654,19488,22721,23547,21346,23423,Upgrade
12,"Property, Plant & Equipment",2936,3079,3336,3455,4289,4449,4608,4800,5041,5218,5299,5251,5485,5765,5614,5829,5963,6040,6325,6198,Upgrade
13,Long-Term Investments,284.68,287.62,291.36,294.44,282.06,292.38,294.81,303,324.03,331.03,337.89,345.67,8.63,7.6,7.53,7.67,19.75,24.01,24.47,24.61,Upgrade
14,Goodwill,-,-,-,-,1626,1677,1677,1677,1927,1927,1927,1927,2024,2024,2024,2024,2322,2322,2322,2322,Upgrade
15,Other Intangible Assets,186.37,194.49,216.23,207.76,841.91,877.68,919.12,869.21,756.7,791.43,830.18,711.28,601.47,631.7,649.79,686.29,438.17,439.33,433.97,440.98,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,77.28,64.03,55.18,-,45.84,50.33,132.98,195.7,-,257.85,-,289.23,Upgrade
17,Long-Term Deferred Tax Assets,137.55,140.4,139.44,142.16,1738,1614,1566,1590,1205,1133,993.07,969.26,891.63,885.7,814.96,823.65,216.93,226.65,205.27,205.63,Upgrade
18,Long-Term Deferred Charges,224.34,234.43,238.82,262.57,754.81,766.63,765.25,849.9,978.78,953.33,891.61,877.96,1154,1081,1029,949.52,425.73,1142,1076,1025,Upgrade
19,Other Long-Term Assets,46.93,47.05,89.06,98.51,124.32,127.33,419.68,416.12,333.98,328.85,429.08,553.25,339.46,324.1,367.98,367.99,1233,346.03,617.46,349.1,Upgrade
20,Total Assets,6433,6565,6974,7645,17586,19501,21456,23287,26279,26717,27848,29310,28544,28899,30294,30372,33340,34344,32350,34277,Upgrade
21,Accounts Payable,2526,2637,2069,2880,3085,3820,3810,4056,4865,4742,5063,5219,5316,4892,5751,6289,6867,8297,6196,7736,Upgrade
22,Accrued Expenses,140.95,781.84,224.61,544.23,146.89,291.29,170.74,326.71,179.26,301.53,202.39,341.98,219.88,476.71,209.67,625.06,204.2,458.41,248.47,594.03,Upgrade
23,Short-Term Debt,8099,6220,7159,5979,4765,6741,5678,6623,6389,6099,5952,7179,6188,6458,6794,7144,8195,7975,8269,7971,Upgrade
24,Current Portion of Long-Term Debt,1854,1230,2460,1380,2233,1038,1397,1841,2425,2524,-,1704,1138,620.11,1234,239.49,1440,148.64,1278,354.11,Upgrade
25,Current Portion of Leases,-,1284,-,1360,-,820.84,-,848.96,-,71.64,-,86.33,-,951.68,-,73.66,-,986.27,-,1052,Upgrade
26,Current Income Taxes Payable,44.56,18.77,48.73,15.73,23.74,1.46,24.05,3.27,65.9,16.19,27.59,5.06,203.58,29.73,156.4,19.98,239.63,26.9,283.69,86.51,Upgrade
27,Current Unearned Revenue,56.87,54.64,52.13,48.46,49.55,50.47,94.77,44.29,166.78,187.14,207.08,131.11,172.82,97.54,84.71,60.58,96.9,70.23,-,-,Upgrade
28,Other Current Liabilities,37.79,55.06,26.6,92.87,2033,92.81,1430,67.09,600.37,334.97,3072,543.93,793.19,1148,1469,1923,-,22.37,57.65,1138,Upgrade
29,Total Current Liabilities,12759,12281,12040,12300,12336,12856,12605,13810,14691,14277,14525,15209,14031,14673,15698,16374,17043,17985,16333,18932,Upgrade
30,Long-Term Debt,326,371.05,507.56,466.49,598.38,967.97,1462,1458,2736,2466,2543,2630,2819,2805,3277,2759,1596,1693,1308,357.5,Upgrade
