,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,21243,22157,19268,19707,18793,20438,18866,20146,20073,19817,21243,23253,23802,24643,26178,26259,25583,24811,23041,24650,30764,Upgrade
1,Market Cap Growth,8.41%,8.41%,2.13%,-2.18%,-6.38%,3.14%,-11.19%,-13.36%,-15.67%,-19.58%,-18.85%,-11.45%,-6.96%,-0.68%,13.62%,6.53%,-16.84%,-9.40%,-17.23%,-17.82%,25.32%,Upgrade
2,Last Close Price,5.81,6.06,5.27,5.11,4.87,5.30,4.89,4.95,4.93,4.87,5.22,5.43,5.56,5.76,6.12,6.69,6.52,6.32,5.87,6.02,7.52,Upgrade
3,PE Ratio,4.24,4.43,3.78,3.76,3.55,3.58,3.27,3.44,3.44,3.41,3.67,4.01,4.12,4.29,4.55,4.59,4.52,4.52,4.03,4.30,5.56,Upgrade
4,PS Ratio,2.22,2.30,1.96,1.96,1.85,1.89,1.73,1.79,1.78,1.78,1.91,2.12,2.16,2.25,2.41,2.43,2.39,2.39,2.16,2.34,2.98,Upgrade
5,PB Ratio,0.35,0.33,0.29,0.30,0.30,0.33,0.31,0.33,0.34,0.34,0.38,0.42,0.44,0.47,0.51,0.57,0.58,0.58,0.55,0.59,0.76,Upgrade
6,P/FCF Ratio,0.91,0.95,-,3.41,-20.79,-,-,1.36,-,-1.40,-10.98,-,-,7.28,-,-,2.05,7.01,-,-,-,Upgrade
7,P/OCF Ratio,0.89,0.89,-,3.09,-32.94,-,-,1.32,-,-1.45,-14.17,-,-,6.02,-,-,1.96,5.95,-,-,-,Upgrade
8,Debt / Equity Ratio,2.85,2.85,2.96,3.19,2.78,2.77,2.77,2.58,2.72,2.89,2.79,2.91,2.68,2.45,2.67,2.96,3.12,3.56,3.99,3.72,3.71,Upgrade
9,Debt / FCF Ratio,8.20,8.20,-,36.19,-195.15,-,-,10.52,-,-11.75,-80.78,-,-,38.07,-,-,11.15,43.20,-,-,-,Upgrade
10,Return on Equity (ROE),8.09%,7.00%,9.70%,8.17%,9.32%,8.54%,10.94%,12.22%,10.31%,9.80%,11.92%,13.51%,11.16%,11.40%,14.42%,15.94%,13.76%,13.09%,15.22%,15.90%,Upgrade,
11,Return on Assets (ROA),0.75%,0.64%,0.89%,0.76%,0.85%,0.77%,0.99%,1.10%,0.92%,0.88%,1.06%,1.19%,0.97%,0.92%,1.10%,1.19%,1.02%,0.97%,1.11%,1.13%,Upgrade,
12,Earnings Yield,23.57%,23.79%,27.81%,27.93%,29.60%,29.25%,32.01%,30.40%,30.42%,30.70%,28.53%,26.08%,25.40%,24.38%,22.97%,22.80%,23.15%,23.21%,25.94%,24.35%,18.85%,Upgrade
13,FCF Yield,109.51%,104.99%,58.40%,29.32%,-4.81%,-74.98%,-23.57%,73.47%,-25.17%,-71.25%,-9.11%,-90.16%,-61.37%,13.74%,15.37%,62.35%,48.70%,14.27%,-73.26%,-2.06%,19.04%,Upgrade
14,Dividend Yield,5.01%,-,-,-,5.95%,-,-,-,6.08%,-,-,-,5.39%,-,-,-,4.60%,-,-,-,4.12%,Upgrade
15,Payout Ratio,68.49%,20.60%,151.11%,34.59%,85.84%,25.24%,146.98%,26.80%,56.30%,29.23%,132.99%,30.71%,66.05%,47.17%,142.13%,14.06%,87.08%,67.61%,149.49%,-,102.46%,Upgrade
16,Buyback Yield / Dilution,-0.35%,-0.08%,0.94%,-0.94%,-1.33%,1.32%,-1.26%,1.23%,0.79%,-0.80%,-2.66%,-15.30%,-13.21%,-14.03%,-8.91%,-0.12%,-0.65%,1.79%,-0.41%,-0.75%,-0.45%,Upgrade
17,Total Shareholder Return,4.66%,-0.08%,0.94%,-0.94%,4.62%,1.32%,-1.26%,1.23%,6.88%,-0.80%,-2.66%,-15.30%,-7.82%,-14.03%,-8.91%,-0.12%,3.95%,1.79%,-0.41%,-0.75%,3.67%,Upgrade
