,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,7958,8890,8800,10353,9821,9038,10686,7235,-,7737,7348,6407,5254,5858,6358,8908,4768,4995,4686,5435,Upgrade
1,Short-Term Investments,-,-,-,0.15,-,0.15,-,0.15,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,63.64,63.13,62.63,132.93,10.07,25,25,30.03,-,30.03,6,-,-,-,381.16,90.33,205.5,130.12,-,50.13,Upgrade
3,Cash & Short-Term Investments,8021,8954,8863,10486,9831,9064,10711,7265,-,7767,7354,6407,5254,5858,6739,8998,4974,5125,4686,5485,Upgrade
4,Cash Growth,-18.41%,-1.21%,-17.25%,44.33%,-,16.69%,45.64%,13.40%,-,32.58%,9.12%,-28.80%,5.63%,14.31%,43.81%,64.05%,21.62%,13.38%,7.69%,30.87%,Upgrade
5,Accounts Receivable,11012,14109,10606,11916,9303,13329,9407,12319,-,13556,12674,11363,11027,11167,11140,10909,11693,11335,10027,8644,Upgrade
6,Other Receivables,1712,2161,1592,2054,1306,1703,859.31,1530,-,1331,694.48,1436,522.81,536.32,454.68,1324,380.48,423.07,445.35,1177,Upgrade
7,Receivables,12724,16271,12198,13970,10608,15032,10266,13849,-,14887,13368,12799,11550,11703,11594,12233,12073,11759,10472,9821,Upgrade
8,Inventory,8541,8107,8337,8482,7857,8252,8676,7988,-,8070,9151,9064,6460,6080,7006,7951,6277,6382,5920,5560,Upgrade
9,Other Current Assets,3859,390.95,3913,336.45,4619,515.89,5013,399.96,-,423.93,1286,464.79,997.63,985.54,969.98,292.93,1043,1092,950.61,153.78,Upgrade
10,Total Current Assets,33145,33722,33310,33275,32915,32864,34666,29502,-,31148,31159,28734,24262,24627,26310,29475,24366,24358,22029,21020,Upgrade
11,"Property, Plant & Equipment",6842,6811,6809,6790,6432,6288,5996,5819,-,5620,5171,5077,3799,3674,3478,4283,3237,3162,2976,2999,Upgrade
12,Long-Term Investments,1066,1240,1083,1155,973.26,1176,1043,1124,-,1043,1185,1237,775.8,716.13,871.98,913.68,693.31,664.87,612.06,590.17,Upgrade
13,Goodwill,164.92,164.92,164.92,164.92,166.63,166.63,166.63,166.63,-,166.63,166.63,166.63,49.98,48.6,48.6,164.98,52.89,52.89,52.89,52.89,Upgrade
14,Other Intangible Assets,1406,1417,1411,1451,1471,1489,1506,1515,-,1310,1233,1253,947.56,960.64,947.8,1245,959.53,972.39,785.4,789.98,Upgrade
