,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,2014,1597,1095,1850,1440,1209,1204,1019,2315,3134,942.42,1430,1205,1541,1431,1440,1586,1272,683.21,1383,Upgrade
1,Other Revenue,-52,52,-,-,-43.97,43.97,-,-,-41.55,41.55,-,-,-50.94,50.94,-,95.8,-46.29,46.29,-,135.21,Upgrade
2,Revenue,1962,1649,1095,1850,1396,1253,1204,1019,2273,3176,942.42,1430,1154,1591,1431,1536,1539,1318,683.21,1518,Upgrade
3,Revenue Growth (YoY),40.56%,31.58%,-9.07%,81.55%,-38.61%,-60.53%,27.73%,-28.73%,97.03%,99.55%,-34.16%,-6.91%,-25.05%,20.74%,109.52%,1.19%,-3.73%,-14.38%,-60.50%,-,Upgrade
4,Cost of Revenue,1380,987.5,471.6,1458,812.39,538.51,526.31,931.27,1825,2694,474.41,1118,659.61,811.7,708.96,995.25,734.1,986.03,716.43,822.65,Upgrade
5,Gross Profit,582.01,661.72,622.95,391.97,583.15,714.89,677.41,87.81,448.24,481.5,468.01,311.98,494.14,779.77,722.49,540.85,805.25,332.11,-33.22,695.31,Upgrade
6,"Selling, General & Admin",39.92,35.5,31.11,128.29,37.02,36.89,34.37,78.56,38.16,39.12,32.04,118.62,32.03,40.11,32.06,69.98,33.13,31.75,25.36,73.79,Upgrade
7,Research & Development,-,-,-,-0.85,0.85,-,-,0.5,-,-,-,-,-,-,0.37,1.46,0.52,0.32,0.15,-,Upgrade
8,Other Operating Expenses,39.27,-10.47,7.6,59.64,-4.39,2.79,-6.21,73.02,-8.63,-0.21,-4.52,62.49,-1.26,21.79,12.22,124.1,-22.88,40.41,3.32,134.64,Upgrade
9,Operating Expenses,125.23,37.91,65.45,175.68,60.89,48.94,35.09,141.24,39.33,37.01,35.75,173.18,26.18,56.18,58.51,202.85,2.5,80.24,22.32,209.07,Upgrade
10,Operating Income,456.78,623.81,557.5,216.29,522.26,665.95,642.33,-53.43,408.91,444.49,432.26,138.8,467.96,723.59,663.98,338,802.75,251.87,-55.54,486.24,Upgrade
11,Interest Expense,-221.51,-226.75,-235.39,-294.01,-263.63,-280.82,-292.28,-264.55,-306.99,-322.75,-325.83,-329.42,-332.48,-344.16,-352.34,-349.25,-352.42,-364,-376.62,-379.72,Upgrade
12,Interest & Investment Income,6.76,57.58,33.47,-,106.88,-,74.8,6.89,7.8,98.98,75.73,98.95,37.78,59.52,78.42,40.04,66.44,93.34,62.1,58.89,Upgrade
13,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.52,3.34,-3.34,-,-,Upgrade
14,Other Non Operating Income (Expenses),-0.18,-0.85,-0.13,-44.07,4.01,1.09,0.22,-26.79,-1.08,-0.98,1.12,-11.07,-7.65,6.09,-2.19,15.73,2.37,-0.75,-2.14,-10.36,Upgrade
15,EBT Excluding Unusual Items,241.85,453.78,355.44,-121.79,369.52,386.22,425.06,-337.88,108.64,219.74,183.28,-102.73,165.61,445.04,387.88,57.04,522.49,-22.89,-372.2,155.05,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-10.25,-,-,-,-38.33,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
