,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,26.55,47.71,73.31,71.68,98.56,92.92,154.38,167.68,149.9,168.3,Upgrade
1,Cash & Short-Term Investments,26.55,47.71,73.31,71.68,98.56,92.92,154.38,167.68,149.9,168.3,Upgrade
2,Cash Growth,-63.79%,-33.44%,-25.62%,-22.85%,-36.16%,-44.59%,2.99%,-0.37%,-3.24%,7.43%,Upgrade
3,Accounts Receivable,10.48,19.44,19.65,36.09,35.95,46.89,23.59,21.62,16.77,29.24,Upgrade
4,Other Receivables,5.99,8.56,6.53,8.61,6.5,10.49,7.33,8.26,7.48,8.66,Upgrade
5,Receivables,16.47,28,26.18,44.7,42.45,57.37,30.92,29.88,24.25,37.9,Upgrade
6,Inventory,6.45,7.88,11.98,13.29,20.3,40.32,42.45,25.1,37.51,27.86,Upgrade
7,Prepaid Expenses,9,4.38,9.09,7.17,14.81,11.39,22.35,17.43,23.98,26.94,Upgrade
8,Other Current Assets,2.38,5.18,2.39,2.32,-,0.53,-,1.54,-,0.56,Upgrade
9,Total Current Assets,60.84,93.15,122.95,139.17,176.12,202.53,250.1,241.63,235.64,261.56,Upgrade
10,"Property, Plant & Equipment",583.77,677.04,682.23,715.01,678.35,755.08,803.59,813.61,768.62,790.21,Upgrade
11,Long-Term Investments,1.43,1.5,1.5,1.63,1.69,1.83,1.85,1.89,1.47,1.68,Upgrade
12,Goodwill,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,Upgrade
13,Other Intangible Assets,20.23,21.74,100.05,104.41,137.38,142.89,135.11,140.12,145.16,150.38,Upgrade
14,Long-Term Accounts Receivable,-,-,0.78,1.52,-,-,1.92,4.72,7.4,9.98,Upgrade
15,Other Long-Term Assets,0.56,0.23,0.22,0.63,0.62,2.14,2.14,1.73,2.7,2.68,Upgrade
16,Total Assets,672.47,799.3,913.38,968.02,999.81,1110,1200,1209,1167,1222,Upgrade
17,Accounts Payable,12.74,13.42,15.86,14.29,30.15,27.48,31.79,39.08,35.24,28.63,Upgrade
18,Accrued Expenses,-,9.84,-,7.22,-,10.97,-,13.88,-,13.83,Upgrade
19,Current Portion of Long-Term Debt,40.62,10.95,12.69,32.2,2.94,0.5,-,0.24,0.43,0.41,Upgrade
20,Current Portion of Leases,2.08,1.86,3.21,3.8,3.42,3.58,3.75,4.41,5.57,5.21,Upgrade
21,Current Income Taxes Payable,0.07,0.07,13.37,13.37,21.8,22.72,20.17,20.56,23.94,29.39,Upgrade
22,Current Unearned Revenue,0.1,0.39,1.3,1.43,0.84,1.43,2.19,1.33,1.22,0.91,Upgrade
23,Other Current Liabilities,24.84,15.36,20,14.27,18.88,34.83,47.15,34.89,44.63,35.91,Upgrade
24,Total Current Liabilities,80.45,51.89,66.41,86.58,78.01,101.51,105.04,114.39,111.04,114.28,Upgrade
25,Long-Term Debt,362.64,383.16,378.24,350.39,371.67,368.17,403.62,401.86,401.88,398.59,Upgrade
26,Long-Term Leases,13.9,12.21,12.58,14.13,15.65,18.52,20.9,19.74,17.09,20.37,Upgrade
27,Long-Term Deferred Tax Liabilities,47.63,65,92.05,96.11,96,105.23,100.97,97.59,85.91,95.73,Upgrade
28,Total Liabilities,504.63,512.25,549.27,547.21,561.34,593.43,630.53,633.58,615.93,628.96,Upgrade
29,Common Stock,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,Upgrade
30,Additional Paid-In Capital,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,Upgrade
31,Retained Earnings,-1591,-1497,-1445,-1404,-1387,-1336,-1295,-1303,-1316,-1292,Upgrade
32,Comprehensive Income & Other,61.53,67.47,55.26,61.55,44.97,59.67,59.55,64.21,44.58,50.94,Upgrade
33,Total Common Equity,664.21,764.05,803.66,851.21,851.36,917.48,958.53,954.27,922.11,952.79,Upgrade
34,Minority Interest,-496.36,-476.99,-439.56,-430.39,-412.9,-400.8,-388.69,-378.51,-371.4,-359.62,Upgrade
35,Shareholders' Equity,167.85,287.05,364.1,420.81,438.46,516.68,569.83,575.76,550.71,593.17,Upgrade
36,Total Liabilities & Equity,672.47,799.3,913.38,968.02,999.81,1110,1200,1209,1167,1222,Upgrade
37,Total Debt,419.25,408.17,406.7,400.51,393.68,390.78,428.26,426.25,424.98,424.58,Upgrade
38,Net Cash (Debt),-392.7,-360.46,-333.39,-328.83,-295.12,-297.86,-273.88,-258.57,-275.08,-256.28,Upgrade
39,Net Cash Per Share,-0.21,-0.19,-0.18,-0.18,-0.16,-0.16,-0.15,-0.14,-0.15,-0.14,Upgrade
40,Filing Date Shares Outstanding,1855,1855,1855,1855,1855,1855,1855,1855,1855,1855,Upgrade
41,Total Common Shares Outstanding,1855,1855,1855,1855,1855,1855,1855,1855,1855,1855,Upgrade
42,Working Capital,-19.61,41.26,56.54,52.6,98.1,101.02,145.06,127.24,124.6,147.28,Upgrade
43,Book Value Per Share,0.36,0.41,0.43,0.46,0.46,0.49,0.52,0.51,0.50,0.51,Upgrade
44,Tangible Book Value,638.33,736.66,697.96,741.14,708.34,768.94,817.76,808.5,771.3,796.76,Upgrade
45,Tangible Book Value Per Share,0.34,0.40,0.38,0.40,0.38,0.41,0.44,0.44,0.42,0.43,Upgrade
46,Land,-,152.74,-,146.91,-,140.22,-,138.4,-,119.37,Upgrade
47,Buildings,-,59.65,-,59.59,-,58.68,-,58.63,-,58.62,Upgrade
48,Machinery,-,201.82,-,201.71,-,201.24,-,201.28,-,200.95,Upgrade
49,Construction In Progress,-,18.06,-,18.08,-,18.57,-,18.29,-,17.94,Upgrade
50,Leasehold Improvements,-,6.9,-,6.9,-,6.9,-,6.65,-,6.65,Upgrade
