,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,70,130,83,102,158,176,219,241,156,364,482,Upgrade
1,Market Cap Growth,27.27%,27.27%,-47.06%,-42.11%,-27.97%,-26.92%,40.48%,-33.67%,-67.69%,-37.78%,-60.61%,Upgrade
2,Enterprise Value,-33,13,-23,0,40,73,104,121,60,260,465,Upgrade
3,Last Close Price,0.04,0.07,0.04,0.06,0.09,0.10,0.12,0.13,0.08,0.20,0.26,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,15.06,-9.04,-,-,Upgrade
5,PS Ratio,1.04,1.91,0.92,0.85,0.96,0.66,0.68,0.66,0.48,1.16,1.29,Upgrade
6,PB Ratio,0.11,0.77,0.29,0.28,0.37,0.40,0.42,0.42,0.27,0.66,0.81,Upgrade
7,P/TBV Ratio,0.20,0.20,0.11,0.15,0.21,0.25,0.28,0.29,0.19,0.47,0.61,Upgrade
8,P/FCF Ratio,-,-,-,-4.26,-,-,-,50.56,-,59.92,-,Upgrade
9,P/OCF Ratio,-,-,-,-11.06,-,-,-,6.73,4.05,10.47,4.31,Upgrade
10,EV/Sales Ratio,0.20,0.20,-,0.00,0.24,0.27,0.32,0.33,0.18,0.83,1.24,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,2.70,2.48,2.55,-,17.61,Upgrade
12,EV/FCF Ratio,1.16,-,-,-0.02,-,-,-,25.41,-,42.89,-,Upgrade
13,Debt / Equity Ratio,2.50,2.50,1.42,1.12,0.95,0.90,0.76,0.75,0.74,0.77,0.72,Upgrade
14,Debt / FCF Ratio,-,-,-,-16.97,-,-,-,89.78,-,70.04,-,Upgrade
15,Earnings Yield,-206.73%,-112.23%,-111.50%,-56.84%,-43.22%,-55.20%,-16.88%,6.64%,-11.06%,-40.08%,-29.82%,Upgrade
16,FCF Yield,-40.40%,-21.63%,-7.51%,-23.49%,-22.81%,-15.05%,-8.13%,1.98%,4.72%,1.67%,17.24%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
