,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Jan '25 Jan 2, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,39,65,78,72,76,106,143,168,209,127,203,200,205,231,164,48,55,60,39,73,99,Upgrade
1,Market Cap Growth,-38.46%,-38.46%,-45.71%,-57.07%,-63.53%,-16.13%,-29.29%,-16.33%,2.00%,-45.10%,23.87%,317.67%,273.85%,285.06%,317.10%,-34.07%,-44.84%,-34.78%,-70.12%,-59.91%,-66.49%,Upgrade
2,Enterprise Value,57,88,100,89,93,123,160,161,202,98,174,180,185,216,148,35,41,51,31,64,90,Upgrade
3,Last Close Price,0.10,0.16,0.19,0.18,0.19,0.26,0.35,0.41,0.51,0.31,0.49,0.49,0.50,0.65,0.46,0.20,0.23,0.25,0.22,0.42,0.57,Upgrade
4,PS Ratio,0.83,1.39,1.18,1.04,0.88,1.29,1.94,2.20,2.76,1.65,2.70,2.73,3.26,3.85,3.20,1.07,1.20,1.27,0.73,1.24,1.56,Upgrade
5,PB Ratio,9.08,15.13,17.96,3.71,-,2.22,2.11,2.47,-,1.54,2.21,2.18,-,3.55,3.58,1.05,-,1.17,0.92,1.71,-,Upgrade
6,P/TBV Ratio,-,-,-,8.08,-,2.84,2.49,2.92,-,1.68,2.38,2.36,-,3.95,3.58,1.05,-,1.17,0.92,1.71,-,Upgrade
7,P/FCF Ratio,10.61,45.05,107.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,15.79,39.53,93.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,1.21,1.85,1.52,1.29,1.08,1.49,2.16,2.12,2.67,1.28,2.32,2.46,2.94,3.59,2.90,0.77,0.91,1.09,0.57,1.09,1.42,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-8.61,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,15.44,60.31,137.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,6.32,6.32,6.32,1.83,-,0.73,0.51,0.51,-,0.43,0.11,0.11,-,0.18,0.11,0.11,-,0.09,0.61,0.61,-,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,-,-,-,44.05,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / FCF Ratio,7.39,18.82,37.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Asset Turnover,0.72,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Inventory Turnover,9.36,11.17,9.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Quick Ratio,0.49,0.49,0.49,0.50,-,0.65,-,0.56,-,0.85,-,2.04,-,1.27,-,2.39,-,2.20,-,1.50,-,Upgrade
18,Current Ratio,0.76,0.76,0.76,0.82,-,1.31,-,1.44,-,1.60,-,3.09,-,1.76,-,3.79,-,3.94,-,1.84,-,Upgrade
19,Return on Equity (ROE),-623.06%,-227.41%,-299.64%,-,-67.00%,-40.12%,-,-,-10.02%,-25.31%,-,-,-46.30%,-133.25%,-,-,-21.02%,-26.91%,-,-,Upgrade,
20,Return on Assets (ROA),-22.69%,-19.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
21,Return on Capital (ROIC),-41.23%,-30.21%,-29.43%,-,-24.03%,-14.13%,-,-,-12.37%,-15.71%,-,-,-21.52%,-20.10%,-,-,-11.18%,-12.25%,-,-,Upgrade,
22,Earnings Yield,-111.48%,-66.89%,-60.14%,-65.03%,-37.07%,-29.55%,-16.70%,-13.65%,-7.94%,-10.74%,-8.82%,-13.59%,-16.60%,-13.80%,-17.08%,-32.49%,-43.65%,-36.38%,-48.77%,-26.40%,-7.49%,Upgrade
23,FCF Yield,9.43%,2.22%,0.93%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Buyback Yield / Dilution,-,-,-,-,-,-,0.11%,-3.09%,-15.11%,-34.43%,-2.93%,-65.37%,-91.76%,-90.22%,2.45%,-50.00%,-15.85%,-,-154.97%,-,Upgrade,
25,Total Shareholder Return,-,-,-,-,-,-,0.11%,-3.09%,-15.11%,-34.43%,-2.93%,-65.37%,-91.76%,-90.22%,2.45%,-50.00%,-15.85%,-,-154.97%,-,Upgrade,
