,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,235.89,238.29,242.93,221.29,179.68,174.36,176.97,216.82,213.66,219.18,184.28,172.47,186.53,206.67,187.43,162.74,166,188.03,188.03
1,Other Revenue,-0.31,0.31,-,0.48,-0.08,0.08,-,0.74,-0.27,0.27,-,0.57,-0.3,0.3,-,1.11,-0.31,0.15,0.15
2,Revenue,235.57,238.6,242.93,221.78,179.6,174.44,176.97,217.56,213.39,219.45,184.28,173.04,186.22,206.97,187.43,163.85,165.69,188.19,188.19
3,Revenue Growth (YoY),31.16%,36.78%,37.28%,1.94%,-15.83%,-20.51%,-3.97%,25.73%,14.59%,6.03%,-1.68%,5.61%,12.39%,9.98%,-0.40%,-,-,-,-
4,Cost of Revenue,232.75,220,222.1,198.72,153.14,130.04,132.97,160.38,163.85,171.25,145.72,128.67,133.76,151.35,125.72,45.54,165.78,119.92,119.92
5,Gross Profit,2.83,18.6,20.83,23.06,26.46,44.4,43.99,57.18,49.54,48.2,38.56,44.37,52.46,55.62,61.71,118.3,-0.09,68.27,68.27
6,"Selling, General & Admin",23.22,22.38,22.72,27,24.86,23.78,19.38,20.07,26.67,21.24,18.09,16.91,16.09,13.08,13.55,63.77,-31.89,15.95,15.95
7,Research & Development,5.1,11.02,5.98,12.64,5.7,6.17,6.51,10.16,8.93,5.6,6.02,9.37,6.9,4.49,3.98,21.31,-8.13,4.07,4.07
8,Other Operating Expenses,0.13,0.78,0.5,-2.04,-0.28,1.01,0.75,4.2,0.44,-0.87,0.36,8.37,-4.82,-0.2,1.22,3.82,-2.16,1.08,1.08
9,Operating Expenses,27.46,36.13,34.65,43.23,30.26,28.82,25.62,40.4,33.5,27.83,25.33,34.32,17.89,18.43,19.65,88.9,-44.1,22.05,22.05
10,Operating Income,-24.63,-17.53,-13.82,-20.17,-3.79,15.59,18.37,16.78,16.04,20.37,13.23,10.05,34.57,37.19,42.06,29.4,44.01,46.21,46.21
11,Interest Expense,-0.36,-0.48,-0.06,-0.95,-1.18,-,-1.11,-0.22,-0.71,-,-1.44,-1.33,-1.35,-1.34,-1.26,-4.6,-2.06,-0.98,-0.98
12,Interest & Investment Income,4.1,4.66,4.01,5.95,7.76,7.34,2.75,7.28,8.12,8.34,7.71,2.01,2.09,2.23,2.17,5.21,1.95,1.03,1.03
13,Currency Exchange Gain (Loss),-,-,-,1.55,-,-,-,7.07,-,-,-,-1.6,-,-,-,-1.56,-0.5,0.25,0.25
14,Other Non Operating Income (Expenses),-0.89,0.94,0.17,-2.42,-0.19,2.76,-0.83,-2.62,0.9,1.18,0.3,-0.16,0.75,-1.37,0.16,0.21,-0.11,-0.1,-0.1
15,EBT Excluding Unusual Items,-21.78,-12.41,-9.7,-16.04,2.6,25.69,19.18,28.29,24.35,29.89,19.8,8.98,36.05,36.71,43.13,28.67,43.28,46.43,46.43
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-0.01,0.01,-,0.04,-0.06,0.1,-,2.86,0,-0,-0
17,Gain (Loss) on Sale of Assets,-0,1.96,-,0.08,0.03,-,-,0.03,-,-0.02,-,0.02,-0,-,-0.08,-,-,-,-
18,Asset Writedown,0.05,-0.05,-,-0.01,-,-,-,-0.09,-,-,-,-,-,-,-,-0.01,-,-,-
19,Other Unusual Items,0.92,1.09,-0.16,-0.75,0.52,-0.56,-,4.63,-0.24,0.24,-,6.73,0.04,-0.04,-,1.24,-0.05,0.03,0.03
20,Pretax Income,-20.81,-9.41,-9.86,-16.72,3.15,25.13,19.18,32.86,24.11,30.11,19.8,15.78,36.03,36.77,43.06,32.75,43.24,46.45,46.45
21,Income Tax Expense,-0.09,-1.38,2.88,9.77,1.91,1.73,2.3,4.61,2.89,0.71,3.82,-1.18,5.19,5.36,6.99,4.82,6.88,7.25,7.25
22,Earnings From Continuing Operations,-20.72,-8.03,-12.75,-26.49,1.24,23.41,16.87,28.25,21.22,29.4,15.99,16.96,30.84,31.41,36.07,27.93,36.36,39.2,39.2
23,Minority Interest in Earnings,0.02,-,-,-,-,-,-,0.56,-,-1.25,1.25,0.06,0.53,0.46,1.17,0.78,0.11,0,0
24,Net Income,-20.7,-8.03,-12.75,-26.49,1.24,23.41,16.87,28.81,21.22,28.15,17.24,17.03,31.37,31.87,37.24,28.7,36.47,39.2,39.2
25,Net Income to Common,-20.7,-8.03,-12.75,-26.49,1.24,23.41,16.87,28.81,21.22,28.15,17.24,17.03,31.37,31.87,37.24,28.7,36.47,39.2,39.2
26,Net Income Growth,-,-,-,-,-94.15%,-16.84%,-2.10%,69.23%,-32.38%,-11.66%,-53.72%,-40.69%,-13.98%,-18.72%,-5.00%,-,-,-,-
27,Shares Outstanding (Basic),177,203,212,129,220,192,211,190,211,203,192,153,149,151,149,150,-,151,151
28,Shares Outstanding (Diluted),177,203,212,129,220,192,211,190,211,203,192,153,149,151,149,150,-,151,151
29,Shares Change (YoY),-19.56%,5.78%,0.72%,-32.14%,4.38%,-5.53%,10.13%,24.20%,41.06%,34.08%,28.56%,1.79%,-,0.47%,-1.20%,-,-,-,-
30,EPS (Basic),-0.12,-0.04,-0.06,-0.21,0.01,0.12,0.08,0.15,0.10,0.14,0.09,0.11,0.21,0.21,0.25,0.19,-,0.26,0.26
31,EPS (Diluted),-0.12,-0.04,-0.06,-0.21,0.01,0.12,0.08,0.15,0.10,0.14,0.09,0.11,0.21,0.21,0.25,0.19,-,0.26,0.26
32,EPS Growth,-,-,-,-,-94.39%,-11.97%,-11.11%,36.25%,-52.06%,-34.12%,-64.00%,-41.73%,-,-19.10%,-3.85%,-,-,-,-
33,Free Cash Flow,59.36,-42.64,-69.7,-75.15,10.19,8.56,-17.92,-10.23,-3.23,-136.38,-105.64,-161.68,-34.15,-49.22,48.02,29.68,44.91,28.19,28.19
34,Free Cash Flow Per Share,0.34,-0.21,-0.33,-0.58,0.05,0.04,-0.08,-0.05,-0.02,-0.67,-0.55,-1.06,-0.23,-0.32,0.32,0.20,-,0.19,0.19
35,Dividend Per Share,-,-,-,0.075,-,-,-,0.100,-,-,-,1.000,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-25.00%,-,-,-,-90.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,1.20%,7.80%,8.57%,10.40%,14.73%,25.45%,24.86%,26.28%,23.22%,21.96%,20.93%,25.64%,28.17%,26.87%,32.93%,72.20%,-0.05%,36.28%,36.28%
38,Operating Margin,-10.45%,-7.35%,-5.69%,-9.10%,-2.11%,8.93%,10.38%,7.71%,7.52%,9.28%,7.18%,5.81%,18.56%,17.97%,22.44%,17.94%,26.56%,24.56%,24.56%
39,Profit Margin,-8.79%,-3.36%,-5.25%,-11.95%,0.69%,13.42%,9.54%,13.24%,9.94%,12.83%,9.35%,9.84%,16.85%,15.40%,19.87%,17.52%,22.01%,20.83%,20.83%
40,Free Cash Flow Margin,25.20%,-17.87%,-28.69%,-33.89%,5.67%,4.90%,-10.13%,-4.70%,-1.51%,-62.15%,-57.32%,-93.44%,-18.34%,-23.78%,25.62%,18.12%,27.10%,14.98%,14.98%
41,EBITDA,-17.29,1.17,-6.49,-12.84,-0.18,19.39,21.98,20.4,19.61,24.01,16.8,13.62,37.76,40.34,45.26,32.59,44.81,47.01,47.01
42,EBITDA Margin,-7.34%,0.49%,-2.67%,-5.79%,-0.10%,11.11%,12.42%,9.37%,9.19%,10.94%,9.12%,7.87%,20.28%,19.49%,24.15%,19.89%,27.04%,24.98%,24.98%
43,D&A For EBITDA,7.33,18.7,7.33,7.33,3.62,3.8,3.62,3.62,3.57,3.64,3.57,3.57,3.19,3.14,3.19,3.19,0.8,0.8,0.8
44,EBIT,-24.63,-17.53,-13.82,-20.17,-3.79,15.59,18.37,16.78,16.04,20.37,13.23,10.05,34.57,37.19,42.06,29.4,44.01,46.21,46.21
45,EBIT Margin,-10.45%,-7.35%,-5.69%,-9.10%,-2.11%,8.93%,10.38%,7.71%,7.52%,9.28%,7.18%,5.81%,18.56%,17.97%,22.44%,17.94%,26.56%,24.56%,24.56%
46,Effective Tax Rate,-,-,-,-,60.59%,6.86%,12.00%,14.03%,11.99%,2.35%,19.27%,-,14.41%,14.58%,16.23%,14.72%,15.90%,15.61%,15.61%
47,Revenue as Reported,235.57,238.6,242.93,221.78,179.6,174.44,176.97,217.56,213.39,219.45,184.28,173.04,186.22,206.97,187.43,705.91,-,-,-
