,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,169,75,122,108,108,122,145,136,108,164,141,159,206,276,211,141,150,89,145,154,224,Upgrade
1,Market Cap Growth,-38.46%,-38.46%,-16.13%,-20.69%,0%,-25.71%,3.33%,-14.71%,-47.73%,-40.68%,-33.33%,13.33%,37.50%,211.52%,45.63%,-8.80%,-33.12%,-68.33%,-55.71%,-58.75%,-45.45%,Upgrade
2,Enterprise Value,147,55,101,82,82,88,111,95,67,119,96,110,156,217,152,96,105,50,106,142,212,Upgrade
3,Last Close Price,0.04,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.06,0.04,0.03,0.03,0.02,0.03,0.03,0.05,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.74,Upgrade
5,PS Ratio,4.86,2.16,5.20,6.51,4.95,-,5.22,5.02,5.15,5.05,4.44,4.60,6.89,12.14,9.64,-,9.12,3.17,3.18,2.51,2.51,Upgrade
6,PB Ratio,11.27,5.76,9.36,6.30,-,5.52,5.24,4.90,-,5.05,3.48,3.95,-,5.44,3.85,2.56,-,2.21,2.88,3.06,-,Upgrade
7,P/TBV Ratio,5.01,5.01,8.14,5.86,-,5.29,5.30,4.96,-,5.06,3.63,4.12,-,5.92,3.73,2.49,-,2.24,2.83,3.01,-,Upgrade
8,P/FCF Ratio,-,441.04,1433.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,441.04,1433.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,4.23,1.57,4.33,4.96,3.78,-,3.99,3.50,3.19,3.68,3.03,3.17,5.22,9.55,6.94,-,6.40,1.80,2.34,-,2.38,Upgrade
11,EV/EBITDA Ratio,-,-14.34,-22.05,-,-49.72,-,-,-8.81,-,-,-,-,-,-,-,-,-,2.74,-,3.41,3.92,Upgrade
12,EV/EBIT Ratio,-,-14.29,-21.99,-,-49.22,-,-,-8.77,-,-,-,-,-,-,-,-,-,3.18,-,3.65,4.12,Upgrade
13,EV/FCF Ratio,-,320.72,1192.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.03,0.06,-,0.05,0.01,0.01,-,0.01,0.17,0.17,-,0.04,0.05,0.05,-,0.69,0.79,0.79,-,Upgrade
15,Debt / EBITDA Ratio,-,0.12,0.12,-,-,-,-,0.13,-,-,-,-,-,-,-,-,-,1.91,-,2.52,-,Upgrade
16,Debt / FCF Ratio,-,2.58,5.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.78,1.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,622.69,801.32,801.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,2.04,2.04,2.04,1.91,-,2.95,-,2.88,-,2.90,-,1.72,-,5.35,-,5.89,-,1.74,-,1.57,-,Upgrade
20,Current Ratio,2.04,2.04,2.04,2.06,-,2.98,-,3.00,-,2.90,-,1.76,-,5.36,-,5.99,-,1.74,-,1.66,-,Upgrade
21,Return on Equity (ROE),-62.82%,-54.28%,-93.92%,-,-,-60.23%,-,-,-15.01%,-52.34%,-,-,-14.80%,-19.16%,-,-,19.58%,-72.55%,-,-,Upgrade,
22,Return on Assets (ROA),7.85%,6.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),14.74%,12.54%,-79.60%,-,-,-30.27%,-,-,-20.34%,-20.96%,-,-,-8.61%,-13.77%,-,-,9.86%,-3.62%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-29.06%,-35.10%,-,-,-,-,-38.96%,-,-,-,-,-,-,-,-,-,31.42%,-,56.00%,-,Upgrade
25,Earnings Yield,-5.40%,-12.16%,-6.08%,-8.12%,-5.31%,-,-6.14%,-7.17%,-11.59%,-8.34%,-10.30%,-12.05%,-7.02%,-5.22%,-6.05%,-,-27.62%,-36.75%,-16.70%,-3.68%,17.41%,Upgrade
26,FCF Yield,-2.41%,0.23%,0.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-0.06%,-0.32%,-0.32%,-,-0.27%,-,-,0.00%,-,Upgrade,
28,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-0.06%,-0.32%,-0.32%,-,-0.27%,-,-,0.00%,-,Upgrade,
