,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,6660,5642,6847,6605,4999,5727,5674,5466,-,5315,4344,5219,5621,6593,-,4297,-,4741,4585,4056,Upgrade
1,Trading Asset Securities,343.99,437.53,293.35,257.85,259.82,243.05,229.55,231.74,-,226.63,231.89,270.27,275.38,200.78,-,196.04,-,203.85,226.85,259.88,Upgrade
2,Accounts Receivable,11604,12267,13089,11554,13013,14018,12720,11558,-,11994,12872,12587,9450,9266,-,9329,-,7794,6993,4951,Upgrade
3,Other Receivables,718.42,2020,764.12,825.28,501.33,1303,426.85,772.13,-,1238,297.41,608.18,486.48,991.54,-,542.45,-,1019,378.76,456.51,Upgrade
4,Inventory,119.41,109.69,93.2,87.77,126.72,123.43,115.82,97.28,-,114.59,97.97,96.65,120.26,121.31,-,104.42,-,123.39,108.63,106.49,Upgrade
5,Loans Receivable Current,-,-,-,-,-,45.85,-,45.85,-,-,-,46.65,-,-,-,-,-,95,-,60,Upgrade
6,Other Current Assets,1120,23.43,1128,481.58,1594,30.69,1468,403.99,-,-,988.14,309.36,2319,4.53,-,412.79,-,1.62,1005,290.64,Upgrade
7,Total Current Assets,20566,20499,22215,19812,20494,21490,20635,18576,-,18888,18831,19137,18273,17177,-,14882,-,13977,13297,10181,Upgrade
8,"Property, Plant & Equipment",65161,63744,63453,62411,61230,59266,58584,57395,-,53804,53972,52567,48862,45681,-,44619,-,41117,42175,40844,Upgrade
9,Goodwill,875.16,65.86,875.16,65.86,995.19,114.13,995.19,114.13,-,114.13,1049,114.13,1190,190.05,-,190.05,-,190.05,1227,190.05,Upgrade
10,Other Intangible Assets,2796,4608,2766,4581,2572,4716,2414,4658,-,4741,2159,4874,1533,4302,-,4411,-,3979,987.3,4049,Upgrade
11,Long-Term Investments,1747,1715,1752,1736,1729,1688,1762,1781,-,3418,3507,3393,3543,3600,-,3716,-,3673,2422,2328,Upgrade
