,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,4372,3944,6516,5322,4575,4223,6326,5361,4606,3861,6203,5297,4008,3457,5954,4971,3754,3014,5265,4162,Upgrade
1,Revenue Growth (YoY),-4.43%,-6.62%,3.01%,-0.72%,-0.68%,9.39%,1.98%,1.20%,14.92%,11.66%,4.17%,6.57%,6.79%,14.69%,13.10%,19.44%,-9.81%,10.35%,-1.29%,1.48%,Upgrade
2,Fuel & Purchased Power,-4744,4744,-,9365,-4751,4751,-,9187,-4546,4546,-,9054,-4653,4653,-,8804,-4250,4250,-,2300,Upgrade
3,Operations & Maintenance,-174.73,174.73,-,321.73,-247.25,247.25,-,560.5,-232.49,232.49,-,549.61,-283.03,234.24,-,594.66,-271.26,271.26,-,198.74,Upgrade
4,"Selling, General & Admin",577.98,-147.79,171.88,-505.62,543.2,-128.28,153.07,-387.19,432.46,-109.99,139.19,-357.81,395.13,-104.57,130.96,-299.54,332.73,-75.11,101.74,8.42,Upgrade
5,Depreciation & Amortization,-2035,2035,-,3848,-1914,1914,-,3681,-1795,1795,-,3122,-1511,1511,-,2811,-1325,1325,-,633.85,Upgrade
6,Provision for Bad Debts,-,-,-,12.95,-5,-,-,3.27,-,-,-,-1.15,-,-,-,1.51,-,-,-,5.41,Upgrade
7,Other Operating Expenses,10171,-3945,4480,-9408,9999,-3748,4232,-8770,9462,-3606,4168,-8648,9283,-3651,4094,-8001,8608,-3379,3602,318.27,Upgrade
8,Total Operating Expenses,3799,2858,4654,3631,3628,3036,4386,4268,3326,2855,4310,3715,3234,2642,4226,3912,3094,2392,3704,3465,Upgrade
9,Operating Income,573.37,1085,1862,1691,947.29,1187,1940,1093,1280,1006,1893,1582,774.69,815.25,1728,1059,659.55,622.31,1561,696.81,Upgrade
10,Interest Expense,-275.02,-302.19,-297.06,-263.62,-344.08,-312.85,-322.86,-364.3,-383.68,-382.33,-370.65,-435.27,-299.82,-331.41,-306.47,-303.49,-272.82,-316.53,-258.01,-319.82,Upgrade
11,Interest Income,28.62,-17.55,49,-83.65,111.28,-11.96,52.42,-111.18,145.8,-41.21,64.6,19.1,1.31,-20.55,37.25,-150.86,169.07,15.57,7.28,15.84,Upgrade
12,Net Interest Expense,-246.4,-319.74,-248.06,-347.27,-232.8,-324.82,-270.44,-475.48,-237.88,-423.54,-306.05,-416.16,-298.51,-351.97,-269.22,-454.35,-103.75,-300.96,-250.72,-303.98,Upgrade
13,Income (Loss) on Equity Investments,-60.39,60.39,-,131.24,-54.59,54.59,-,115.53,-96.35,96.35,-,-206.99,-13.92,13.92,-,145.72,-89.2,89.2,-,29.94,Upgrade
