,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,16213,16917,15114,19573,19502,25407,26561,14585,8545,5628,6229,6996,6972,6759,7043,7676,7478,8340,7107,7383,8664,Upgrade
1,Market Cap Growth,-33.42%,-33.42%,-43.10%,34.20%,128.21%,351.40%,326.40%,108.47%,22.56%,-16.73%,-11.56%,-8.86%,-6.77%,-18.96%,-0.89%,3.96%,-13.69%,-5.89%,-31.43%,-19.83%,25.40%,Upgrade
2,Enterprise Value,14385,14279,13483,17818,17747,23279,24318,12632,6593,2904,4392,5670,5647,4764,5724,4658,4461,4524,4269,4136,5416,Upgrade
3,Last Close Price,20.51,21.40,18.85,24.41,24.32,31.68,32.85,18.04,10.57,6.96,7.45,8.37,8.34,8.09,8.43,8.93,8.70,9.70,8.11,8.42,9.88,Upgrade
4,PE Ratio,36.46,38.76,32.21,38.99,37.99,52.59,53.74,29.62,18.23,11.94,14.63,14.53,14.34,13.27,12.78,15.09,16.07,17.02,15.44,-,18.63,Upgrade
5,PS Ratio,5.52,5.87,5.23,6.76,6.77,8.86,9.39,5.23,3.15,2.17,2.44,2.66,2.65,2.56,2.59,2.90,2.96,3.32,2.90,3.09,3.45,Upgrade
6,PB Ratio,3.14,3.23,2.83,3.73,3.74,5.11,5.22,2.96,1.75,1.20,1.31,1.52,1.52,1.55,1.64,1.79,1.74,2.04,1.73,1.86,2.18,Upgrade
7,P/TBV Ratio,3.38,3.38,2.94,3.89,3.90,5.33,5.44,3.09,1.83,1.26,1.37,1.58,1.59,1.62,1.72,1.87,1.83,2.15,1.82,1.96,2.29,Upgrade
8,P/FCF Ratio,38.17,39.83,43.85,-,50.20,75.28,58.29,-,22.85,15.41,20.66,-,17.12,6.22,5.67,-,17.77,5.34,4.60,-,14.07,Upgrade
