,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Cash & Equivalents,569.03,717.4,1121,717.03,778.92,610.72,569.03,793.2,806.36,713.13,Upgrade
1,Cash & Short-Term Investments,569.03,717.4,1121,717.03,778.92,610.72,569.03,793.2,806.36,713.13,Upgrade
2,Cash Growth,-49.23%,0.05%,43.88%,17.41%,36.88%,-23.01%,-29.43%,11.23%,37.16%,71.90%,Upgrade
3,Accounts Receivable,409.23,167.15,453.09,132.69,637.85,146.19,600.67,143.87,567.91,163.98,Upgrade
4,Other Receivables,-,-,-,0.06,-,0.07,0.06,2.97,0.1,17.84,Upgrade
5,Receivables,409.23,167.15,453.09,132.75,637.85,146.27,600.73,146.84,568.01,181.81,Upgrade
6,Inventory,838.45,910.55,658.5,1032,802.45,1161,822.03,721.61,561.87,806.45,Upgrade
7,Prepaid Expenses,520.18,253.83,200.66,165.04,203.88,124.81,148.98,124.61,208.31,340.05,Upgrade
8,Other Current Assets,-,-,0.29,-,-,0.03,-,-,2.73,-,Upgrade
9,Total Current Assets,2337,2049,2433,2047,2423,2043,2141,1786,2147,2041,Upgrade
10,"Property, Plant & Equipment",2192,2076,2101,2115,2375,2516,2589,2601,2543,2513,Upgrade
11,Long-Term Investments,200.47,198.2,193.8,190.41,186.76,183.75,180.32,181.41,178.1,175.36,Upgrade
12,Long-Term Deferred Tax Assets,0.89,0.7,0.69,0.68,0.68,0.69,0.68,0.69,0.66,0.61,Upgrade
13,Other Long-Term Assets,94.68,124.5,67.87,76.3,68.24,71.05,69.8,86.34,95.7,96.34,Upgrade
14,Total Assets,4832,4448,4796,4429,5053,4814,4980,4656,4965,4826,Upgrade
15,Accounts Payable,270.1,335.46,291.44,363.39,303.26,415.94,319.02,314.38,302.8,390.42,Upgrade
16,Accrued Expenses,207.83,88.24,181.62,95.36,190.28,88.55,205.19,86.82,174.44,89.99,Upgrade
17,Short-Term Debt,67.46,60,-,1.12,185.33,2.15,119.76,3.18,23.79,30.43,Upgrade
