,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,580.93,690.02,496.98,443.8,431.94,582.15,524.39,601.23,315.03,404.52
1,Revenue Growth (YoY),16.89%,55.48%,15.06%,-23.77%,-17.63%,-3.17%,66.46%,48.63%,-14.03%,-
2,Cost of Revenue,365.04,446.82,244.72,214.86,186.95,285.28,227.84,289.79,105.97,149.16
3,Gross Profit,215.88,243.2,252.26,228.94,244.99,296.87,296.56,311.44,209.06,255.36
4,"Selling, General & Admin",232.1,265.04,240.94,271.69,250.23,316.5,272.77,280.71,222.02,264.56
5,Research & Development,15.3,17.78,19.37,23.26,20.3,21.08,22.06,31.23,27.56,23.29
6,Other Operating Expenses,-1.36,-2.26,-3.06,-2.49,-1.52,-8.95,-4.71,-4.82,-1.19,-10.43
7,Operating Expenses,245.58,289.14,258.22,294.01,281.07,343.8,290.58,307.71,247.85,277.42
8,Operating Income,-29.7,-45.94,-5.96,-65.08,-36.07,-46.94,5.97,3.73,-38.79,-22.06
9,Interest Expense,-3.45,-5.21,-2.09,-1.45,-1.16,-,-2.91,-0.59,-1.81,-1
10,Interest & Investment Income,20.88,20.53,20.75,13.82,7.42,5.94,7.46,7.83,12.23,10.3
11,Earnings From Equity Investments,0.93,-15.23,-2.68,6.91,-3.21,2.92,3.91,34.15,26.45,15.64
12,Currency Exchange Gain (Loss),-0.2,0.09,-0.09,0.06,-0.11,0.18,-,5.35,1.41,1.35
13,Other Non Operating Income (Expenses),0.16,-0.36,0.2,-1.22,-0.91,1.37,-0.01,-1.53,-0.95,-
14,EBT Excluding Unusual Items,-11.36,-46.11,10.13,-46.97,-34.04,-36.54,14.42,48.94,-1.46,4.23
15,Impairment of Goodwill,-,-7.8,-,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Investments,-34.91,-28.29,-22.72,-24.33,-28.37,-7.13,-1.53,15.45,-14.72,24.14
17,Gain (Loss) on Sale of Assets,-0.04,-0.04,-,-2.53,-0.25,110.7,1.24,0.01,-0.79,0.64
18,Other Unusual Items,-,-0.12,0.03,-,0.01,-3.52,3.3,-,0.97,1.11
19,Pretax Income,-46.3,-82.36,-12.56,-73.82,-62.65,63.52,17.43,64.41,-16,30.11
20,Income Tax Expense,0.27,0.11,4.04,0.1,3.7,7.71,1.95,6.57,-0.04,-6.03
21,Earnings From Continuing Operations,-46.57,-82.46,-16.6,-73.92,-66.35,55.81,15.48,57.84,-15.96,36.14
22,Net Income to Company,-46.57,-82.46,-16.6,-73.92,-66.35,55.81,15.48,57.84,-15.96,36.14
23,Minority Interest in Earnings,-2.09,1.92,0.28,4.95,9.27,6.15,-3.39,-4.96,3.69,4.42
24,Net Income,-48.66,-80.55,-16.32,-68.96,-57.08,61.97,12.09,52.88,-12.26,40.56
25,Net Income to Common,-48.66,-80.55,-16.32,-68.96,-57.08,61.97,12.09,52.88,-12.26,40.56
26,Net Income Growth,-,-,-,-,-,17.19%,-,30.37%,-,-
27,Shares Outstanding (Basic),1123,1123,1123,1123,1119,1129,1158,1174,1185,1202
28,Shares Outstanding (Diluted),1123,1123,1123,1123,1119,1148,1161,1174,1185,1206
29,Shares Change (YoY),0.01%,0.07%,0.37%,-2.22%,-3.65%,-2.23%,-2.00%,-2.65%,-3.10%,-
30,EPS (Basic),-0.04,-0.07,-0.01,-0.06,-0.05,0.05,0.01,0.05,-0.01,0.03
31,EPS (Diluted),-0.04,-0.07,-0.01,-0.06,-0.05,0.05,0.01,0.04,-0.01,0.03
32,EPS Growth,-,-,-,-,-,20.02%,-,49.50%,-,-
33,Free Cash Flow,35.91,-223.34,-33.57,-95.02,-135.51,-225.05,15.01,31.07,42.74,51.56
34,Free Cash Flow Per Share,0.03,-0.20,-0.03,-0.08,-0.12,-0.20,0.01,0.03,0.04,0.04
35,Dividend Per Share,0.010,0.011,0.026,-,-,-,-,-,-,-
36,Dividend Growth,-60.49%,-,-,-,-,-,-,-,-,-
37,Operating Margin,-5.11%,-6.66%,-1.20%,-14.66%,-8.35%,-8.06%,1.14%,0.62%,-12.31%,-5.45%
38,Profit Margin,-8.38%,-11.67%,-3.28%,-15.54%,-13.21%,10.64%,2.30%,8.79%,-3.89%,10.03%
39,Free Cash Flow Margin,6.18%,-32.37%,-6.75%,-21.41%,-31.37%,-38.66%,2.86%,5.17%,13.57%,12.75%
40,EBITDA,-25.32,-41.68,-2.43,-62.36,-31.31,-43.52,9.91,4.66,-33.92,-17.79
41,D&A For EBITDA,4.38,4.26,3.53,2.72,4.76,3.42,3.94,0.93,4.87,4.27
42,EBIT,-29.7,-45.94,-5.96,-65.08,-36.07,-46.94,5.97,3.73,-38.79,-22.06
43,Advertising Expenses,126.48,-,110.12,-,121.82,-,142.15,-,-,-
