,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,258,272,387,404,465,497,1082,2382,2668,2886,3044
1,Market Cap Growth,-32.76%,-32.76%,-16.60%,-18.68%,-57.08%,-79.13%,-59.43%,-17.46%,-12.36%,-18.10%,-15.88%
2,Enterprise Value,-522,-543,-499,-631,-839,-898,-246,1025,1376,1599,1731
3,Last Close Price,0.23,0.23,0.31,0.30,0.35,0.37,0.79,1.73,1.94,2.05,2.14
4,PE Ratio,-,-,-,-,-,-,11.91,30.49,55.31,-,44.86
5,Forward PE,-,17.12,17.12,17.12,17.12,17.12,17.12,17.12,17.12,17.12,19.90
6,PS Ratio,0.19,0.20,0.30,0.40,0.47,0.42,0.80,1.76,2.45,3.66,3.53
7,PB Ratio,0.25,0.26,0.35,0.33,0.35,0.34,0.69,1.48,1.74,2.01,2.01
8,P/TBV Ratio,0.26,0.26,0.34,0.32,0.35,0.34,0.69,1.49,1.73,1.99,2.00
9,P/FCF Ratio,-,-1.35,-,-,-,-,-,42.98,30.44,27.89,69.50
10,P/OCF Ratio,-,-1.39,-,-,-,-,-,36.01,27.83,25.48,62.37
11,EV/Sales Ratio,-,-,-,-,-,-,-,0.76,1.26,2.03,2.01
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,58.44,-39.61,-,-
13,EV/EBIT Ratio,-,-,-,-,-,-,-,87.81,-33.05,-,-
14,EV/FCF Ratio,2.59,-,-,-,-,-,-,18.49,15.70,15.46,39.52
15,Debt / Equity Ratio,0.11,0.11,0.24,0.10,0.06,0.05,0.04,0.06,0.03,0.04,0.03
16,Debt / FCF Ratio,-,-0.58,-,-,-,-,-,1.81,0.47,0.51,1.09
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,0.71%,-2.68%,-,-
18,Earnings Yield,-53.73%,-51.07%,-27.54%,-22.79%,-30.67%,1.15%,8.40%,3.28%,1.81%,1.08%,2.23%
19,FCF Yield,-77.94%,-74.09%,-73.05%,-34.37%,-56.10%,-84.95%,-23.82%,2.33%,3.29%,3.58%,1.44%
20,Dividend Yield,9.57%,10.13%,13.08%,9.24%,-,-,-,-,-,-,-
21,Buyback Yield / Dilution,-0.04%,-0.01%,-0.07%,-0.37%,2.22%,3.65%,2.23%,2.00%,2.65%,3.10%,-
22,Total Shareholder Return,9.53%,10.12%,13.01%,8.87%,2.22%,3.65%,2.23%,2.00%,2.65%,3.10%,-
