,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,6567,9265,8851,11357,10132,14268,10392,12145,8747,12038,Upgrade
1,Revenue Growth (YoY),-25.81%,-18.42%,-12.64%,-20.40%,-2.51%,17.48%,18.81%,0.88%,-7.35%,8.32%,Upgrade
2,Cost of Revenue,5943,8565,7638,9594,7996,10002,7398,8202,5725,8048,Upgrade
3,Gross Profit,623.38,699.82,1213,1763,2136,4265,2994,3943,3022,3990,Upgrade
4,"Selling, General & Admin",691.24,1099,756.4,1080,774.83,1327,959.34,1193,849.87,1151,Upgrade
5,Other Operating Expenses,-51.29,-144.23,-64.09,-186.16,-87.03,61.36,-164.99,-285.79,-212.07,-160.61,Upgrade
6,Operating Expenses,619.37,991.6,698.98,883.56,691.89,1389,829.95,952.82,636.18,977.37,Upgrade
7,Operating Income,4.01,-291.78,513.81,879.58,1444,2876,2164,2990,2386,3013,Upgrade
8,Interest Expense,-90.49,-83.82,-118.7,-60.97,-57.79,-74.89,-112.91,-149.02,-178.58,-234.53,Upgrade
9,Interest & Investment Income,25.57,18.91,10.74,11.11,9.15,27.2,7.96,-,15.88,5.5,Upgrade
10,Earnings From Equity Investments,-3.8,-11.47,-1.24,-7.25,4.62,15.56,22.08,12.42,9.17,24.05,Upgrade
11,Currency Exchange Gain (Loss),-6.83,22.35,-43.58,3.33,-8.61,-6.78,1.92,-3.74,8.99,3.29,Upgrade
12,Other Non Operating Income (Expenses),-526.79,-143.43,-509.52,-153.01,-618.22,-264.84,-547.78,-219.93,-510.22,-337.85,Upgrade
13,EBT Excluding Unusual Items,-598.33,-489.23,-148.5,672.8,773.2,2572,1536,2630,1731,2473,Upgrade
14,Impairment of Goodwill,-,-35,-,-,-,-,-,-,-,-6.04,Upgrade
15,Gain (Loss) on Sale of Investments,9.2,-1.53,1.36,-1.45,-1.27,-2.53,0.54,0.17,-0.64,-6.9,Upgrade
16,Gain (Loss) on Sale of Assets,-5.84,25.47,-3.69,12.24,-21.02,23.34,-7.94,-24.58,8.22,-23.6,Upgrade
17,Asset Writedown,-0.25,-214.62,-11.81,-127.81,-8.74,-172.07,-,-39.22,-,-11,Upgrade
18,Legal Settlements,-,-,-,-,-,-,-,-71.65,-,-1.8,Upgrade
19,Other Unusual Items,-,-,-,-,-,-,54.8,55.86,44.83,88.16,Upgrade
20,Pretax Income,-595.22,-714.91,-162.63,555.78,742.17,2421,1583,2550,1783,2512,Upgrade
21,Income Tax Expense,21.42,27.28,145.28,264.01,270.1,777.86,331.48,599.95,459.25,689.3,Upgrade
22,Earnings From Continuing Operations,-616.64,-742.19,-307.92,291.77,472.07,1643,1251,1950,1324,1823,Upgrade
23,Minority Interest in Earnings,86.01,95.08,71.07,-16.72,8.29,-69.61,-47.94,-59.97,-27.42,-46.01,Upgrade
24,Net Income,-530.63,-647.11,-236.85,275.05,480.36,1574,1204,1890,1297,1777,Upgrade
25,Net Income to Common,-530.63,-647.11,-236.85,275.05,480.36,1574,1204,1890,1297,1777,Upgrade
26,Net Income Growth,-,-,-,-82.52%,-60.09%,-16.75%,-7.18%,6.40%,8.38%,22.97%,Upgrade
27,Shares Outstanding (Basic),4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,Upgrade
28,Shares Outstanding (Diluted),4354,4354,4354,4354,4354,4354,4354,4447,4447,4354,Upgrade
29,Shares Change (YoY),-,-,-,-,-,-2.09%,-2.09%,2.14%,2.14%,15.30%,Upgrade
30,EPS (Basic),-0.12,-0.15,-0.05,0.06,0.11,0.36,0.28,0.43,0.30,0.41,Upgrade
31,EPS (Diluted),-0.12,-0.15,-0.05,0.06,0.11,0.36,0.28,0.43,0.28,0.41,Upgrade
32,EPS Growth,-,-,-,-83.33%,-60.21%,-16.88%,-2.51%,6.14%,5.01%,16.06%,Upgrade
33,Free Cash Flow,-361.67,-570.16,-206.95,555.01,-129.83,906.73,943.4,1163,1097,2054,Upgrade
34,Free Cash Flow Per Share,-0.08,-0.13,-0.05,0.13,-0.03,0.21,0.22,0.26,0.25,0.47,Upgrade
35,Operating Margin,0.06%,-3.15%,5.81%,7.74%,14.25%,20.16%,20.83%,24.62%,27.27%,25.03%,Upgrade
36,Profit Margin,-8.08%,-6.98%,-2.68%,2.42%,4.74%,11.03%,11.58%,15.57%,14.82%,14.76%,Upgrade
37,Free Cash Flow Margin,-5.51%,-6.15%,-2.34%,4.89%,-1.28%,6.36%,9.08%,9.58%,12.54%,17.06%,Upgrade
38,EBITDA,665.48,339.05,1214,1560,2117,3491,2864,3705,3094,3792,Upgrade
39,D&A For EBITDA,661.47,630.83,700.56,680.38,673.32,614.45,700.13,714.63,708.52,779.4,Upgrade
40,EBIT,4.01,-291.78,513.81,879.58,1444,2876,2164,2990,2386,3013,Upgrade
