,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,1519200,1561400,1808270,1612040,1417920,1489660,1434800,1485440,1455900,1557180,1523420,1519200,1223800,1194260,1147840,1135180,1160500,1175270,1118300,1147840,1202700,Upgrade
1,Market Cap Growth,4.82%,4.82%,26.03%,8.52%,-2.61%,-4.34%,-5.82%,-2.22%,18.97%,30.39%,32.72%,33.83%,5.45%,1.62%,2.64%,-1.10%,-3.51%,-0.54%,-1.85%,-0.73%,3.64%,Upgrade
2,Enterprise Value,1759779,1833930,2086524,1776879,1610402,1676900,1675655,1645750,1730506,1845492,1831072,1798132,1614928,1626313,1600194,1570385,1675032,1701808,1657252,1646600,1783847,Upgrade
3,PE Ratio,12.95,13.30,-,12.58,10.32,8.61,8.93,8.58,8.40,10.61,10.55,11.07,9.35,9.81,10.24,11.52,13.75,17.25,12.15,11.15,10.96,Upgrade
4,PS Ratio,5.64,5.79,6.85,5.81,4.95,5.21,5.02,4.82,4.72,4.88,5.05,5.28,4.29,4.38,4.44,4.75,4.98,5.72,4.66,4.38,4.67,Upgrade
5,PB Ratio,2.63,2.70,3.43,2.92,2.40,3.31,2.19,2.34,2.28,2.55,2.44,2.52,2.11,2.18,2.20,2.27,2.21,2.51,2.47,2.44,2.30,Upgrade
6,P/FCF Ratio,10.41,10.70,11.89,9.01,8.31,7.41,6.17,7.61,7.04,7.55,8.16,8.05,6.30,7.14,8.65,7.84,8.14,8.13,6.84,6.90,7.29,Upgrade
7,P/OCF Ratio,10.50,10.50,11.69,8.83,8.14,7.37,6.14,7.61,7.04,7.45,7.98,7.87,6.16,7.00,8.53,7.74,8.04,8.13,6.83,6.90,7.29,Upgrade
8,EV/Sales Ratio,6.53,6.80,7.91,6.40,5.62,5.87,5.87,5.34,5.62,5.78,6.07,6.25,5.67,5.96,6.20,6.57,7.18,8.28,6.91,6.28,6.93,Upgrade
9,EV/EBITDA Ratio,8.86,9.19,10.71,8.48,7.46,7.37,7.67,6.60,7.24,7.46,7.76,8.38,7.29,7.90,7.96,8.54,9.39,12.05,9.20,8.54,9.27,Upgrade
10,EV/EBIT Ratio,11.78,12.28,14.41,11.20,9.78,9.51,10.04,8.85,9.23,9.43,9.93,10.26,9.52,10.57,10.76,11.92,13.28,16.74,12.95,11.76,12.72,Upgrade
11,EV/FCF Ratio,12.05,12.56,13.72,9.93,9.44,8.35,7.21,8.43,8.37,8.95,9.81,9.53,8.31,9.73,12.06,10.85,11.74,11.77,10.13,9.90,10.81,Upgrade
