,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Revenue,86937,38256,44147,100261,81254,51978,52905,99695,81088,74705,52658,110678,63604,60877,49858,98525,49000,41749,43990,70883,Upgrade
1,Revenue Growth (YoY),6.99%,-26.40%,-16.55%,0.57%,0.20%,-30.42%,0.47%,-9.92%,27.49%,22.71%,5.61%,12.34%,29.80%,45.82%,13.34%,39.00%,-41.20%,-34.80%,12.33%,-6.77%,Upgrade
2,"Selling, General & Admin",1675,1720,1613,2300,1793,2453,1641,3026,2064,2059,1745,2447,1690,1954,1349,1701,1592,1887,2050,2620,Upgrade
3,Other Operating Expenses,29751,28644,20413,34095,28563,27809,23130,21018,37703,31894,21107,24390,31948,27344,24281,28785,22490,25323,23301,24723,Upgrade
4,Total Operating Expenses,31426,30364,22026,36395,30356,30262,24772,24044,39767,33953,22852,26837,33638,29298,25631,30486,24082,27210,25350,27343,Upgrade
5,Operating Income,55511,7892,22121,63867,50898,21715,28133,75651,41321,40752,29805,83841,29966,31579,24228,68039,24918,14539,18640,43540,Upgrade
6,Interest Expense,-3757,-11124,-5422,-5232,-4806,-5171,-5337,-5908,-5117,-5862,-5724,-6723,-6854,-7698,-7490,-8394,-8870,-10164,-8969,-10954,Upgrade
7,Interest Income,582.88,1177,585.36,744.13,192.19,345.84,639.16,974.36,79.21,440.32,14.76,-746.26,61.5,1133,163.2,105.72,34.52,85.27,40.64,473.42,Upgrade
8,Net Interest Expense,-3174,-9946,-4837,-4488,-4614,-4826,-4698,-4934,-5038,-5422,-5710,-7469,-6793,-6565,-7327,-8288,-8835,-10079,-8928,-10480,Upgrade
