,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,44.03,35.64,61.05,64.79,58.42,62.8,59.54,56.37,63.68,62.37,Upgrade
1,Revenue Growth (YoY),-27.89%,-44.99%,4.51%,3.17%,-1.88%,11.40%,-6.51%,-9.62%,6.63%,-16.53%,Upgrade
2,Cost of Revenue,43.44,35.23,59.15,62.03,55.66,59.93,56.28,53.22,61.53,60.87,Upgrade
3,Gross Profit,0.58,0.41,1.9,2.76,2.76,2.87,3.26,3.15,2.15,1.5,Upgrade
4,"Selling, General & Admin",5.38,6.52,7.33,6.97,6.57,6.07,5.52,6.22,5.79,17.75,Upgrade
5,Operating Expenses,5.38,6.52,7.33,6.97,6.57,6.07,5.52,6.22,5.79,18.14,Upgrade
6,Operating Income,-4.8,-6.11,-5.43,-4.21,-3.8,-3.2,-2.26,-3.07,-3.64,-16.64,Upgrade
7,Interest Expense,-,-,-,-,-,-,-0,-0,-0.03,-0.03,Upgrade
8,Interest & Investment Income,3.03,1.26,2.49,2.13,2.43,2.43,0.01,1.15,0,0.11,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,0.06,0.02,-0.16,-0.16,-0.1,-1.97,Upgrade
10,Other Non Operating Income (Expenses),-0,-2.21,3,0.36,-0.21,-0.58,-,-1.11,0.32,0.25,Upgrade
11,EBT Excluding Unusual Items,-1.77,-7.06,0.07,-1.73,-1.52,-1.33,-2.41,-3.2,-3.44,-18.28,Upgrade
12,Gain (Loss) on Sale of Investments,5.49,3.22,-2.22,-0.77,-2.2,-7.05,0.79,-1.07,1.38,0.14,Upgrade
13,Gain (Loss) on Sale of Assets,0.06,-,-,-,-,-,-,1.21,-,4.12,Upgrade
14,Other Unusual Items,-,-0.67,-,0.71,-,-2.68,-,4.15,-,-4.15,Upgrade
15,Pretax Income,3.78,-4.51,-2.15,-1.8,-3.71,-11.06,-1.62,1.1,-2.06,-18.17,Upgrade
16,Income Tax Expense,-,-3,-,-,-,-,-,3,-,0.09,Upgrade
17,Earnings From Continuing Operations,3.78,-1.51,-2.15,-1.8,-3.71,-11.06,-1.62,-1.9,-2.06,-18.26,Upgrade
18,Net Income,3.78,-1.51,-2.15,-1.8,-3.71,-11.06,-1.62,-1.9,-2.06,-18.26,Upgrade
19,Net Income to Common,3.78,-1.51,-2.15,-1.8,-3.71,-11.06,-1.62,-1.9,-2.06,-18.26,Upgrade
20,Shares Outstanding (Basic),786,786,786,786,786,786,786,675,656,656,Upgrade
21,Shares Outstanding (Diluted),786,786,786,786,786,786,786,675,656,656,Upgrade
22,Shares Change (YoY),-,-,-,-,-,16.41%,19.82%,2.93%,-,-,Upgrade
23,EPS (Basic),0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.03,Upgrade
24,EPS (Diluted),0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.03,Upgrade
25,Free Cash Flow,-5.78,3.38,20.38,-5.31,-2.66,7.96,-2.14,-20.27,12.91,21.41,Upgrade
26,Free Cash Flow Per Share,-0.01,0.00,0.03,-0.01,-0.00,0.01,-0.00,-0.03,0.02,0.03,Upgrade
27,Operating Margin,-10.90%,-17.14%,-8.89%,-6.50%,-6.51%,-5.10%,-3.79%,-5.45%,-5.72%,-26.68%,Upgrade
28,Profit Margin,8.58%,-4.22%,-3.52%,-2.77%,-6.36%,-17.61%,-2.71%,-3.37%,-3.23%,-29.28%,Upgrade
29,Free Cash Flow Margin,-13.13%,9.49%,33.38%,-8.19%,-4.56%,12.68%,-3.60%,-35.96%,20.27%,34.33%,Upgrade
30,EBITDA,-4.63,-5.94,-5.33,-4.12,-3.7,-3.1,-2.16,-2.48,-3.11,-16.49,Upgrade
31,D&A For EBITDA,0.16,0.17,0.1,0.1,0.1,0.1,0.1,0.59,0.53,0.15,Upgrade
32,EBIT,-4.8,-6.11,-5.43,-4.21,-3.8,-3.2,-2.26,-3.07,-3.64,-16.64,Upgrade
