,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest Income on Loans,15148773,14221978,14245165,14378929,15559459,13390888,12671355,11018875,9775550,8287175,8079518,7181161,6774049,6468666,6593587,6339908,6212739,6034635,5437647,5452225,Upgrade
1,Interest Paid on Deposits,6946053,6448533,6525287,7218579,8086956,8474740,7716840,6178067,4843448,3802325,3528293,3137770,3021053,3162384,3124886,2977110,3000578,3013052,2657283,2568628,Upgrade
2,Net Interest Income,8202720,7773445,7719878,7160350,7472503,4916148,4954515,4840808,4932102,4484850,4551225,4043391,3752996,3306282,3468701,3362798,3212161,3021583,2780364,2883597,Upgrade
3,Net Interest Income Growth (YoY),9.77%,58.12%,55.82%,47.92%,51.51%,9.62%,8.86%,19.72%,31.42%,35.65%,31.21%,20.24%,16.84%,9.42%,24.76%,16.62%,11.22%,20.63%,19.65%,42.06%,Upgrade
4,Income From Trading Activities,147781,52910,-50196,-13313,19020,546260,591324,52124,-3525,-20326,6509,346948,-449725,23832,110642,416183,194254,-17173,123252,31477,Upgrade
5,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30706,-,-,-,Upgrade
6,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,477213,-,-,-,-128072,28065,-,-,Upgrade
7,Other Non-Interest Income,1097629,708617,623334,605028,766136,622820,867552,764475,940269,929747,1023818,732096,849351,375819,674668,389485,642449,436053,291763,235771,Upgrade
8,Total Non-Interest Income,1245410,761527,573138,591715,785156,1169080,1458876,816599,936744,909421,1030327,1079044,876839,399651,785310,805668,739337,446945,415015,267248,Upgrade
