,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,537.3,536.23,583.96,571.37,545.77,486.17,455.17,570.88,498.95,451.83,454.85,544.22,503.62,580.65,523.68,450.05,361.5,722.03,230.9,239.61,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,-,-,-,-,Upgrade
2,Trading Asset Securities,55.8,41,46,51.5,48.5,45,59.91,59.91,-,-,50,98,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,593.1,577.23,629.96,622.87,594.27,531.17,515.08,630.79,498.95,451.83,504.85,642.22,503.62,580.65,523.68,580.05,361.5,722.03,230.9,239.61,Upgrade
4,Cash Growth,-0.20%,8.67%,22.30%,-1.26%,19.10%,17.56%,2.02%,-1.78%,-0.93%,-22.19%,-3.60%,10.72%,39.32%,-19.58%,126.81%,142.08%,-,-,75.68%,210.70%,Upgrade
5,Accounts Receivable,728.08,718.51,657.22,682.86,379.2,354.74,401.81,432.82,328.16,327.64,262.58,312.8,275.72,286.93,265.25,288.77,227.63,242.27,271.66,248.28,Upgrade
6,Other Receivables,5.92,4.57,4.44,3.32,1.97,2.08,1.98,2.18,63.71,59.98,241.97,51.41,1.21,0.86,5.51,0.86,100.89,0.46,9.48,8.94,Upgrade
7,Receivables,734.01,723.09,661.66,686.18,381.17,356.82,403.79,435.01,391.88,387.62,504.56,364.21,276.93,287.79,270.75,289.63,328.52,242.73,281.13,257.21,Upgrade
8,Inventory,314.51,288.55,231.9,175.72,131.56,171.59,145.7,98.08,141.19,134.92,118.95,88.57,84.13,53,73.58,47.51,72.88,62.84,75.57,53.34,Upgrade
9,Other Current Assets,43.57,18.73,15.44,8.69,13.11,5.14,32.9,8.18,12.94,15.82,9.34,4.55,147.01,11.4,141.83,2.83,156.11,4.7,2.94,1.94,Upgrade
10,Total Current Assets,1685,1608,1539,1493,1120,1065,1097,1172,1045,990.2,1138,1100,1012,932.84,1010,920.01,919.01,1032,590.53,552.11,Upgrade
11,"Property, Plant & Equipment",574.24,586.27,598.95,615.13,334.41,314.24,260.7,237.4,211.47,199.92,155.3,157.91,157.78,153.02,152,154.36,107.78,108.52,109.33,111.15,Upgrade
12,Long-Term Investments,10,10,10,10.08,145.19,142.49,141.42,129.77,128.94,125.05,121.52,119.13,127.46,122.71,120.08,167.82,55.76,55.35,54.61,54.57,Upgrade
13,Goodwill,554.61,554.61,554.61,554.61,233.5,233.5,233.5,161.66,161.74,161.74,0.08,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Intangible Assets,221,225.74,231.46,235.23,143.67,144.64,147.69,107.3,51.11,51.89,20.15,20.38,18.63,18.83,19.04,11.84,8.1,8.16,8.23,8.3,Upgrade
15,Long-Term Deferred Tax Assets,12.94,12.69,11.85,11.08,10.58,8.81,7.55,6.89,7.04,6.61,4.83,5.12,4.93,4.93,4.76,4.76,4.93,4.92,4.68,4.68,Upgrade
16,Long-Term Deferred Charges,0.64,0.71,0.78,0.86,0.93,1,1.08,1.54,1.66,4.19,3.28,2.9,0.13,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,-,-,-,-,-,0.06,-,-,-,-,0,-,-,-,-,-,-,-,-,-,Upgrade
18,Total Assets,3059,2998,2947,2920,1988,1909,1889,1817,1607,1540,1443,1405,1321,1232,1306,1259,1096,1209,767.38,730.81,Upgrade
19,Accounts Payable,299.47,287.01,293.6,247.98,187.79,189.36,210.7,165.26,149.29,116.08,129.28,98.84,115.29,58.59,75.6,35.38,35.13,45.89,59.58,37,Upgrade
20,Accrued Expenses,4.44,28.9,4.09,39.48,23.75,25.96,1.07,31.33,12.86,31.09,1.35,16.59,0.55,11.42,-,12.58,-,6.1,2.67,18.91,Upgrade
21,Short-Term Debt,300.27,310.25,255.32,255.32,205,205,205,205,205,205,200,200,180,180,200,200,100,202.11,-,-,Upgrade
22,Current Portion of Long-Term Debt,45.73,45.13,-,45.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Current Portion of Leases,-,0.5,45.79,0.15,0.2,0.38,0.41,0.5,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,40.65,10.58,19.97,12.77,23.51,8.57,15.58,10.91,22.66,8.14,11.54,9.4,11.43,5.68,8.34,7.61,4.79,3.98,11.36,7.38,Upgrade
25,Current Unearned Revenue,7.44,8.21,10.75,8.17,10.89,12.78,11.55,78.96,6.01,10.17,2.46,5.83,2.33,11.7,1.72,5.89,2.75,1.11,-,-,Upgrade
26,Other Current Liabilities,147.72,174.57,154.15,229.92,41.81,43.65,43.24,56.72,41.65,36.99,29.9,29.76,5.08,2.77,1.74,2.45,1.81,0.84,2.29,2.89,Upgrade
27,Total Current Liabilities,845.71,865.16,783.67,839.01,492.94,485.7,487.54,548.68,437.47,407.47,374.53,360.42,314.68,270.14,287.4,263.91,144.48,260.03,75.9,66.18,Upgrade
28,Long-Term Debt,231.73,231.73,254.15,254.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Long-Term Leases,0.32,0.46,0.5,0.17,-,0.04,0.12,0.17,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,44.61,43.51,35.8,35.97,35.25,23.25,15.5,12.5,12.63,13,12.5,12.5,12.75,12.75,13,13,14.52,14.52,14.52,13.54,Upgrade
31,Long-Term Deferred Tax Liabilities,26.24,27.13,28.27,28.88,14.4,14.73,15.07,6.94,5.09,5.21,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Other Long-Term Liabilities,52.29,52.54,53.11,52.92,9.32,9.55,9.77,10.1,10.53,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Total Liabilities,1201,1221,1156,1211,551.91,533.28,528.01,578.4,465.73,436.31,387.04,372.93,327.44,282.9,300.4,276.91,159,274.55,90.42,79.72,Upgrade
34,Common Stock,409.8,409.86,409.86,409.86,409.86,409.86,409.86,410.86,410.86,410.86,410.86,410.86,407.32,407.32,407.32,407.32,407.32,407.32,366.58,366.58,Upgrade
35,Additional Paid-In Capital,239.11,239.22,238.67,225.12,224.16,224.41,224.82,229.69,230.2,227.93,223.86,223.39,201.27,201.27,201.27,201.27,201.27,201.55,5.17,5.17,Upgrade
36,Retained Earnings,989.24,912.17,932.8,876.75,742.02,685,679.97,625.04,527.39,487.75,447.48,423.75,383.4,340.86,396.74,373.3,328,325.83,305.22,279.35,Upgrade
37,Treasury Stock,-35.49,-35.94,-41.43,-41.43,-11.43,-11.43,-19.05,-26.55,-26.55,-26.55,-26.55,-26.55,-,-,-,-,-,-,-,-,Upgrade
38,Total Common Equity,1603,1525,1540,1470,1365,1308,1296,1239,1142,1100,1056,1031,991.99,949.45,1005,981.89,936.59,934.7,676.97,651.1,Upgrade
39,Minority Interest,255.03,251.79,251.19,239.04,71.87,68.34,65.79,-0.82,-0.72,3.29,0.17,0.61,1.2,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,Upgrade
40,Shareholders' Equity,1858,1777,1791,1709,1436,1376,1361,1238,1141,1103,1056,1032,993.19,949.43,1005,981.88,936.57,934.68,676.96,651.09,Upgrade
41,Total Liabilities & Equity,3059,2998,2947,2920,1988,1909,1889,1817,1607,1540,1443,1405,1321,1232,1306,1259,1096,1209,767.38,730.81,Upgrade
42,Total Debt,578.04,588.06,555.77,555.02,205.2,205.42,205.53,205.67,205,205,200,200,180,180,200,200,100,202.11,-,-,Upgrade
43,Net Cash (Debt),15.05,-10.84,74.19,67.86,389.07,325.75,309.54,425.12,293.95,246.83,304.85,442.22,323.62,400.65,323.68,380.05,261.5,519.92,230.9,239.61,Upgrade
44,Net Cash Growth,-96.13%,-,-76.03%,-84.04%,32.36%,31.97%,1.54%,-3.87%,-9.17%,-38.39%,-5.82%,16.36%,23.76%,-22.94%,40.19%,58.61%,-,-,75.68%,210.70%,Upgrade
45,Net Cash Per Share,0.03,-0.03,0.19,0.16,0.95,0.85,0.73,1.06,0.66,0.61,0.77,1.10,0.76,0.94,0.83,1.09,0.59,1.28,0.62,0.61,Upgrade
