,Fiscal Quarter,Q1 2018,Q4 2017,Q4 2016,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,+20 Quarters
,Period Ending,"Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Dec '16 Dec 31, 2016","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012",+20 Quarters
0,Revenue,901752,-,857319,904589,804769,811152,893193,828597,587534,691317,721506,759288,510823,571675,615167,594963,459908,485439,545631,484583,Upgrade
1,Revenue Growth (YoY),12.05%,-,-4.02%,9.17%,36.97%,17.33%,23.80%,9.13%,15.02%,20.93%,17.29%,27.62%,11.07%,17.76%,12.74%,22.78%,19.58%,19.29%,20.28%,17.98%,Upgrade
2,"Selling, General & Admin",41464,-,46087,34051,34278,44801,18238,29501,32723,41647,31631,28772,22242,28884,24492,32549,21036,42022,21992,23348,Upgrade
3,Other Operating Expenses,833396,-,865306,849190,760984,745507,893080,731261,570779,627943,658443,704484,492194,533389,558451,535612,436460,444769,477659,435028,Upgrade
4,Total Operating Expenses,874860,-,911393,883241,795262,790307,911319,760762,603502,669590,690074,733257,514436,562273,582943,568161,457497,486791,499651,458376,Upgrade
5,Operating Income,26892,-,-54074,21348,9507,20845,-18126,67835,-15968,21727,31432,26031,-3613,9402,32224,26801,2411,-1353,45979,26207,Upgrade
6,Interest Expense,-9751,-,-3452,-4127,-3538,-3122,-2380,-2599,-2480,-2547,-2396,-2452,-2541,-1916,-2422,-2712,-2381,5876,-4920,-4776,Upgrade
7,Interest Income,-,-,19087,15607,8782,17888,14095,7551,5909,8500,3733,17602,6041,6151,6368,7424,6933,9193,8897,9472,Upgrade
8,Net Interest Expense,-9751,-,15635,11480,5245,14766,11715,4952,3429,5953,1336,15150,3501,4235,3946,4712,4552,15068,3976,4696,Upgrade
9,Income (Loss) on Equity Investments,-,-,-,577.34,511.27,191.43,450.37,-562.06,815.08,-66.16,817.24,547.35,712.6,-389.89,26.05,8.26,209.34,34.14,-75.14,157.43,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,20.48,-1290,-290.96,-,-12.73,-799.84,195.93,-,-875.85,-481.23,-1144,-,-,Upgrade
11,Other Non-Operating Income (Expenses),8613,-,4996,-720.27,2614,9685,1109,-2079,12345,-8300,3143,-3401,-424.4,1517,-168.98,-153.97,1282,37651,349.9,-4000,Upgrade
12,EBT Excluding Unusual Items,25753,-,-33443,32685,17877,45487,-4851,70166,-668.76,19023,36729,38315,-623.96,14959,36027,30492,7973,50257,50230,27059,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,3872,-,337.21,-,-154.41,-,-,Upgrade
